                              bin_center                            mock0_wtheta                            mock1_wtheta                            mock2_wtheta                            mock3_wtheta                            mock4_wtheta                            mock5_wtheta                            mock6_wtheta                            mock7_wtheta                            mock8_wtheta                            mock9_wtheta                           mock10_wtheta                           mock11_wtheta                           mock12_wtheta                           mock13_wtheta                           mock14_wtheta                           mock15_wtheta                           mock16_wtheta                           mock17_wtheta                           mock18_wtheta                           mock19_wtheta                           mock20_wtheta                           mock21_wtheta                           mock22_wtheta                           mock23_wtheta                           mock24_wtheta                              wtheta_avg
          1.1583333333333332149095440400           0.0146935937097562654973792462           0.0151138318505732571067623482           0.0148204839398250517307209506           0.0148159987605845748503963222           0.0147443368907452833360682831           0.0149343156062211497581149189           0.0153601846315252806712825517           0.0152988399809773738258211750           0.0155436204971710484334934677           0.0152000039385702927913213145           0.0153583510441741427632322825           0.0155600021118282375032215725           0.0152637224489932509657874604           0.0152084276146243618788034269           0.0152077446168338743792691758           0.0150431615770120832853429249           0.0149224967889164342876862079           0.0150066290490146678204830266           0.0152683113756582056197430575           0.0153657120697338021864108981           0.0152538084675661322897610717           0.0149509526196344947474026199           0.0148481762081297020972048273           0.0150261623833775215947072823           0.0147496766622216453346272402           0.0151023417937467246269234167
          1.4750000000000000888178419700           0.0109421884812680482446101138           0.0110602342131674667019547442           0.0110562435357105231376051435           0.0115941285954827867643590622           0.0110258590363033655290525559           0.0109404114732636319889946819           0.0114061381406996599496839195           0.0116382726244544359300858716           0.0113253361461257261860735568           0.0113530886759590811385667308           0.0113713988139528803661404410           0.0113784218831457731996303906           0.0115006825718083141585346141           0.0111518687770183824725656052           0.0112170803728707055985092111           0.0108681910889122899932512922           0.0113277992915212320085283082           0.0114300181917831433081600423           0.0111965478280093098245595584           0.0114059300736553091704106322           0.0113572611242984556484403313           0.0107908173849982687991788666           0.0110621929502209143114654921           0.0110321068297507766248211070           0.0109145013760628909610383985           0.0112138687792177355745382172
          1.7916666666666665186369300500           0.0083876889643937080354163527           0.0084416581644438139220287809           0.0086790177774869765175980163           0.0087729175201791981947296861           0.0088879111607893263730106881           0.0085826496811823825561216239           0.0088814322558205417018628580           0.0092537629279607503535176605           0.0087285449839213640615964707           0.0090412051191696846119683073           0.0092672759658270209559560726           0.0090126862779050711388384443           0.0090745990664269655240348200           0.0089915663416690241177553489           0.0090083293515444192584018523           0.0087361117550848119139850212           0.0087055482863059082537793287           0.0084525006312055877416566929           0.0092131924330607611189902784           0.0091178048075686267404105223           0.0091266648045178651316167162           0.0088003762392399112468588385           0.0087843263206632046097288580           0.0084968383836187821867014236           0.0088990993209626303300785466           0.0088537483416379330475320941
          2.1083333333333333925452279800           0.0064368606144651454095684251           0.0060911603389317611062514501           0.0068334802595245280193436699           0.0065749575265194228762544171           0.0067945019638517194573990032           0.0061657931194816131131863912           0.0065138448436747970957116927           0.0067788163051635567588060205           0.0062317467855161224471460812           0.0065894740072983976758580482           0.0065235410293723880906235912           0.0065325691707813987943453959           0.0065515465965271931989000187           0.0066057699445333387458512142           0.0065771676750174716888364124           0.0063434943220655260268103781           0.0066926390079160629972832020           0.0062286311228646959459176458           0.0070452718305996503422861110           0.0065393223333584894405023924           0.0067601843483993690614441974           0.0064529564215117301770319180           0.0064768647761727932837816368           0.0063063422231881740426251426           0.0063937710776080106458985064           0.0065216283057737359923899945
          2.4249999999999998223643160600           0.0046788206996507064952539601           0.0044051206463625895357050233           0.0048445132908062193272114015           0.0048315964989636495455216370           0.0046547008724205892263303674           0.0045010002926480019783128661           0.0044971832276615711018741273           0.0049762365913016961757597834           0.0046163450008789869843939258           0.0047896159698740566057484358           0.0045687461942093849504020753           0.0047170760798791958740006081           0.0048942379878142497351412032           0.0048629116175664330312677919           0.0046803660735375380783085397           0.0043754695833676275282253521           0.0046496115062842381659979907           0.0045427949511335097981801212           0.0052316402822694969138028753           0.0048271553070346117850220047           0.0051626323242861182558072208           0.0045385219508147448680412950           0.0044810800459585044958066291           0.0045568780341212313314547266           0.0044127297931889769566637938           0.0046918793928813571497693502
          2.7416666666666662521834041399           0.0033001735136349579120829123           0.0031880201354963352486371342           0.0031876231729619734084346661           0.0032579228655711138171180430           0.0030449114500605894625961945           0.0030354538463497606967655962           0.0034152321052790665309450979           0.0036863403357177025251867342           0.0031822217335366349139080810           0.0035924334524608777033383156           0.0032622917003160044682741336           0.0030793758440899490595732413           0.0033563351418122700474400144           0.0033866720969635273445763612           0.0033597810263000849918813007           0.0029639918088770981358104351           0.0031138902030303523132959143           0.0032276838701060838257572705           0.0036120774353922626039026245           0.0035050658201836695955500023           0.0034027413725617457022909473           0.0031457655852927066814084256           0.0032187476571438823798321227           0.0029502358423826703995307419           0.0029904230934110951310722637           0.0032586164443572963878015258
          3.0583333333333335701809119200           0.0019990511839428804115315064           0.0019178393827929359795325670           0.0019937889825053073909744139           0.0021021248305495535309284083           0.0018084463095778030745919285           0.0019310234804320474712169275           0.0022914083064689968680105459           0.0022550483046431461613134939           0.0019361690840267932901125336           0.0023816505115657397688433417           0.0020992500910085414023154016           0.0020239499296978691843251763           0.0020913823863240362660453897           0.0025371851158189039077139881           0.0020576838881402517017482623           0.0019130352161952760871310719           0.0021797443358489974364611275           0.0019859182248172044943368419           0.0026137424407408713783462773           0.0023270026417816481144329455           0.0019821115857785627512033244           0.0020461551938302439783423647           0.0023326972758071335377338951           0.0021056438171830919522942160           0.0021674769809438636757048524           0.0021231811800168677584199628
          3.3750000000000000000000000000           0.0015570730436393952298562704           0.0015420459484425323281459042           0.0015506543745001165161834233           0.0015998920433826231256996264           0.0011925414165616064765540472           0.0010643864563561274312608607           0.0014909543522930628414724374           0.0016305388956343014848771045           0.0015496259983176447014990851           0.0014149923429583655988539537           0.0013511689297896775727864105           0.0012755357869883299226643203           0.0015626192689758957102275083           0.0017090594528094366164744367           0.0013814826606019657735668904           0.0013649875370429318411497066           0.0014011700483949566381491891           0.0013228160118323934509726447           0.0019529532643456173381102392           0.0016626582198094798804161032           0.0011859184502760798749637638           0.0013916764667686464147788872           0.0015758379652142801008452011           0.0012122888303556760957596650           0.0012929295623227573218405606           0.0014494322931045560982205034
          3.6916666666666664298190880800           0.0014138375401401672218359984           0.0014347422666026615235834729           0.0016207703214937113200128094           0.0016262996573765905496122830           0.0011559812763343043327812776           0.0014062460070090210696031052           0.0014378329915006793013332320           0.0017199437293753650456140658           0.0014616649944134594511085945           0.0013863367072681972991254895           0.0014177292631151509286896450           0.0014074224833973919632917893           0.0014615224692072765859396366           0.0018611560414749060698991201           0.0014571352151499007438611999           0.0012077994708407458011173441           0.0013849917983306330674514451           0.0015077809334636603326440518           0.0019434426006301758899086352           0.0016085844601994273191103435           0.0012384405742225357803520946           0.0012279534697188679119583821           0.0017975719527173654802010283           0.0013178006842952299029758656           0.0014145820609556473794465870           0.0014767027587693228561638303
          4.0083333333333328596381761599           0.0011986372810018095045464515           0.0015328886119674134218271444           0.0014723927440878201069324183           0.0015517853710249993222369813           0.0012462562180640915799473278           0.0013905776001067288952933731           0.0014307938574597443490143966           0.0014323109853367045965488735           0.0013754879343070831963086187           0.0013622045382840532873336414           0.0011327121807367392884030588           0.0015627209499964067086763553           0.0013390264503866972263523838           0.0016305305826664502882178409           0.0010896486693217095204078149           0.0013487975368262716899941944           0.0016712913850730555694046320           0.0012252558435535221368489767           0.0017158001764786229119408301           0.0015021562111796529087603957           0.0012354920652704246258196674           0.0014628416102372223967648113           0.0016410070720068977226380191           0.0014699147930468715612245534           0.0014916412651770271854956285           0.0014204868773439209214681789
          4.3249999999999992894572642399           0.0009102250919895149301047654           0.0009893337262291180839862692           0.0009549667699262234885765332           0.0008847911555498737690844679           0.0007592550988231367608063960           0.0008920994686878516970879316           0.0007110720543196815497319352           0.0011344662236705221978333435           0.0010698390161764158388241208           0.0011359333187803770902346567           0.0006659060306030036013869022           0.0011560147925580184762733849           0.0008736660667053893066999470           0.0011032855909875781755258295           0.0009259481936123470802862956           0.0010244200140648001672721845           0.0009397040292079613266890137           0.0007729449062125903378503433           0.0013637636725015414747297360           0.0009232428939910710665936455           0.0007211286185073835725348190           0.0007495358373613764850842967           0.0010389154466542353631719475           0.0007911756964233187259041835           0.0009814190340478004710711435           0.0009389221099036453412403636
          4.6416666666666666074547720200           0.0008048607134136777580338262           0.0009602987029073709263418679           0.0008338428476522964476191913           0.0007721699174096466897557201           0.0007281320147367601391605318           0.0008577938044060356287401348           0.0008017794887470856314559686           0.0009661285724804117257258351           0.0011075068643438684690138984           0.0010354253048747534549089977           0.0008792274879134159447022223           0.0010331927277900641599234222           0.0008923539838525415632958238           0.0011443817122906991667202758           0.0009119416957950259678897242           0.0010955286058244558325402984           0.0009109078599670479559069491           0.0009406219843308041405477438           0.0012469924297414916765369686           0.0010066093095511166165961781           0.0006245368810316195926773952           0.0008157587254806062315379278           0.0011254507619365490718454925           0.0008773457937079938298921555           0.0009537458402427327966432991           0.0009330613612171229477934564
          4.9583333333333330372738601000           0.0007255726713138226308466572           0.0008689089926249361816104622           0.0005507448236457887632763764           0.0004845087145615218542429870           0.0005876210642721995183745953           0.0008088364864941280287652381           0.0007719515322889379657297915           0.0007853808112655856531539311           0.0006355059634756986047463001           0.0012046919080858568655567620           0.0005063605720258449556167579           0.0008831537456604789115832688           0.0007590464192477475039236290           0.0009263847728902056518143771           0.0007622559005179976128127595           0.0009977487191051566221833280           0.0008615088037052854620656550           0.0007804588290640644037202134           0.0011907787080579280199893466           0.0008789291477799597920861352           0.0005853323344734072354242360           0.0006488563987209230955396921           0.0008439448822733071559412665           0.0006988187236687262108431051           0.0007666188406068774521123776           0.0007805567906330552942900658
          5.2750000000000003552713678801           0.0004345583150762939760383685           0.0005280751210292028560364108           0.0004029521194070291188402133           0.0005464357930654290375696580           0.0002117384530827262287266954           0.0004495318183268546597709803           0.0005740484750939143674883236           0.0005431149816979125542759643           0.0006066233522112797092382119           0.0007764194134307647555612308           0.0003171514667500714809884876           0.0006192014984382816387628590           0.0003388082937457616685208994           0.0006914056470507768618199984           0.0005283454691027219965807071           0.0006484862731106109338258259           0.0004082454064513179746616356           0.0006523590951930885797893644           0.0010190803705993395269352453           0.0005614479055441485297675563           0.0002267868537141798953964134           0.0005912119501918632492182271           0.0006472372818992071534169308           0.0003478217589750051338959302           0.0005564289784398160181033699           0.0005291006436651038685042847
          5.5916666666666667850904559600           0.0004179810178886204843212715           0.0004869118787521634571756335           0.0005868459451546655884085490           0.0003400081872437421461746743           0.0001778475939566240846337331           0.0002824867820884475306218719           0.0003861791110449300907202230           0.0004973371063301823286756376           0.0006536858232376406953670345           0.0006484811340983314114500002           0.0004920256197138578053290603           0.0005341011947172897515040413           0.0002733999378380796182845536           0.0004600931661917257060878672           0.0005407467904932507620288651           0.0002945855086104483939145326           0.0003926386771449190253059636           0.0003448487017150204838981942           0.0008487171422981947379107770           0.0005736057949775845562698229           0.0001967029123705372627064353           0.0002907265932352771941639402           0.0005001204947266040326536718           0.0001259882708026832838499320           0.0004599975858313589218741291           0.0004322425188184872489431665
          5.9083333333333332149095440400           0.0001525701901865406540786951           0.0003875847830166235532221852           0.0001414532634308308489505535           0.0000260297656939234380349922          -0.0000070162165312182149431433          -0.0000562541020413532931324432           0.0002922183881767905291870768           0.0001789870396677734325913134           0.0002911801226913815639728289           0.0001859956917402189220667186           0.0002802045093737641316689047           0.0003641232598846080793959790          -0.0000076829601795260358729732           0.0001521937364825464821926210           0.0002625792777741468722943474           0.0001045562548865288954877753           0.0001226991258251102715880893           0.0001364820316921161881106722           0.0006217436961478924918600431           0.0002985968690074455238019080          -0.0000411904516797778798157040           0.0002183453611725425273174667           0.0002864031326479771991794232           0.0000653368894597624206167091           0.0002536656770294267479286254           0.0001884322134222430006420673
          6.2249999999999996447286321199           0.0002107511427013007427721386           0.0004318403712936841787502218           0.0002377204035945527644917152           0.0002744235373526923834827662          -0.0000666705426275231795340062           0.0002249917171940510969476573           0.0003601303479457906246002930           0.0002456368861523482009269481           0.0001337888961888583129206803           0.0004730704043017492743498920           0.0002914761366443572730873524           0.0002274799239533142436280044           0.0001886255665578242461492831           0.0001503754161502806403934163           0.0002770053522223443710423285           0.0002155138074553026206366113           0.0002387806376615315561047492           0.0003147492327871662435266609           0.0006868978299949060357248998           0.0004249256014307188004767990           0.0001369600500874511306032694           0.0003232276215174842751674811           0.0002511011544268692890699568           0.0002335340241359606223113532           0.0003563025022522553746789908           0.0002737055208550108237504361
          6.5416666666666660745477201999           0.0002612293587694169277879652           0.0006414667248651317182916998           0.0003736455883524509918522383           0.0003735571218681393878581487           0.0001210066140685487495482625           0.0002832212649695773709970781           0.0003788824737368103956827725           0.0002888055791941547653829681           0.0001863192140912868564710247           0.0004805084269652401692506094           0.0002377257507452994417327524           0.0004147418407437421954998824           0.0003779920105224917952976837           0.0002255662437189955753583104           0.0002774810951579414716218486           0.0003748754795445669702434743           0.0002554432229642514457813862           0.0003406780470735142692280395           0.0005836927031735560794656337           0.0006043991195409158332513266           0.0000182338759069465217101287           0.0002284096755271776001301742           0.0005224707822269944717391565           0.0003178030927358320000680747           0.0002832667586929711947552057           0.0003380568826062381394999268
          6.8583333333333325043668082799           0.0004036727570265939116396503           0.0005178413140483096059260570           0.0001265306202127921175910885           0.0003225625423846522525986313           0.0000880690003016787258767126           0.0003110397113970054193930748           0.0001835640400305452505074627           0.0001804527589953451431094289          -0.0000244503564912224752878143           0.0004466852778200263124168401           0.0003256616225364168779217444           0.0002945797795888246473940131           0.0003048186822219164319319740           0.0001939165976452427613604262           0.0002051662881276246580639772           0.0003109107296762510783995348           0.0001188501641942842562216578           0.0003573122246690163929597195           0.0005710939874450283613646628           0.0003894188151026832024094448           0.0002274507710628400952625888           0.0001464444052943800027299925           0.0003418758561300512944895746           0.0002698555388950979222646709           0.0002002184950177150236927393           0.0002725416649333240099763176
          7.1749999999999998223643160600           0.0001849975254163043001786465           0.0001669270236776699417591274           0.0000466348796664977057802905           0.0000682472267813352326520232          -0.0001933726767999984007088965           0.0001016588132825852603107614          -0.0000965879620444241881495329          -0.0000364470513511034352287232          -0.0000722723073500067752323803           0.0002146990074318274233002718           0.0000070241666867499334120221           0.0001137198161072256488669449           0.0001591216815337217886129617          -0.0000802746130250596808724042          -0.0000380833806455199743432917           0.0001401455728597213775798308           0.0000666043115169084209330544           0.0001370616356850598560861848           0.0002992336327745646114978362           0.0001786956131910184244950685          -0.0001705270151864854400423910          -0.0001083521160782404936734694          -0.0000644048276300088261368121          -0.0000923716605715236015227212          -0.0000211039161465910015606610           0.0000364389351912891335015868
          7.4916666666666662521834041399           0.0000213833561985290142564570           0.0000925410741302693944142568           0.0001432790318891752009717450           0.0000585410662266617150598612          -0.0001381891891228549781780316           0.0000695254280407998220825405          -0.0001119893320542301285531669          -0.0000904865599260658000444618          -0.0002053994964819530325873809           0.0001348962218891094531295766          -0.0000425719275063214170522555          -0.0002964814508118595454133626          -0.0000259539220960566998773911          -0.0001045313840962253581698405          -0.0001574010182220459352041286           0.0001864563923502986718915009          -0.0000307086656822744109656374           0.0000269919746214958228356772           0.0001323049822054890871294436           0.0003007766839089783266099343          -0.0001972236524779063181981448          -0.0000445926399103459400116711          -0.0001257275839987663491013892          -0.0000187353430416999445823258           0.0000346960012029254151011241          -0.0000155439981105949575138081
