# 'bin_[#]' columns contain bin centers (theta in degrees, r in Mpc/h), 'stat_[#]' contain the stat for each bin, others are extra info.

                     mock                     zbin                   zwidth                   Nstack                    Ngals                   Nrands                 statname                    bin_0                    bin_1                    bin_2                    bin_3                    bin_4                    bin_5                    bin_6                    bin_7                    bin_8                    bin_9                   bin_10                   bin_11                   bin_12                   bin_13                   bin_14                   bin_15                   bin_16                   bin_17                   bin_18                   bin_19                   bin_20                   bin_21                   bin_22                   bin_23                   bin_24                   bin_25                   bin_26                   bin_27                   bin_28                   bin_29                   bin_30                   bin_31                   bin_32                   bin_33                   bin_34                   bin_35                   bin_36                   bin_37                   bin_38                   bin_39                   bin_40                   bin_41                   bin_42                   bin_43                   bin_44                   bin_45                   bin_46                   bin_47                   bin_48                   bin_49                   stat_0                   stat_1                   stat_2                   stat_3                   stat_4                   stat_5                   stat_6                   stat_7                   stat_8                   stat_9                  stat_10                  stat_11                  stat_12                  stat_13                  stat_14                  stat_15                  stat_16                  stat_17                  stat_18                  stat_19                  stat_20                  stat_21                  stat_22                  stat_23                  stat_24                  stat_25                  stat_26                  stat_27                  stat_28                  stat_29                  stat_30                  stat_31                  stat_32                  stat_33                  stat_34                  stat_35                  stat_36                  stat_37                  stat_38                  stat_39                  stat_40                  stat_41                  stat_42                  stat_43                  stat_44                  stat_45                  stat_46                  stat_47                  stat_48                  stat_49
               51019.1557                     0.48                     0.05                        0              1.74740e+04              1.88690e+04                   wtheta        0.244840000000000        0.263590000000000        0.283770000000000        0.305500000000000        0.328890000000000        0.354070000000000        0.381180000000000        0.410370000000000        0.441790000000000        0.475620000000000        0.512030000000000        0.551240000000000        0.593450000000000        0.638890000000000        0.687800000000000        0.740470000000000        0.797160000000000        0.858200000000000        0.923910000000000        0.994650000000000        1.070810000000000        1.152800000000000        1.241060000000000        1.336090000000000        1.438390000000000        1.548520000000000        1.667090000000000        1.794730000000000        1.932150000000000        2.080090000000000        2.239360000000000        2.410820000000000        2.595410000000000        2.794130000000000        3.008070000000000        3.238390000000000        3.486350000000000        3.753290000000000        4.040670000000000        4.350050000000000        4.683120000000000        5.041700000000000        5.427730000000000        5.843310000000000        6.290720000000000        6.772380000000000        7.290930000000000        7.849170000000000        8.450160000000000        9.097170000000000        0.493931872561507        0.506355454343046        0.512074605767964        0.474307376812055        0.474392974123078        0.426198220748583        0.399536809444393        0.351656601442900        0.335305800227170        0.310374758253607        0.303359768567536        0.267233079860374        0.245679463810846        0.212927859804720        0.214633583630077        0.166154366054701        0.158462184024659        0.140693471051914        0.128674765088669        0.100675731024960        0.095609936488015        0.068095883500522        0.061557013174785        0.062009932150481        0.044973281828267        0.036350210328468        0.027344537759161        0.028146562461210        0.022616502171034        0.021212980620169        0.008689376566560       -0.001130528687209       -0.004044210977518       -0.006191482893699       -0.002344854705502        0.000046452256518       -0.005925985626890       -0.006286868161053       -0.007558380616390       -0.001648654182355        0.004636333806270        0.001786823124287        0.002383004335553        0.006034865623391       -0.001840344605722        0.004215867716434       -0.003735125236264       -0.001770176860818       -0.004217986952053       -0.000372117453385
               51019.1557                     0.53                     0.05                        0              5.77010e+04              6.05860e+04                   wtheta        0.224720000000000        0.241920000000000        0.260450000000000        0.280390000000000        0.301860000000000        0.324970000000000        0.349850000000000        0.376640000000000        0.405480000000000        0.436520000000000        0.469950000000000        0.505930000000000        0.544670000000000        0.586370000000000        0.631270000000000        0.679600000000000        0.731640000000000        0.787660000000000        0.847970000000000        0.912890000000000        0.982790000000000        1.058040000000000        1.139050000000000        1.226270000000000        1.320160000000000        1.421240000000000        1.530060000000000        1.647210000000000        1.773330000000000        1.909110000000000        2.055290000000000        2.212660000000000        2.382080000000000        2.564460000000000        2.760820000000000        2.972210000000000        3.199780000000000        3.444780000000000        3.708540000000000        3.992490000000000        4.298190000000000        4.627290000000000        4.981580000000000        5.363010000000000        5.773640000000000        6.215720000000000        6.691640000000000        7.204000000000000        7.755590000000000        8.349410000000001        0.338043921603553        0.348176307252062        0.319571758942162        0.285772571089027        0.255509829021528        0.260197359279493        0.234433102521657        0.225728822173584        0.196838513828338        0.195507538968463        0.197140424718055        0.163762761158435        0.153894203859360        0.140838664743689        0.121974313069628        0.119698810398611        0.105374897913113        0.091163739863394        0.077328073854549        0.070497576096297        0.070682584734454        0.046408896327299        0.049891239285051        0.039646741737516        0.028899469082733        0.029316961597734        0.023200429341082        0.011991888898120        0.015418123385949        0.012068419025671        0.013842576602036        0.010364970987960        0.012054108581535        0.008463404136730        0.006025051621161        0.005900154985329        0.002711755188138       -0.000873829074404        0.002251925069251        0.002271936223153        0.003732465689446        0.003746229142090        0.000629510583692        0.000247334430067       -0.002759966514343       -0.002959440087596        0.000510038260932        0.000053930457509        0.000630771256527       -0.002834537950515
               51019.1557                     0.59                     0.05                        0              5.95060e+04              6.07770e+04                   wtheta        0.205130000000000        0.220840000000000        0.237750000000000        0.255950000000000        0.275550000000000        0.296650000000000        0.319360000000000        0.343820000000000        0.370140000000000        0.398480000000000        0.428990000000000        0.461840000000000        0.497200000000000        0.535270000000000        0.576260000000000        0.620380000000000        0.667880000000000        0.719020000000000        0.774070000000000        0.833340000000000        0.897150000000000        0.965840000000000        1.039790000000000        1.119400000000000        1.205110000000000        1.297380000000000        1.396720000000000        1.503670000000000        1.618800000000000        1.742740000000000        1.876180000000000        2.019840000000000        2.174490000000000        2.340980000000000        2.520230000000000        2.713190000000000        2.920940000000000        3.144580000000000        3.385360000000000        3.644560000000000        3.923620000000000        4.224040000000000        4.547460000000000        4.895650000000000        5.270500000000000        5.674040000000000        6.108490000000000        6.576200000000000        7.079720000000000        7.621800000000000        0.368576666258494        0.330271307529713        0.322726505891962        0.307286475333424        0.298779558509259        0.273211344975431        0.241302404314233        0.225209347205443        0.226283290585517        0.200595352895231        0.178538956042395        0.170528450458062        0.156317671110098        0.137145130149037        0.135332457464987        0.119306029845935        0.117245863900642        0.102092387519366        0.100101762871214        0.078748959020721        0.077559091384401        0.065808489951840        0.056818710292490        0.046199974194891        0.042900935224793        0.037445461522182        0.029491724603687        0.027504270124002        0.022200235246742        0.018258494419651        0.016135402691417        0.014350697906809        0.013575991316325        0.011425908390242        0.012140661854610        0.006162578092020        0.007065003289587        0.005465204351522        0.005388903055218        0.005802217065372        0.001910193533626        0.001283949282369       -0.001616964787248        0.000043342713041       -0.000745950517972        0.001644784553456        0.000569378280670        0.001223842975722       -0.000633978715177       -0.001241017257467
               51019.1557                     0.64                     0.05                        0              5.41530e+04              5.81310e+04                   wtheta        0.191670000000000        0.206340000000000        0.222140000000000        0.239150000000000        0.257460000000000        0.277170000000000        0.298390000000000        0.321240000000000        0.345840000000000        0.372320000000000        0.400830000000000        0.431520000000000        0.464560000000000        0.500130000000000        0.538420000000000        0.579640000000000        0.624030000000000        0.671810000000000        0.723250000000000        0.778620000000000        0.838240000000000        0.902420000000000        0.971520000000000        1.045900000000000        1.125990000000000        1.212200000000000        1.305010000000000        1.404940000000000        1.512510000000000        1.628320000000000        1.752990000000000        1.887210000000000        2.031710000000000        2.187280000000000        2.354750000000000        2.535050000000000        2.729150000000000        2.938110000000000        3.163080000000000        3.405260000000000        3.666000000000000        3.946690000000000        4.248880000000000        4.574200000000000        4.924440000000000        5.301490000000000        5.707410000000000        6.144410000000000        6.614870000000000        7.121360000000000        0.336815935609743        0.332622412653762        0.325383091150865        0.319484309940522        0.290007197288407        0.246917314119067        0.235854155921953        0.240705242440212        0.221149332514542        0.202574342690785        0.184311078470818        0.176234885533587        0.156008597057953        0.136872668868392        0.136996856135857        0.109623172721807        0.112897992828295        0.103798181478157        0.091609754041328        0.083499659733854        0.088232203569747        0.070021066775841        0.060187369931590        0.056867958081720        0.045863724438643        0.038719706328424        0.033829308889082        0.029783514717236        0.025051692837793        0.024737629923633        0.019193929759359        0.014872522599518        0.011701678793491        0.009259840944260        0.014571495289811        0.010013431936516        0.004089634225250        0.005075909113640        0.001183578201910       -0.001454574420450       -0.003231915955876       -0.003368135293134       -0.005077641902203       -0.005384841427387       -0.005912711060451       -0.001708737081562       -0.002729322859807       -0.005626843300819       -0.006350009055420       -0.005877754893817
               51019.1557                      0.7                     0.05                        0              5.16940e+04              5.65320e+04                   wtheta        0.178090000000000        0.191720000000000        0.206400000000000        0.222210000000000        0.239220000000000        0.257540000000000        0.277260000000000        0.298490000000000        0.321340000000000        0.345940000000000        0.372430000000000        0.400950000000000        0.431650000000000        0.464700000000000        0.500280000000000        0.538580000000000        0.579820000000000        0.624220000000000        0.672010000000000        0.723460000000000        0.778860000000000        0.838490000000000        0.902690000000000        0.971810000000000        1.046220000000000        1.126330000000000        1.212570000000000        1.305410000000000        1.405360000000000        1.512970000000000        1.628810000000000        1.753520000000000        1.887790000000000        2.032330000000000        2.187940000000000        2.355460000000000        2.535820000000000        2.729980000000000        2.939000000000000        3.164040000000000        3.406300000000000        3.667110000000000        3.947890000000000        4.250170000000000        4.575590000000000        4.925930000000000        5.303100000000000        5.709140000000000        6.146280000000000        6.616880000000000        0.386797239497738        0.365517974150979        0.349777941261676        0.297032475408443        0.300068623584393        0.267098375341668        0.248776626459288        0.234712937450451        0.221702533765544        0.206247430312590        0.179392207668794        0.175481838071861        0.149111949238819        0.140469089586633        0.131002281697439        0.115394687499103        0.102127312216961        0.097046814294255        0.094984354865955        0.086424431969024        0.078697295652450        0.065190446812945        0.054813400039094        0.051526718187590        0.045256858496962        0.036276539934383        0.032368503653800        0.026047439681568        0.019587666958037        0.015296166227987        0.009485916523388        0.007301631910690        0.006892539452977        0.005646745644734        0.005980761723978        0.005386376075592        0.004162708473106        0.004805980806002        0.004976152974412        0.008786578211563        0.012758082497547        0.010677650829450        0.005870523230830        0.004871282161814        0.006095846916757        0.000475646335119        0.000295316463450       -0.000560631430565        0.002033840253691        0.002180995350084
               51019.1557                     0.75                     0.05                        0              5.15230e+04              5.48020e+04                   wtheta        0.168470000000000        0.181360000000000        0.195250000000000        0.210200000000000        0.226290000000000        0.243620000000000        0.262280000000000        0.282360000000000        0.303980000000000        0.327250000000000        0.352310000000000        0.379280000000000        0.408320000000000        0.439590000000000        0.473250000000000        0.509480000000000        0.548490000000000        0.590490000000000        0.635700000000000        0.684370000000000        0.736770000000000        0.793190000000000        0.853920000000000        0.919300000000000        0.989690000000000        1.065470000000000        1.147050000000000        1.234870000000000        1.329420000000000        1.431210000000000        1.540800000000000        1.658770000000000        1.785780000000000        1.922510000000000        2.069720000000000        2.228190000000000        2.398800000000000        2.582460000000000        2.780200000000000        2.993070000000000        3.222240000000000        3.468960000000000        3.734570000000000        4.020510000000000        4.328350000000000        4.659760000000000        5.016550000000000        5.400650000000000        5.814170000000000        6.259340000000000        0.403400079030653        0.398953198175997        0.366862590602541        0.322594747754391        0.295882358421579        0.292582465243979        0.258343970457822        0.228663395749599        0.243475213218283        0.202043126413365        0.185105253400476        0.183015915878443        0.178580466963317        0.154286364280689        0.144014267356057        0.128198754136464        0.112108941085846        0.102826326456566        0.090889010456063        0.083918757269192        0.085070725325662        0.070420461849004        0.066000756689609        0.063905833139134        0.057858826423913        0.055681900746270        0.051426354201309        0.045323301147407        0.038986426762046        0.025877732540984        0.021712271198986        0.018845845289789        0.018420636452011        0.019095996632198        0.015821102140065        0.016771837819330        0.014449107896153        0.010060470643238        0.006773569082292        0.003098093614086        0.004059233951739       -0.002015149485228       -0.005157993289117       -0.004002765359272       -0.004578469653337       -0.003761806614457       -0.005054424095476       -0.002796808850340       -0.003557761647431        0.000366115077264
               51019.1557                      0.8                     0.05                        0              5.04010e+04              5.26360e+04                   wtheta        0.160070000000000        0.172330000000000        0.185520000000000        0.199730000000000        0.215020000000000        0.231480000000000        0.249210000000000        0.268290000000000        0.288830000000000        0.310940000000000        0.334750000000000        0.360380000000000        0.387980000000000        0.417680000000000        0.449660000000000        0.484090000000000        0.521160000000000        0.561060000000000        0.604020000000000        0.650270000000000        0.700060000000000        0.753660000000000        0.811370000000000        0.873490000000000        0.940370000000000        1.012370000000000        1.089890000000000        1.173340000000000        1.263180000000000        1.359900000000000        1.464020000000000        1.576120000000000        1.696790000000000        1.826710000000000        1.966580000000000        2.117160000000000        2.279260000000000        2.453780000000000        2.641660000000000        2.843920000000000        3.061670000000000        3.296100000000000        3.548470000000000        3.820170000000000        4.112670000000000        4.427570000000000        4.766570000000000        5.131540000000000        5.524440000000000        5.947440000000000        0.389049354646852        0.366336226110778        0.345141671123704        0.347155890556714        0.328699457634717        0.272159317307146        0.252079815304558        0.234217294666138        0.247189513705147        0.235192366704380        0.196019993010440        0.178895365591267        0.157938689856246        0.155415726750475        0.137611108828429        0.129633033278162        0.125264933900879        0.113732320635469        0.091793493014880        0.090110910659422        0.066422489111546        0.059557028641218        0.046955629175790        0.048426572104934        0.040560555505267        0.031530353343873        0.029924983962660        0.028502243879239        0.025236709948675        0.023068267131785        0.018313441344986        0.016680092230680        0.015460812926160        0.011102933924149        0.010243831213945        0.010640888054448        0.010664230453612        0.010816585683552        0.009726591259182        0.010038826259689        0.007407177530629        0.005962917480112        0.006512167384631        0.003837819468445        0.003789108035371        0.002700890196174        0.003525335526291        0.005579207226055        0.006451689917044        0.006858439131833
               51019.1557                     0.86                     0.05                        0              4.78440e+04              5.09010e+04                   wtheta        0.151310000000000        0.162900000000000        0.175370000000000        0.188800000000000        0.203260000000000        0.218820000000000        0.235570000000000        0.253610000000000        0.273030000000000        0.293930000000000        0.316440000000000        0.340670000000000        0.366750000000000        0.394830000000000        0.425060000000000        0.457610000000000        0.492650000000000        0.530370000000000        0.570980000000000        0.614700000000000        0.661760000000000        0.712430000000000        0.766980000000000        0.825710000000000        0.888930000000000        0.956990000000000        1.030270000000000        1.109150000000000        1.194070000000000        1.285500000000000        1.383930000000000        1.489890000000000        1.603970000000000        1.726780000000000        1.859000000000000        2.001340000000000        2.154570000000000        2.319540000000000        2.497140000000000        2.688340000000000        2.894180000000000        3.115780000000000        3.354350000000000        3.611180000000000        3.887680000000000        4.185350000000000        4.505810000000000        4.850810000000000        5.222220000000000        5.622080000000000        0.417221723110208        0.414467982611208        0.368977214016410        0.358602236261830        0.341725215796108        0.326816004584020        0.304912816664289        0.262257453512579        0.236415391058950        0.227319499593440        0.224131376746551        0.194658588878422        0.184453149076565        0.152649921154296        0.139766171504884        0.117029279511521        0.122027284845288        0.111410457578759        0.096728268580185        0.087849867145961        0.078123395588743        0.067539572281374        0.058836672140774        0.058331696925785        0.049317362266143        0.042032717151199        0.034700079334482        0.020858633483047        0.019914900872474        0.018436996682124        0.005691042365562        0.003923923366629       -0.000818539020808        0.000538572705031       -0.001522244699842       -0.000089133389523        0.002772177853448       -0.003620810280936       -0.000673455502236       -0.000106429469995        0.002533162651710        0.000998256357237       -0.002217387833990        0.004602891566690        0.002066137338000       -0.000109301657592       -0.005025240534495       -0.005642001285345       -0.008460503735331       -0.003851968463336
               51019.1557                     0.91                     0.05                        0              4.86050e+04              4.89240e+04                   wtheta        0.144920000000000        0.156010000000000        0.167960000000000        0.180820000000000        0.194670000000000        0.209570000000000        0.225620000000000        0.242890000000000        0.261490000000000        0.281510000000000        0.303070000000000        0.326270000000000        0.351250000000000        0.378150000000000        0.407100000000000        0.438270000000000        0.471830000000000        0.507950000000000        0.546850000000000        0.588720000000000        0.633790000000000        0.682320000000000        0.734570000000000        0.790810000000000        0.851360000000000        0.916550000000000        0.986720000000000        1.062280000000000        1.143610000000000        1.231170000000000        1.325440000000000        1.426930000000000        1.536180000000000        1.653800000000000        1.780430000000000        1.916760000000000        2.063520000000000        2.221510000000000        2.391610000000000        2.574730000000000        2.771870000000000        2.984100000000000        3.212590000000000        3.458570000000000        3.723380000000000        4.008470000000000        4.315390000000000        4.645810000000000        5.001520000000000        5.384480000000000        0.394072612905074        0.384568738966535        0.361953104943262        0.345834361239938        0.335641490521601        0.296556141078400        0.274284427937271        0.261347584686207        0.244190204606787        0.231362551631250        0.202385701954951        0.203264052049479        0.188446479386624        0.164502355771408        0.156408072514264        0.134932507384525        0.116915159564383        0.117291410549558        0.106196212090857        0.090828671374622        0.085492716638565        0.083126964153862        0.069914225402158        0.059015148195513        0.055708110749196        0.043503447248661        0.044953451349633        0.039173220568410        0.027757553275892        0.021715410698401        0.015865129202829        0.007710499608511        0.001756503777660        0.000672760893759       -0.002445331084521       -0.004459788527542       -0.002981192521954       -0.004301698887123       -0.008245741865014       -0.005738385521845       -0.005578947533325       -0.005033206872470       -0.003055856558167       -0.000297383953355       -0.000190085601624       -0.000030512450490       -0.001381469465432       -0.001633741921225        0.001689134776159        0.000884373132448
               51019.1557                     0.97                     0.05                        0              3.53380e+04              3.62960e+04                   wtheta        0.138140000000000        0.148710000000000        0.160100000000000        0.172360000000000        0.185550000000000        0.199760000000000        0.215060000000000        0.231520000000000        0.249250000000000        0.268340000000000        0.288880000000000        0.311000000000000        0.334810000000000        0.360450000000000        0.388050000000000        0.417760000000000        0.449750000000000        0.484180000000000        0.521250000000000        0.561160000000000        0.604130000000000        0.650390000000000        0.700190000000000        0.753800000000000        0.811510000000000        0.873650000000000        0.940540000000000        1.012560000000000        1.090090000000000        1.173550000000000        1.263410000000000        1.360140000000000        1.464290000000000        1.576400000000000        1.697100000000000        1.827050000000000        1.966940000000000        2.117540000000000        2.279680000000000        2.454220000000000        2.642140000000000        2.844440000000000        3.062230000000000        3.296700000000000        3.549120000000000        3.820860000000000        4.113420000000000        4.428370000000000        4.767440000000000        5.132470000000000        0.549729624992712        0.466697893057100        0.475702335461135        0.415360784288191        0.361731607989422        0.346376342877602        0.346462213545067        0.346897770173101        0.317621676274139        0.277512865014984        0.257232321712987        0.228035717385910        0.218375965539975        0.189925859366686        0.179682690374337        0.166392518870538        0.131810318329549        0.138753933485387        0.114114694084040        0.105278479186532        0.088985374330174        0.080985404395788        0.071166125369782        0.054703916345553        0.050727690361052        0.054373863263187        0.047434556716110        0.042514240950313        0.034578297177904        0.013603668062638        0.005242518265156       -0.003149845760652        0.004753198240987       -0.001336210537105       -0.001635663007097       -0.005109906049085        0.002166889497375        0.001994876859942       -0.003050000478096       -0.002242720088235       -0.005419745869238       -0.000647017435424        0.000729945364079       -0.004362004056428       -0.004118026499179       -0.001357596253809       -0.003948514887318       -0.001081267681786        0.002827630730668        0.003869312111881
