                  mocknum                 nthreads       getmock_calcwtheta                 numtbins              stack_boxes            push_box2catz             get_ra_dec_z             bin_redshifs              get_randoms                 numrands      push_box2catz_Rands       get_ra_dec_z_Rands       bin_redshifs_Rands                     zbin                  numgals              calc_wtheta            galgal_counts          randrand_counts           galrand_counts             counts_to_cf
          40919.1125                  32  1554823540.1647897                  74                 0.0                 0.0                0.01                0.11                0.14             3808560                 0.0                0.03                 0.1                1.73              667643                2.04                0.64                0.61                0.79                 0.0
               40919.1138                       32       1554824308.0420165                       74                      0.0                      0.0                     0.01                     0.12                     0.15                  3798336                      0.0                     0.03                     0.11                     0.67                  1499143                     3.01                     0.79                     0.78                     1.45                      0.0
          40919.1138                  32  1554824308.0420165                  74                 0.0                 0.0                0.01                0.12                0.15             3798336                 0.0                0.03                0.11                 1.2             1633639                7.29                2.06                2.07                3.16                 0.0
          40919.1138                  32  1554824308.0420165                  74                 0.0                 0.0                0.01                0.12                0.15             3798336                 0.0                0.03                0.11                1.73              665554                2.05                0.63                0.62                 0.8                 0.0
               40919.1151                       32        1554825067.647889                       74                      0.0                      0.0                     0.01                     0.11                     0.14                  3807432                      0.0                     0.03                     0.11                     0.67                  1502486                     2.97                     0.78                     0.79                      1.4                      0.0
          40919.1151                  32   1554825067.647889                  74                 0.0                 0.0                0.01                0.11                0.14             3807432                 0.0                0.03                0.11                 1.2             1637035                7.53                2.13                2.13                3.28                 0.0
          40919.1151                  32   1554825067.647889                  74                 0.0                 0.0                0.01                0.11                0.14             3807432                 0.0                0.03                0.11                1.73              667911                2.06                0.63                0.61                0.81                 0.0
               40919.1203                       32       1554825838.1894498                       74                      0.0                      0.0                     0.01                     0.11                     0.14                  3796504                      0.0                     0.03                     0.11                     0.67                  1497920                     2.97                     0.78                     0.78                     1.41                      0.0
          40919.1203                  32  1554825838.1894498                  74                 0.0                 0.0                0.01                0.11                0.14             3796504                 0.0                0.03                0.11                 1.2             1632158                7.43                2.15                2.09                3.19                 0.0
          40919.1203                  32  1554825838.1894498                  74                 0.0                 0.0                0.01                0.11                0.14             3796504                 0.0                0.03                0.11                1.73              666426                2.06                0.65                0.62                0.79                 0.0
               40919.1216                       32       1554826602.7464488                       74                      0.0                      0.0                     0.01                     0.12                     0.15                  3813488                      0.0                     0.03                     0.12                     0.67                  1505107                     2.97                     0.77                     0.79                     1.41                      0.0
          40919.1216                  32  1554826602.7464488                  74                 0.0                 0.0                0.01                0.12                0.15             3813488                 0.0                0.03                0.12                 1.2             1640360                7.45                2.16                2.09                3.19                 0.0
          40919.1216                  32  1554826602.7464488                  74                 0.0                 0.0                0.01                0.12                0.15             3813488                 0.0                0.03                0.12                1.73              668021                2.08                0.66                0.61                 0.8                 0.0
               40919.1229                       32       1554827370.9151664                       74                      0.0                      0.0                     0.01                     0.13                     0.15                  3813728                      0.0                     0.03                     0.11                     0.67                  1504768                     3.04                     0.78                      0.8                     1.45                      0.0
          40919.1229                  32  1554827370.9151664                  74                 0.0                 0.0                0.01                0.13                0.15             3813728                 0.0                0.03                0.11                 1.2             1640988                7.49                 2.1                2.13                3.26                 0.0
          40919.1229                  32  1554827370.9151664                  74                 0.0                 0.0                0.01                0.13                0.15             3813728                 0.0                0.03                0.11                1.73              667972                2.06                0.64                0.62                 0.8                 0.0
               40919.1242                       32       1554828145.1644185                       74                      0.0                      0.0                     0.01                     0.11                     0.14                  3806984                      0.0                     0.03                     0.11                     0.67                  1502522                     3.05                     0.78                      0.8                     1.47                      0.0
          40919.1242                  32  1554828145.1644185                  74                 0.0                 0.0                0.01                0.11                0.14             3806984                 0.0                0.03                0.11                 1.2             1636854                7.57                2.13                2.17                3.27                 0.0
          40919.1242                  32  1554828145.1644185                  74                 0.0                 0.0                0.01                0.11                0.14             3806984                 0.0                0.03                0.11                1.73              667608                 2.1                0.66                0.62                0.82                 0.0
               40919.1255                       32       1554828925.6901867                       74                      0.0                      0.0                     0.01                     0.11                     0.14                  3806112                      0.0                     0.03                     0.11                     0.67                  1502481                     3.05                     0.82                     0.79                     1.45                      0.0
          40919.1255                  32  1554828925.6901867                  74                 0.0                 0.0                0.01                0.11                0.14             3806112                 0.0                0.03                0.11                 1.2             1636777                7.46                2.09                2.14                3.23                 0.0
          40919.1255                  32  1554828925.6901867                  74                 0.0                 0.0                0.01                0.11                0.14             3806112                 0.0                0.03                0.11                1.73              666854                 2.1                0.66                0.61                0.83                 0.0
               40919.1308                       32       1554829699.7981758                       74                      0.0                      0.0                     0.01                     0.11                     0.14                  3803400                      0.0                     0.03                     0.11                     0.67                  1501060                     3.11                     0.81                     0.84                     1.46                      0.0
          40919.1308                  32  1554829699.7981758                  74                 0.0                 0.0                0.01                0.11                0.14             3803400                 0.0                0.03                0.11                 1.2             1635558                7.52                2.12                2.14                3.26                 0.0
          40919.1308                  32  1554829699.7981758                  74                 0.0                 0.0                0.01                0.11                0.14             3803400                 0.0                0.03                0.11                1.73              666782                2.06                0.65                0.61                 0.8                 0.0
               40919.1321                       32       1554830478.3901234                       74                      0.0                      0.0                     0.01                     0.11                     0.15                  3804736                      0.0                     0.03                     0.11                     0.67                  1502243                     3.05                      0.8                     0.81                     1.45                      0.0
          40919.1321                  32  1554830478.3901234                  74                 0.0                 0.0                0.01                0.11                0.15             3804736                 0.0                0.03                0.11                 1.2             1636327                7.55                2.15                2.13                3.27                 0.0
          40919.1321                  32  1554830478.3901234                  74                 0.0                 0.0                0.01                0.11                0.15             3804736                 0.0                0.03                0.11                1.73              666166                2.07                0.64                0.61                0.81                 0.0
               40919.1334                       32       1554831256.0906694                       74                      0.0                      0.0                     0.01                     0.12                     0.15                  3808112                      0.0                     0.03                     0.11                     0.67                  1503233                     3.01                     0.78                     0.79                     1.44                      0.0
          40919.1334                  32  1554831256.0906694                  74                 0.0                 0.0                0.01                0.12                0.15             3808112                 0.0                0.03                0.11                 1.2             1637786                7.41                2.15                2.06                 3.2                 0.0
          40919.1334                  32  1554831256.0906694                  74                 0.0                 0.0                0.01                0.12                0.15             3808112                 0.0                0.03                0.11                1.73              667093                2.08                0.65                0.62                0.81                 0.0
               40919.1347                       32       1554832024.0678546                       74                      0.0                      0.0                     0.01                     0.11                     0.14                  3803496                      0.0                     0.03                     0.11                     0.67                  1500636                     3.04                      0.8                     0.79                     1.45                      0.0
          40919.1347                  32  1554832024.0678546                  74                 0.0                 0.0                0.01                0.11                0.14             3803496                 0.0                0.03                0.11                 1.2             1635777                7.56                2.11                2.11                3.34                 0.0
          40919.1347                  32  1554832024.0678546                  74                 0.0                 0.0                0.01                0.11                0.14             3803496                 0.0                0.03                0.11                1.73              667083                2.06                0.65                0.61                 0.8                 0.0
                 40919.14                       32       1554832801.3252041                       74                      0.0                      0.0                     0.01                     0.11                     0.14                  3804984                      0.0                     0.03                     0.11                     0.67                  1501283                     3.05                     0.81                      0.8                     1.45                      0.0
            40919.14                  32  1554832801.3252041                  74                 0.0                 0.0                0.01                0.11                0.14             3804984                 0.0                0.03                0.11                 1.2             1635214                 7.5                2.14                2.13                3.22                 0.0
            40919.14                  32  1554832801.3252041                  74                 0.0                 0.0                0.01                0.11                0.14             3804984                 0.0                0.03                0.11                1.73              668487                2.09                0.66                0.63                 0.8                 0.0
               40919.1412                       32       1554833576.4070585                       74                      0.0                      0.0                     0.01                     0.11                     0.15                  3806536                      0.0                     0.03                     0.11                     0.67                  1503007                     3.06                      0.8                     0.79                     1.46                      0.0
          40919.1412                  32  1554833576.4070585                  74                 0.0                 0.0                0.01                0.11                0.15             3806536                 0.0                0.03                0.11                 1.2             1636535                7.64                2.23                2.13                3.29                 0.0
          40919.1412                  32  1554833576.4070585                  74                 0.0                 0.0                0.01                0.11                0.15             3806536                 0.0                0.03                0.11                1.73              666994                2.07                0.64                0.62                0.82                 0.0
               40919.1426                       32        1554834360.478826                       74                      0.0                      0.0                     0.01                     0.11                     0.14                  3807056                      0.0                     0.03                     0.11                     0.67                  1501914                     3.07                      0.8                     0.82                     1.46                      0.0
          40919.1426                  32   1554834360.478826                  74                 0.0                 0.0                0.01                0.11                0.14             3807056                 0.0                0.03                0.11                 1.2             1637097                7.44                2.13                2.11                3.19                 0.0
          40919.1426                  32   1554834360.478826                  74                 0.0                 0.0                0.01                0.11                0.14             3807056                 0.0                0.03                0.11                1.73              668045                 2.1                0.65                0.62                0.82                 0.0
               40919.1438                       32       1554835134.2339363                       74                      0.0                      0.0                     0.01                     0.11                     0.15                  3807328                      0.0                     0.03                     0.11                     0.67                  1502986                     3.01                     0.78                     0.81                     1.42                      0.0
          40919.1438                  32  1554835134.2339363                  74                 0.0                 0.0                0.01                0.11                0.15             3807328                 0.0                0.03                0.11                 1.2             1637200                7.38                2.11                2.06                3.22                 0.0
          40919.1438                  32  1554835134.2339363                  74                 0.0                 0.0                0.01                0.11                0.15             3807328                 0.0                0.03                0.11                1.73              667142                2.05                0.64                0.61                 0.8                 0.0
               40919.1451                       32       1554835898.2775512                       74                      0.0                      0.0                     0.01                     0.12                     0.15                  3807104                      0.0                     0.03                     0.11                     0.67                  1502362                     3.04                      0.8                      0.8                     1.44                      0.0
          40919.1451                  32  1554835898.2775512                  74                 0.0                 0.0                0.01                0.12                0.15             3807104                 0.0                0.03                0.11                 1.2             1636919                7.51                2.19                2.13                 3.2                 0.0
          40919.1451                  32  1554835898.2775512                  74                 0.0                 0.0                0.01                0.12                0.15             3807104                 0.0                0.03                0.11                1.73              667823                2.06                0.64                0.62                 0.8                 0.0
               40919.1504                       32       1554836673.3456926                       74                      0.0                      0.0                     0.01                     0.11                     0.14                  3799512                      0.0                     0.03                     0.11                     0.67                  1498610                     2.99                     0.77                     0.79                     1.43                      0.0
          40919.1504                  32  1554836673.3456926                  74                 0.0                 0.0                0.01                0.11                0.14             3799512                 0.0                0.03                0.11                 1.2             1633883                7.45                 2.1                2.15                 3.2                 0.0
          40919.1504                  32  1554836673.3456926                  74                 0.0                 0.0                0.01                0.11                0.14             3799512                 0.0                0.03                0.11                1.73              667019                2.09                0.63                0.63                0.82                 0.0
               40919.1517                       32        1554837442.095107                       74                      0.0                      0.0                     0.01                     0.11                     0.15                  3806248                      0.0                     0.03                     0.11                     0.67                  1501658                      3.0                     0.78                     0.79                     1.44                      0.0
          40919.1517                  32   1554837442.095107                  74                 0.0                 0.0                0.01                0.11                0.15             3806248                 0.0                0.03                0.11                 1.2             1636951                7.41                 2.1                2.07                3.23                 0.0
          40919.1517                  32   1554837442.095107                  74                 0.0                 0.0                0.01                0.11                0.15             3806248                 0.0                0.03                0.11                1.73              667639                2.09                0.64                0.65                 0.8                 0.0
                40919.153                       32       1554838209.7445729                       74                      0.0                      0.0                     0.01                     0.11                     0.14                  3802000                      0.0                     0.03                     0.11                     0.67                  1500760                     3.02                      0.8                     0.79                     1.43                      0.0
           40919.153                  32  1554838209.7445729                  74                 0.0                 0.0                0.01                0.11                0.14             3802000                 0.0                0.03                0.11                 1.2             1634996                7.39                 2.1                2.09                3.19                 0.0
           40919.153                  32  1554838209.7445729                  74                 0.0                 0.0                0.01                0.11                0.14             3802000                 0.0                0.03                0.11                1.73              666244                2.05                0.66                 0.6                0.79                 0.0
               40919.1542                       32        1554838974.082974                       74                      0.0                      0.0                     0.01                     0.13                     0.15                  3809448                      0.0                     0.04                     0.11                     0.67                  1502459                     3.04                     0.81                     0.81                     1.43                      0.0
          40919.1542                  32   1554838974.082974                  74                 0.0                 0.0                0.01                0.13                0.15             3809448                 0.0                0.04                0.11                 1.2             1637894                7.47                2.14                2.11                3.22                 0.0
          40919.1542                  32   1554838974.082974                  74                 0.0                 0.0                0.01                0.13                0.15             3809448                 0.0                0.04                0.11                1.73              669095                 2.1                0.65                0.63                0.82                 0.0
               40919.1555                       32       1554839750.1754737                       74                      0.0                      0.0                     0.01                     0.11                     0.14                  3808352                      0.0                     0.03                     0.11                     0.67                  1502589                     3.05                     0.78                     0.82                     1.45                      0.0
          40919.1555                  32  1554839750.1754737                  74                 0.0                 0.0                0.01                0.11                0.14             3808352                 0.0                0.03                0.11                 1.2             1637445                7.54                2.13                2.13                3.28                 0.0
          40919.1555                  32  1554839750.1754737                  74                 0.0                 0.0                0.01                0.11                0.14             3808352                 0.0                0.03                0.11                1.73              668318                2.13                0.66                0.65                0.82                 0.0
               40919.1608                       32       1554840530.5815763                       74                      0.0                      0.0                     0.01                     0.12                     0.15                  3809400                      0.0                     0.03                     0.11                     0.67                  1503907                     3.05                     0.79                     0.79                     1.46                      0.0
          40919.1608                  32  1554840530.5815763                  74                 0.0                 0.0                0.01                0.12                0.15             3809400                 0.0                0.03                0.11                 1.2             1637758                 7.6                2.16                2.18                3.26                 0.0
          40919.1608                  32  1554840530.5815763                  74                 0.0                 0.0                0.01                0.12                0.15             3809400                 0.0                0.03                0.11                1.73              667735                2.08                0.65                0.61                0.82                 0.0
               40919.1621                       32       1554841312.4453304                       74                      0.0                      0.0                     0.01                     0.11                     0.15                  3805040                      0.0                     0.03                     0.12                     0.67                  1501604                     3.11                     0.82                      0.8                     1.49                      0.0
          40919.1621                  32  1554841312.4453304                  74                 0.0                 0.0                0.01                0.11                0.15             3805040                 0.0                0.03                0.12                 1.2             1635875                7.57                 2.1                2.13                3.34                 0.0
          40919.1621                  32  1554841312.4453304                  74                 0.0                 0.0                0.01                0.11                0.15             3805040                 0.0                0.03                0.12                1.73              667561                2.07                0.64                0.62                0.81                 0.0
               40919.1634                       32       1554842094.9257696                       74                      0.0                      0.0                     0.01                     0.12                     0.16                  3809016                      0.0                     0.03                     0.12                     0.67                  1504265                     3.06                     0.81                     0.82                     1.43                      0.0
          40919.1634                  32  1554842094.9257696                  74                 0.0                 0.0                0.01                0.12                0.16             3809016                 0.0                0.03                0.12                 1.2             1638078                7.59                2.12                2.19                3.28                 0.0
          40919.1634                  32  1554842094.9257696                  74                 0.0                 0.0                0.01                0.12                0.16             3809016                 0.0                0.03                0.12                1.73              666673                 2.1                0.66                0.62                0.81                 0.0
