# Columns labeled with floats contain bin centers (theta in degrees), others are extra info.
# 
                   0.1035                   0.11075                   0.11851                   0.12682                    0.1357                   0.14521                   0.15538                   0.16626                   0.17791                   0.19038                   0.20371                   0.21798                   0.23326                    0.2496                   0.26708                   0.28579                   0.30581                   0.32724                   0.35016                    0.3747                   0.40095                   0.42903                   0.45909                   0.49125                   0.52567                   0.56249                    0.6019                   0.64407                   0.68919                   0.73747                   0.78914                   0.84442                   0.90358                   0.96688                   1.03461                   1.10709                   1.18465                   1.26765                   1.35645                   1.45148                   1.55317                   1.66197                   1.77841                   1.90299                   2.03631                   2.17897                   2.33162                   2.49496                   2.66975                   2.85678                   3.05692                   3.27108                   3.50024                   3.74545                   4.00784                   4.28862                   4.58906                   4.91055                   5.25457                   5.62269                   6.01659                   6.43809                   6.88912                   7.37175                   7.88818                    8.4408                   9.03213                   9.66489                   10.3419                   11.0665                   11.8417                   12.6713                   13.5590                   14.5089                      zbin                      mock
    8.652901562510995e-02     8.031207158535804e-02     7.693329545399123e-02     7.401294412532236e-02     6.712735605771475e-02     6.331480872413095e-02     5.917906330153781e-02     5.698402934676358e-02     5.531636881928994e-02     5.277954205953439e-02     4.702216902971768e-02     4.624640499324025e-02     4.287800095765403e-02     4.012007497472631e-02     3.720345221698479e-02     3.714277473223380e-02     3.436162474442990e-02     3.142592790332203e-02     2.925310674350408e-02     2.710798733360615e-02     2.590074183341963e-02     2.327223011625212e-02     2.111308005328908e-02     1.874721379429167e-02     1.858345805062122e-02     1.544699557638006e-02     1.438235179910160e-02     1.310006099169240e-02     1.214110640019042e-02     1.069168071981439e-02     9.659335952494881e-03     8.773318875070896e-03     7.406837099647668e-03     6.082102101778276e-03     5.838255022014822e-03     4.435378217478541e-03     3.873282919020513e-03     3.348516849657734e-03     2.780190487995165e-03     2.501856881174972e-03     2.155496959895958e-03     2.078037462074365e-03     1.758362535098067e-03     1.265902931614627e-03     7.734217746605604e-04     7.384156075454726e-04     5.914833219738071e-04     4.538642205543098e-04     5.938324551684498e-04     4.420459182721263e-04     8.314107212420284e-06     2.799546453414795e-04     1.167744281494650e-04     1.121983151346208e-04    -1.761652151246205e-04    -4.191556697673779e-04    -4.961308991564252e-04    -5.008703697325307e-04    -3.317627566066055e-04    -3.454398973955122e-04    -2.824401140713546e-04    -3.055582697486234e-04    -3.245047519762073e-04    -2.703220515265041e-04    -2.834607847446639e-04    -2.411323778283954e-04    -2.954262327528721e-04    -3.281020715847273e-04    -4.342265168715634e-04    -2.981073533153986e-04    -2.740934630942110e-04    -2.115145117400846e-04     2.283644848196218e-04     6.608685643807244e-05     6.700000000000000e-01     4.081912240000000e+04
    6.389071790923578e-02     6.057883974081901e-02     5.901815421844608e-02     5.499022812854305e-02     5.281202072342345e-02     4.781906800580452e-02     4.769035621060493e-02     4.267198395640846e-02     4.140854242073912e-02     3.797172162441817e-02     3.808787156847743e-02     3.541883073888338e-02     3.266482764853754e-02     3.002083183950940e-02     2.752245408953049e-02     2.554255328591187e-02     2.431302484281592e-02     2.309301660558914e-02     2.025449811176742e-02     1.895017748549973e-02     1.721571969771115e-02     1.559365997190068e-02     1.459010499512174e-02     1.360073194410900e-02     1.213154238176624e-02     1.125071716233277e-02     9.706379505800007e-03     8.791933941086258e-03     7.494055350074442e-03     6.882936332841327e-03     5.995018645698331e-03     5.479473153502135e-03     4.787112092487985e-03     3.574369332237527e-03     2.862320997036707e-03     2.720225362258103e-03     2.269225434217192e-03     1.815291080447015e-03     1.565493232865878e-03     1.596372770625081e-03     1.349146738669647e-03     9.941490766622230e-04     9.973924885381600e-04     7.578715786799347e-04     4.854363561197696e-04     3.087897443868904e-04     3.294473010094828e-04    -2.407898903479164e-05    -2.458491892910228e-04    -5.831685127788474e-04    -7.303331114371267e-04    -1.026511335968518e-03    -7.217082300876288e-04    -6.500395799630346e-04    -6.007642566046401e-04    -5.151665139943378e-04    -4.592637085984430e-04    -3.578916313094393e-04    -3.510820980690982e-04    -2.422897935800933e-04    -1.910038624000683e-04    -3.541423542901490e-04    -3.508587076994460e-04    -4.039870588533491e-04    -4.468195686270833e-04    -1.259038233252270e-04     1.567664027993811e-04     2.266107937075754e-04     2.689533028082370e-04     1.802356896312219e-04     6.203384970328188e-05    -5.216268966946873e-05     1.060492557525046e-04     1.746666565590042e-05     1.200000000000000e+00     4.081912240000000e+04
    1.103290311457466e-01     1.025574451529157e-01     9.755968154867996e-02     9.547423480359611e-02     8.915094514147913e-02     8.301970035299201e-02     7.769156208860778e-02     7.510345054323166e-02     6.682668165066447e-02     6.202708990758409e-02     5.741181245160858e-02     5.566715564908841e-02     5.139372436860256e-02     4.723399907965405e-02     4.157504825359278e-02     3.629080421409902e-02     3.506540075766586e-02     3.288142068587656e-02     2.913240509488386e-02     2.639991184726345e-02     2.392360089706169e-02     2.050503330532575e-02     1.837873572531973e-02     1.530677369389204e-02     1.427428733519533e-02     1.159956023012590e-02     9.485388892986961e-03     8.615545073531747e-03     7.955339525444719e-03     6.786093582456015e-03     4.841908309130480e-03     2.993885484044396e-03     1.438043212746238e-03     1.254839535946930e-03     1.226257113070858e-03     5.819670801569459e-04    -3.042760693222718e-05     7.729189227084527e-04     9.762665001335738e-04     3.659352768747403e-04     5.090506634990794e-04     1.611790227941970e-04     2.011076862671394e-04     3.821883852487229e-04     9.328738207291676e-04     4.442617795284803e-04     6.168111262552890e-04     8.853391073821463e-05    -1.110148291501367e-04    -6.785498194796900e-05     2.257573109851833e-04     8.510799285534605e-04     1.162549582960302e-03     9.368304373451742e-04     5.956875924038057e-04    -9.211270004519720e-05    -5.272465686226323e-04    -9.701909534615079e-04    -7.211957536900744e-04    -4.897081851335028e-04    -4.455288294501055e-04    -5.762942974935572e-04    -4.905759886477370e-04    -1.945608236580212e-04    -6.403153485044239e-04    -3.191054826428404e-04     3.109736721797344e-04    -3.056248289669650e-05    -1.270654375924234e-04    -4.751785066964467e-04    -4.881198424190309e-04    -2.385543559949129e-04    -5.317809712506709e-05    -5.399187522883844e-04     1.730000000000000e+00     4.081912240000000e+04
    8.445619614474319e-02     7.926337591569628e-02     7.237465907960984e-02     7.301915568176669e-02     6.809492601076898e-02     6.359826980772762e-02     6.193937543455399e-02     5.896373859061346e-02     5.419154267276682e-02     5.140473591894151e-02     4.844915445191569e-02     4.597666733031671e-02     4.446062444307624e-02     4.133338016033251e-02     3.795875828194708e-02     3.557708293148770e-02     3.420549430063168e-02     3.151889794897247e-02     2.987405392373712e-02     2.795445526177377e-02     2.593237624507427e-02     2.272942299112727e-02     2.058931947624986e-02     1.919750010778021e-02     1.886672184530582e-02     1.573627223489913e-02     1.453530895513550e-02     1.405407072345659e-02     1.166717820314504e-02     1.055757475863833e-02     9.810283573848841e-03     8.398697126093051e-03     7.350673152122589e-03     6.501830998069425e-03     5.754317503292902e-03     4.773766538859728e-03     3.801203051890746e-03     3.240362103680411e-03     3.055675830907466e-03     2.925651632940511e-03     2.473138711278981e-03     2.221807627502855e-03     1.666030179456616e-03     1.099504303425435e-03     1.086265490151398e-03     1.179325197974506e-03     8.309505217167003e-04     7.449364490336096e-04     6.455730452215214e-04     4.558974120089800e-04     2.460373737841665e-04     4.971519053591476e-05     1.579354581168602e-04     1.688661652791862e-04    -2.223980937190381e-04    -2.572598729395011e-04    -3.489799550292380e-04    -2.634807914368601e-04    -1.902983537927108e-04    -1.477681230785679e-04    -1.728299504224072e-04    -3.710043060796771e-04    -3.198034927846186e-04    -1.798750228994316e-04    -3.390196356870384e-04    -3.420711576922225e-04    -3.831204491254141e-04    -3.164213124276738e-04    -2.966425003600945e-04    -1.476695118703400e-04    -2.262841448402653e-04    -1.727687302556987e-04     2.171884011934171e-04    -9.565592631881594e-05     6.700000000000000e-01     4.081912370000000e+04
    6.444711545892252e-02     6.144131179377491e-02     5.868075083413204e-02     5.480845454468421e-02     5.316149970205572e-02     4.848519222692459e-02     4.710792045675724e-02     4.295243436010977e-02     3.906983439125151e-02     3.844011393164767e-02     3.657329713135679e-02     3.412197587405556e-02     3.165273046454948e-02     2.908645034308747e-02     2.666664435156014e-02     2.495178727777432e-02     2.344310612648733e-02     2.106173061197271e-02     1.927662660777302e-02     1.868431167792101e-02     1.604705205883761e-02     1.560419494739435e-02     1.369423138457129e-02     1.291782328854941e-02     1.151292705009224e-02     1.149859343132176e-02     9.500882677982738e-03     9.087441319300839e-03     7.615500387701903e-03     6.834106516001462e-03     5.770020440932788e-03     5.301811314778820e-03     4.718289743594645e-03     3.880943386178996e-03     2.966468028915898e-03     2.271307814766935e-03     1.972109338770186e-03     1.976139991365323e-03     1.738781564912855e-03     1.730264650211542e-03     1.400595498588123e-03     1.125481108094840e-03     8.004409887026557e-04     5.524067740724494e-04     5.604413588407245e-04     5.636003504972595e-04     2.055006512073895e-04     3.570130612907858e-05    -8.077155786637000e-05    -3.762171686915312e-04    -4.440237882868706e-04    -6.741780008817684e-04    -7.178826495186259e-04    -5.189587070857837e-04    -4.452137861952902e-04    -2.500324668170728e-04    -2.152835132001881e-04    -2.561099928068724e-04    -4.263219907424867e-04    -2.698108010983018e-04    -1.465210702607078e-04    -3.397012463838104e-04    -3.981038078156226e-04    -4.773375455276826e-04    -5.710600289641674e-04    -3.051479643374448e-04    -4.415519241532608e-05     1.982470293331350e-05     2.257441909499262e-04     2.471555893381303e-04     1.600296369535891e-04     7.197609904495994e-05     1.157998131746004e-04     8.777951333884265e-05     1.200000000000000e+00     4.081912370000000e+04
    1.077322710772096e-01     1.034254185941601e-01     9.824502154577081e-02     9.422767151004728e-02     9.242261700926648e-02     8.217558649131963e-02     7.756412852808391e-02     7.158542213736062e-02     6.607481112039060e-02     6.186704955602088e-02     5.814664439781671e-02     5.485491070549005e-02     5.227154694638440e-02     4.520946569719460e-02     4.284625694411612e-02     3.909954218718681e-02     3.446641262775874e-02     3.130689730855583e-02     2.944707288824447e-02     2.623439219688861e-02     2.233337377795621e-02     2.082753690043487e-02     1.755131076427074e-02     1.627263204101368e-02     1.528607076606253e-02     1.215447483471679e-02     1.123482610812902e-02     9.684826869995708e-03     9.318707619262385e-03     7.435457660135740e-03     4.742469712969816e-03     4.064963353242442e-03     2.762988553163985e-03     1.771204278096475e-03     8.155734287614836e-04     1.800273579309633e-04     4.996578089626003e-04     1.247960811439414e-03     9.809448168855218e-04     4.983022516118453e-04     5.064005856315826e-04     6.435163373652250e-04     2.332994321574331e-04     2.293496200608217e-04     5.180915529769210e-04     3.438795454984629e-05     1.294988479812001e-04     6.646557847514357e-04     5.454893211491399e-04     1.663702664601336e-04     2.989927072498333e-04     5.202856674053147e-04     6.030258506725762e-04     4.492113074808721e-04     3.892433784303833e-04     1.207232309296343e-04    -1.687026261282347e-04    -5.543418411924865e-04    -8.762249575374534e-04    -9.571239932390886e-04    -4.747455131009653e-04    -5.382039890802593e-04    -6.638216911268972e-04    -2.833136422631594e-04    -5.806745462198213e-04    -2.013764462752500e-04     2.097058294938925e-04    -5.643605972047299e-05    -1.552776506415429e-04    -5.132605199887659e-04    -3.234561486398062e-04    -2.793412517885046e-04    -5.007926688285222e-05    -3.141588459432696e-04     1.730000000000000e+00     4.081912370000000e+04
    8.288585172696301e-02     8.070679066380643e-02     7.436685589657793e-02     7.387631304536155e-02     6.796909134276802e-02     6.407456560082170e-02     6.162344644977297e-02     5.926564491107074e-02     5.677735572485650e-02     5.365292156788635e-02     4.891038795206213e-02     4.852805228266284e-02     4.449386726133579e-02     4.104815678649573e-02     3.831418060313964e-02     3.575268942968683e-02     3.329717649320991e-02     3.044280168712177e-02     2.943606335949202e-02     2.673686805240960e-02     2.518802956584771e-02     2.345769177222570e-02     2.057806300951290e-02     1.948567753503700e-02     1.723764795723849e-02     1.639743740302462e-02     1.497025734816272e-02     1.355382734127120e-02     1.179942355051518e-02     1.107907745331269e-02     9.784725251596821e-03     8.038343307102364e-03     7.320724637451563e-03     6.766517596220050e-03     5.954794702049153e-03     5.096739111245078e-03     4.383408100022586e-03     3.255050800907061e-03     3.029637963316291e-03     2.606948261644363e-03     2.326211978123123e-03     2.062890645097287e-03     1.734610645100491e-03     1.571106573179616e-03     1.397156026918293e-03     1.364169026108832e-03     1.105645180216106e-03     1.080947980553433e-03     7.572017870012741e-04     7.008360737229282e-04     4.673450512390175e-04     4.058499914718718e-04     2.214171548795257e-04     1.577946689370921e-04     8.177977034263800e-05    -5.480618728608478e-05    -2.575665211653304e-04    -4.271719369083542e-04    -3.925808657812524e-04    -2.636288040756953e-04    -3.368153643465500e-04    -3.879495190360846e-04    -3.189743888924915e-04    -1.815377757390526e-04    -2.654149791097312e-04    -2.681000357513701e-04    -3.456650681072691e-04    -4.009964020934298e-04    -3.748677240359388e-04    -2.188021029023758e-04    -1.747324273323712e-04    -1.858201010536586e-04     6.468083410054570e-05    -4.540327376142636e-05     6.700000000000000e-01     4.081912500000000e+04
    6.341180813522415e-02     6.054632059670866e-02     5.796578926667072e-02     5.523054765795431e-02     5.216074048885879e-02     4.870052797078776e-02     4.786800427696562e-02     4.482584083051604e-02     4.135237274491701e-02     3.791623028110624e-02     3.709254680858717e-02     3.359038486579206e-02     3.199030486021811e-02     2.987768640058492e-02     2.783955655181385e-02     2.567626852888016e-02     2.489904119160867e-02     2.290253089002805e-02     2.067480362773275e-02     1.914863346632696e-02     1.766947602789079e-02     1.627776067043649e-02     1.438188247844551e-02     1.383183497466570e-02     1.259322505613460e-02     1.164741789305740e-02     1.023883354486065e-02     9.173731472680148e-03     7.912325147290579e-03     6.992075537007623e-03     6.868616754048754e-03     5.597216376134027e-03     4.770770154655376e-03     4.150280627588728e-03     3.714806971722836e-03     2.792671522396347e-03     2.396694649269111e-03     2.237751285298831e-03     1.947932706144460e-03     1.770651311524120e-03     1.366319102904989e-03     1.434140481779037e-03     1.320320792483283e-03     1.073696767416467e-03     8.378726967730273e-04     4.460570803780386e-04     1.931123896825578e-04     1.516720481524186e-04     5.538735582576605e-05    -3.495931298370025e-04    -6.715685437951347e-04    -8.009084344128896e-04    -6.785633036824185e-04    -4.959553312390457e-04    -5.036720154368546e-04    -3.108846712198397e-04    -2.301183777531336e-04    -2.167528862523065e-04    -2.901637093072037e-04    -2.352593502685551e-04    -2.540069187586151e-04    -3.986154583953891e-04    -4.359724467961580e-04    -4.739367785941623e-04    -4.932575335551291e-04    -1.853134998223378e-04     1.184194750549592e-05     8.181882919284004e-05     1.545249943235311e-04     1.883118350250862e-04     1.033090565484953e-04     1.033772358279139e-05     1.220816657623043e-04    -1.223388482921989e-05     1.200000000000000e+00     4.081912500000000e+04
    1.088197673613365e-01     1.068468816745938e-01     9.975658559653221e-02     9.336717290840010e-02     8.890503972228680e-02     8.390319337594772e-02     7.879284628795329e-02     6.986022805575688e-02     6.604958251028126e-02     6.244891252084803e-02     5.790044996273355e-02     5.456595147673154e-02     5.228562091335106e-02     4.687339675263079e-02     4.192195972730985e-02     3.934310285286098e-02     3.444922520477545e-02     3.183445878290433e-02     2.897633517574815e-02     2.501240807440263e-02     2.212179931528702e-02     2.116548072213551e-02     1.878709588704274e-02     1.678477143773746e-02     1.407866958598363e-02     1.282908306938789e-02     1.104254899444051e-02     1.030437798590121e-02     9.603779308608801e-03     6.904119252066084e-03     5.344670023130610e-03     3.662759498665215e-03     3.265592456539329e-03     1.591355935234568e-03     8.063147704406827e-04    -2.444405846083250e-04     4.031211226772135e-05     6.520305625435088e-04     9.356473557292942e-04     1.029624059246153e-03     1.393937632296098e-05    -5.089919160253354e-04     2.237937007494095e-04     6.891671308489376e-04     6.822177676300960e-04     2.516239704955357e-04     3.359820299317094e-04     4.085771722199745e-04     3.935213668027192e-04     4.965062589194899e-04     1.328508072759894e-04     9.138372776782287e-04     1.235289446678783e-03     8.897011242780442e-04     5.237789586681207e-04    -1.458025833891562e-04    -7.021072134246397e-04    -7.524417439789065e-04    -1.018507553918213e-03    -1.051241489977143e-03    -3.589541952875158e-04    -3.373096243849088e-04    -4.042192752769469e-04    -2.376657095122003e-04    -5.174232886350930e-04    -2.900679424534639e-04     1.084369451515561e-04     1.112583895660657e-04    -1.119156088925248e-04    -4.204120612010978e-04    -3.496835479217591e-04    -3.029129506695357e-04    -2.852493108059515e-04    -4.034747522302869e-04     1.730000000000000e+00     4.081912500000000e+04
