                  mocknum                 nthreads       getmock_calcwtheta                 numtbins              stack_boxes            push_box2catz             get_ra_dec_z             bin_redshifs              get_randoms                 numrands      push_box2catz_Rands       get_ra_dec_z_Rands       bin_redshifs_Rands                     zbin                  numgals              calc_wtheta            galgal_counts          randrand_counts           galrand_counts             counts_to_cf
                41019.144                       32       1554921621.0186143                       74                      0.0                      0.0                     0.01                     0.12                     0.21                  5000000                      0.0                     0.04                     0.16                     0.67                  1497991                     8.83                     1.71                     3.02                      4.1                      0.0
           41019.144                  32  1554921621.0186143                  74                 0.0                 0.0                0.01                0.12                0.21             5000000                 0.0                0.04                0.16                 1.2             1633368               21.62                4.62                 7.7                9.31                 0.0
           41019.144                  32  1554921621.0186143                  74                 0.0                 0.0                0.01                0.12                0.21             5000000                 0.0                0.04                0.16                1.73              666833                5.93                1.39                2.28                2.25                 0.0
               41019.1517                       32       1554923825.8030202                       74                      0.0                      0.0                     0.01                     0.12                     0.21                  5000000                      0.0                     0.04                     0.16                     0.67                  1501292                     8.84                      1.7                     2.96                     4.17                      0.0
          41019.1517                  32  1554923825.8030202                  74                 0.0                 0.0                0.01                0.12                0.21             5000000                 0.0                0.04                0.16                 1.2             1634752               21.79                4.59                 7.9                 9.3                 0.0
          41019.1517                  32  1554923825.8030202                  74                 0.0                 0.0                0.01                0.12                0.21             5000000                 0.0                0.04                0.16                1.73              666732                5.96                1.38                2.32                2.26                 0.0
               41019.2325                       32       1554953110.3844614                       74                      0.0                      0.0                     0.01                     0.11                     0.19                  5000000                      0.0                     0.04                     0.15                     0.67                  1502828                     8.96                     1.75                     3.04                     4.17                      0.0
          41019.2325                  32  1554953110.3844614                  74                 0.0                 0.0                0.01                0.11                0.19             5000000                 0.0                0.04                0.15                 1.2             1637778               22.24                4.67                8.04                9.52                 0.0
          41019.2325                  32  1554953110.3844614                  74                 0.0                 0.0                0.01                0.11                0.19             5000000                 0.0                0.04                0.15                1.73              667882                6.08                1.42                2.35                2.32                 0.0
               41119.0002                       32       1554955372.4868975                       74                      0.0                      0.0                     0.01                     0.12                      0.2                  5000000                      0.0                     0.04                     0.15                     0.67                  1502552                     8.92                     1.75                     3.03                     4.14                      0.0
          41119.0002                  32  1554955372.4868975                  74                 0.0                 0.0                0.01                0.12                 0.2             5000000                 0.0                0.04                0.15                 1.2             1637592               22.03                4.62                7.93                9.48                 0.0
          41119.0002                  32  1554955372.4868975                  74                 0.0                 0.0                0.01                0.12                 0.2             5000000                 0.0                0.04                0.15                1.73              666880                6.18                1.46                2.42                 2.3                 0.0
                41119.004                       32       1554957622.1389153                       74                      0.0                      0.0                     0.01                     0.13                     0.22                  5000000                      0.0                     0.04                     0.18                     0.67                  1502150                     8.99                     1.74                     3.06                     4.18                      0.0
           41119.004                  32  1554957622.1389153                  74                 0.0                 0.0                0.01                0.13                0.22             5000000                 0.0                0.04                0.18                 1.2             1636623               22.13                4.68                7.97                9.49                 0.0
           41119.004                  32  1554957622.1389153                  74                 0.0                 0.0                0.01                0.13                0.22             5000000                 0.0                0.04                0.18                1.73              666291                6.09                1.39                2.32                2.37                 0.0
               41119.0117                       32       1554959877.9072564                       74                      0.0                      0.0                     0.01                     0.11                     0.19                  5000000                      0.0                     0.04                     0.15                     0.67                  1505071                     8.91                     1.74                     2.99                     4.18                      0.0
          41119.0117                  32  1554959877.9072564                  74                 0.0                 0.0                0.01                0.11                0.19             5000000                 0.0                0.04                0.15                 1.2             1639871               21.97                4.62                7.97                9.38                 0.0
          41119.0117                  32  1554959877.9072564                  74                 0.0                 0.0                0.01                0.11                0.19             5000000                 0.0                0.04                0.15                1.73              667946                6.09                1.44                2.35                 2.3                 0.0
               41119.0155                       32       1554962116.8198729                       74                      0.0                      0.0                     0.01                     0.12                     0.19                  5000000                      0.0                     0.04                     0.14                     0.67                  1500721                      9.0                     1.76                     3.07                     4.17                      0.0
          41119.0155                  32  1554962116.8198729                  74                 0.0                 0.0                0.01                0.12                0.19             5000000                 0.0                0.04                0.14                 1.2             1634302               22.29                4.64                8.13                9.52                 0.0
          41119.0155                  32  1554962116.8198729                  74                 0.0                 0.0                0.01                0.12                0.19             5000000                 0.0                0.04                0.14                1.73              666449                6.09                1.41                2.37                 2.3                 0.0
               41119.0233                       32       1554964380.3685315                       74                      0.0                      0.0                     0.01                     0.12                     0.21                  5000000                      0.0                     0.04                     0.16                     0.67                  1498207                     8.86                     1.75                     2.98                     4.13                      0.0
          41119.0233                  32  1554964380.3685315                  74                 0.0                 0.0                0.01                0.12                0.21             5000000                 0.0                0.04                0.16                 1.2             1632779               22.06                4.64                7.96                9.46                 0.0
          41119.0233                  32  1554964380.3685315                  74                 0.0                 0.0                0.01                0.12                0.21             5000000                 0.0                0.04                0.16                1.73              666958                6.14                1.42                2.35                2.36                 0.0
                41119.031                       32        1554966625.721948                       74                      0.0                      0.0                     0.01                     0.12                      0.2                  5000000                      0.0                     0.04                     0.15                     0.67                  1499408                     8.94                     1.72                     3.02                     4.19                      0.0
           41119.031                  32   1554966625.721948                  74                 0.0                 0.0                0.01                0.12                 0.2             5000000                 0.0                0.04                0.15                 1.2             1633735               22.12                4.68                8.03                9.42                 0.0
           41119.031                  32   1554966625.721948                  74                 0.0                 0.0                0.01                0.12                 0.2             5000000                 0.0                0.04                0.15                1.73              666169                6.07                1.43                2.32                2.32                 0.0
               41119.0347                       32       1554968874.8672483                       74                      0.0                      0.0                     0.01                     0.11                     0.19                  5000000                      0.0                     0.04                     0.14                     0.67                  1503046                     8.91                     1.75                      3.0                     4.15                      0.0
          41119.0347                  32  1554968874.8672483                  74                 0.0                 0.0                0.01                0.11                0.19             5000000                 0.0                0.04                0.14                 1.2             1636787                22.0                4.69                 7.9                9.41                 0.0
          41119.0347                  32  1554968874.8672483                  74                 0.0                 0.0                0.01                0.11                0.19             5000000                 0.0                0.04                0.14                1.73              666807                6.01                 1.4                2.34                2.26                 0.0
               41119.0425                       32        1554971110.066308                       74                      0.0                      0.0                     0.01                     0.11                      0.2                  5000000                      0.0                     0.04                     0.15                     0.67                  1502402                     8.79                     1.73                     2.95                      4.1                      0.0
          41119.0425                  32   1554971110.066308                  74                 0.0                 0.0                0.01                0.11                 0.2             5000000                 0.0                0.04                0.15                 1.2             1637512               21.62                4.57                7.84                9.21                 0.0
          41119.0425                  32   1554971110.066308                  74                 0.0                 0.0                0.01                0.11                 0.2             5000000                 0.0                0.04                0.15                1.73              666822                5.99                 1.4                2.32                2.27                 0.0
               41119.0501                       32        1554973314.778072                       74                      0.0                      0.0                     0.01                     0.11                     0.19                  5000000                      0.0                     0.04                     0.15                     0.67                  1502981                     8.82                     1.72                      3.0                      4.1                      0.0
          41119.0501                  32   1554973314.778072                  74                 0.0                 0.0                0.01                0.11                0.19             5000000                 0.0                0.04                0.15                 1.2             1638518                21.9                4.62                7.89                9.39                 0.0
          41119.0501                  32   1554973314.778072                  74                 0.0                 0.0                0.01                0.11                0.19             5000000                 0.0                0.04                0.15                1.73              667789                 6.0                1.42                2.31                2.26                 0.0
                41119.094                       24       1554990046.3789537                       50                      0.0                      0.0                     0.01                     0.11                     0.18                  5000000                      0.0                     0.04                     0.14                     0.67                  1501875                    13.87                     2.86                     5.12                     5.89                      0.0
               41219.0956                       24       1555077379.5464337                       50                      0.0                      0.0                      0.0                     0.01                     0.02                   500000                      0.0                      0.0                     0.01                     0.75                   475887                     3.74                     1.03                     1.14                     1.57                      0.0
                  41219.1                       24          1555077612.1473                       50                      0.0                      0.0                      0.0                     0.01                     0.02                   500000                      0.0                      0.0                     0.01                     0.75                   475613                     3.76                     1.06                     1.17                     1.53                      0.0
               41219.1004                       24       1555077840.6008239                       50                      0.0                      0.0                      0.0                     0.01                     0.02                   500000                      0.0                      0.0                     0.01                     0.75                   476187                     3.77                     1.04                     1.19                     1.53                      0.0
               41219.1007                       24       1555078069.5356042                       50                      0.0                      0.0                      0.0                     0.01                     0.02                   500000                      0.0                      0.0                     0.01                     0.75                   475570                     3.74                     1.04                     1.15                     1.54                      0.0
               41219.1011                       24       1555078296.9049206                       50                      0.0                      0.0                      0.0                     0.01                     0.02                   500000                      0.0                      0.0                     0.01                     0.75                   475598                     3.76                     1.05                     1.16                     1.54                      0.0
               41219.1015                       24       1555078524.9081855                       50                      0.0                      0.0                      0.0                     0.01                     0.02                   500000                      0.0                      0.0                     0.01                     0.75                   475165                     3.75                     1.07                     1.14                     1.54                      0.0
               41219.1019                       24       1555078752.6041148                       50                      0.0                      0.0                      0.0                     0.01                     0.02                   500000                      0.0                      0.0                     0.01                     0.75                   474924                     3.72                     1.03                     1.15                     1.54                      0.0
               41219.1022                       24        1555078978.400015                       50                      0.0                      0.0                      0.0                     0.01                     0.02                   500000                      0.0                      0.0                     0.01                     0.75                   475572                     3.73                     1.03                     1.15                     1.54                      0.0
               41219.1026                       24       1555079205.2328234                       50                      0.0                      0.0                      0.0                     0.01                     0.02                   500000                      0.0                      0.0                     0.01                     0.75                   475437                     3.83                     1.09                     1.18                     1.56                      0.0
                41219.103                       24       1555079437.6137698                       50                      0.0                      0.0                      0.0                     0.01                     0.02                   500000                      0.0                      0.0                     0.01                     0.75                   475880                     3.78                     1.07                     1.19                     1.53                      0.0
               41219.1034                       24       1555079667.4124913                       50                      0.0                      0.0                     0.01                     0.11                     0.15                  4000000                      0.0                     0.03                     0.11                     0.67                  1503562                     5.38                     1.31                     1.42                     2.66                      0.0
          41219.1034                  24  1555079667.4124913                  50                 0.0                 0.0                0.01                0.11                0.15             4000000                 0.0                0.03                0.11                 1.2             1637381                14.6                4.09                4.42                6.09                 0.0
          41219.1034                  24  1555079667.4124913                  50                 0.0                 0.0                0.01                0.11                0.15             4000000                 0.0                0.03                0.11                1.73              667777                3.69                1.13                1.17                1.39                 0.0
               41219.1038                       12         1555079939.13801                       50                      0.0                      0.0                     0.01                     0.02                     0.06                  1500000                      0.0                     0.01                     0.04                     0.75                   476232                    19.34                     1.32                    12.57                     5.46                      0.0
               41219.1058                       24       1555081105.9103317                       50                      0.0                      0.0                     0.01                     0.11                     0.17                  4000000                      0.0                     0.03                     0.13                     0.67                  1502710                     6.66                     1.51                     1.83                     3.32                      0.0
               41219.1058                       12         1555081112.17528                       50                      0.0                      0.0                      0.0                     0.01                     0.05                  1500000                      0.0                     0.01                     0.04                     0.75                   475797                    21.02                     1.38                    13.04                     6.61                      0.0
          41219.1058                  24  1555081105.9103317                  50                 0.0                 0.0                0.01                0.11                0.17             4000000                 0.0                0.03                0.13                 1.2             1637550                14.9                3.87                3.97                7.06                 0.0
          41219.1058                  24  1555081105.9103317                  50                 0.0                 0.0                0.01                0.11                0.17             4000000                 0.0                0.03                0.13                1.73              667964                3.87                1.05                1.21                1.61                 0.0
               41219.1124                       24       1555082651.5712798                       50                      0.0                      0.0                     0.01                     0.13                     0.18                  4000000                      0.0                     0.04                     0.14                     0.67                  1504006                     5.99                     1.63                     1.67                     2.69                      0.0
               41219.1119                       12       1555082378.2784429                       50                      0.0                      0.0                      0.0                     0.01                     0.05                  1500000                      0.0                     0.01                     0.04                     0.75                   475560                    19.84                     1.17                    12.59                     6.07                      0.0
          41219.1124                  24  1555082651.5712798                  50                 0.0                 0.0                0.01                0.13                0.18             4000000                 0.0                0.04                0.14                 1.2             1638642               15.01                3.57                4.59                6.84                 0.0
          41219.1124                  24  1555082651.5712798                  50                 0.0                 0.0                0.01                0.13                0.18             4000000                 0.0                0.04                0.14                1.73              668552                 3.6                1.09                1.13                1.38                 0.0
               41219.1149                       24       1555084148.6604755                       50                      0.0                      0.0                     0.01                     0.12                     0.17                  4000000                      0.0                     0.03                     0.13                     0.67                  1506319                     5.86                     1.37                     1.49                      3.0                      0.0
               41219.1139                       12       1555083573.7245023                       50                      0.0                      0.0                      0.0                     0.02                     0.06                  1500000                      0.0                     0.01                     0.04                     0.75                   475146                    19.88                     1.38                    12.28                     6.21                      0.0
          41219.1149                  24  1555084148.6604755                  50                 0.0                 0.0                0.01                0.12                0.17             4000000                 0.0                0.03                0.13                 1.2             1640814               15.22                4.13                4.35                6.74                 0.0
          41219.1149                  24  1555084148.6604755                  50                 0.0                 0.0                0.01                0.12                0.17             4000000                 0.0                0.03                0.13                1.73              668531                3.48                1.01                1.09                1.37                 0.0
               41219.1159                       12       1555084772.2958946                       50                      0.0                      0.0                      0.0                     0.02                     0.06                  1500000                      0.0                     0.01                     0.04                     0.75                   476006                    20.28                     1.43                    12.57                     6.28                      0.0
               41219.1214                       24       1555085641.9605455                       50                      0.0                      0.0                     0.01                     0.13                     0.18                  4000000                      0.0                     0.04                     0.14                     0.67                  1501997                     6.31                      1.7                     1.82                     2.78                      0.0
          41219.1214                  24  1555085641.9605455                  50                 0.0                 0.0                0.01                0.13                0.18             4000000                 0.0                0.04                0.14                 1.2             1637106               14.49                3.98                4.45                6.06                 0.0
          41219.1214                  24  1555085641.9605455                  50                 0.0                 0.0                0.01                0.13                0.18             4000000                 0.0                0.04                0.14                1.73              669041                3.66                1.12                1.15                1.39                 0.0
               41219.1219                       12         1555085994.60225                       50                      0.0                      0.0                      0.0                     0.01                     0.05                  1500000                      0.0                     0.01                     0.04                     0.75                   476069                    19.09                     1.21                    12.44                     5.44                      0.0
               41219.1238                       24       1555087130.1440508                       50                      0.0                      0.0                     0.01                     0.11                     0.16                  4000000                      0.0                     0.03                     0.12                     0.67                  1505021                     6.67                     1.52                     1.84                      3.3                      0.0
               41219.1239                       12       1555087145.4840167                       50                      0.0                      0.0                      0.0                     0.01                     0.06                  1500000                      0.0                     0.01                     0.05                     0.75                   476003                    20.75                     1.41                    12.86                     6.48                      0.0
          41219.1238                  24  1555087130.1440508                  50                 0.0                 0.0                0.01                0.11                0.16             4000000                 0.0                0.03                0.12                 1.2             1640197               14.98                3.95                3.99                7.04                 0.0
          41219.1238                  24  1555087130.1440508                  50                 0.0                 0.0                0.01                0.11                0.16             4000000                 0.0                0.03                0.12                1.73              667646                3.86                1.04                1.21                1.61                 0.0
               41219.1304                       24       1555088678.6082199                       50                      0.0                      0.0                     0.01                     0.14                     0.18                  4000000                      0.0                     0.04                     0.13                     0.67                  1501623                     5.92                     1.58                     1.68                     2.66                      0.0
               41219.1259                       12       1555088395.7543826                       50                      0.0                      0.0                      0.0                     0.01                     0.05                  1500000                      0.0                     0.01                     0.04                     0.75                   476324                    19.61                     1.17                    12.47                     5.97                      0.0
          41219.1304                  24  1555088678.6082199                  50                 0.0                 0.0                0.01                0.14                0.18             4000000                 0.0                0.04                0.13                 1.2             1636003               14.97                3.55                4.58                6.84                 0.0
          41219.1304                  24  1555088678.6082199                  50                 0.0                 0.0                0.01                0.14                0.18             4000000                 0.0                0.04                0.13                1.73              667790                3.57                1.08                1.12                1.36                 0.0
