                  mocknum                 nthreads       getmock_calcwtheta                 numtbins              stack_boxes            push_box2catz             get_ra_dec_z             bin_redshifs              get_randoms                 numrands      push_box2catz_Rands       get_ra_dec_z_Rands       bin_redshifs_Rands                     zbin                  numgals              calc_wtheta            galgal_counts          randrand_counts           galrand_counts             counts_to_cf
          41219.1909                  12  1555110541.0865998                  50                 0.0                 0.0                0.01                0.12                0.46            12000000                 0.0                0.09                0.35                1.73              666695               22.85                1.51               14.16                7.18                 0.0
               41219.2138                       12        1555119521.126896                       50                      0.0                      0.0                     0.01                     0.11                     0.46                 12000000                      0.0                     0.09                     0.35                     0.67                  1502486                    37.68                     2.25                    22.25                    13.18                      0.0
          41219.2138                  12   1555119521.126896                  50                 0.0                 0.0                0.01                0.11                0.46            12000000                 0.0                0.09                0.35                 1.2             1637128               88.97                5.43               52.74               30.81                 0.0
          41219.2138                  12   1555119521.126896                  50                 0.0                 0.0                0.01                0.11                0.46            12000000                 0.0                0.09                0.35                1.73              667098               22.74                1.49               14.23                7.02                 0.0
               41319.0008                       12       1555128521.2026386                       50                      0.0                      0.0                     0.01                     0.12                     0.47                 12000000                      0.0                      0.1                     0.36                     0.67                  1502979                    37.82                     2.27                    22.29                    13.26                      0.0
          41319.0008                  12  1555128521.2026386                  50                 0.0                 0.0                0.01                0.12                0.47            12000000                 0.0                 0.1                0.36                 1.2             1637138               88.97                5.34               52.91               30.72                 0.0
          41319.0008                  12  1555128521.2026386                  50                 0.0                 0.0                0.01                0.12                0.47            12000000                 0.0                 0.1                0.36                1.73              667339               22.77                1.53               14.22                7.03                 0.0
               41319.0238                       12       1555137532.2080584                       50                      0.0                      0.0                     0.01                     0.12                     0.46                 12000000                      0.0                     0.09                     0.35                     0.67                  1503012                    37.81                     2.25                    22.29                    13.27                      0.0
          41319.0238                  12  1555137532.2080584                  50                 0.0                 0.0                0.01                0.12                0.46            12000000                 0.0                0.09                0.35                 1.2             1637783               88.66                5.35               52.53               30.78                 0.0
          41319.0238                  12  1555137532.2080584                  50                 0.0                 0.0                0.01                0.12                0.46            12000000                 0.0                0.09                0.35                1.73              668821               22.84                1.49               14.33                7.03                 0.0
               41319.0508                       12       1555146528.2453148                       50                      0.0                      0.0                     0.01                     0.11                     0.45                 12000000                      0.0                     0.09                     0.35                     0.67                  1501088                    37.72                     2.23                    22.17                    13.32                      0.0
          41319.0508                  12  1555146528.2453148                  50                 0.0                 0.0                0.01                0.11                0.45            12000000                 0.0                0.09                0.35                 1.2             1636697               88.55                5.33               52.51                30.7                 0.0
          41319.0508                  12  1555146528.2453148                  50                 0.0                 0.0                0.01                0.11                0.45            12000000                 0.0                0.09                0.35                1.73              669103               22.92                1.48               14.36                7.07                 0.0
               41319.0738                       12       1555155515.9094613                       50                      0.0                      0.0                     0.01                     0.11                     0.46                 12000000                      0.0                     0.09                     0.35                     0.67                  1499230                    37.76                     2.25                    22.25                    13.25                      0.0
          41319.0738                  12  1555155515.9094613                  50                 0.0                 0.0                0.01                0.11                0.46            12000000                 0.0                0.09                0.35                 1.2             1634293               88.16                5.31               52.34               30.51                 0.0
          41319.0738                  12  1555155515.9094613                  50                 0.0                 0.0                0.01                0.11                0.46            12000000                 0.0                0.09                0.35                1.73              666349               22.92                1.53               14.32                7.07                 0.0
               41319.1008                       12       1555164482.1468558                       50                      0.0                      0.0                     0.01                     0.11                     0.46                 12000000                      0.0                     0.09                     0.35                     0.67                  1501292                    37.75                     2.26                    22.24                    13.26                      0.0
          41319.1008                  12  1555164482.1468558                  50                 0.0                 0.0                0.01                0.11                0.46            12000000                 0.0                0.09                0.35                 1.2             1635495               88.88                5.36               52.81               30.71                 0.0
          41319.1008                  12  1555164482.1468558                  50                 0.0                 0.0                0.01                0.11                0.46            12000000                 0.0                0.09                0.35                1.73              667317               22.89                1.51                14.3                7.08                 0.0
               41319.1238                       12       1555173490.1966913                       50                      0.0                      0.0                     0.01                     0.13                     0.49                 12000000                      0.0                      0.1                     0.37                     0.67                  1505028                    38.03                     2.27                    22.46                    13.31                      0.0
          41319.1238                  12  1555173490.1966913                  50                 0.0                 0.0                0.01                0.13                0.49            12000000                 0.0                 0.1                0.37                 1.2             1639963               88.61                5.37               52.63               30.61                 0.0
          41319.1238                  12  1555173490.1966913                  50                 0.0                 0.0                0.01                0.13                0.49            12000000                 0.0                 0.1                0.37                1.73              667417               22.77                1.51               14.22                7.04                 0.0
               41519.0848                       24       1555332487.6129484                       50                      0.0                      0.0                      0.0                     0.01                     0.04                  1500000                      0.0                     0.01                     0.03                     0.75                   475986                     1.28                     0.08                     0.74                     0.46                      0.0
               41519.0849                       24        1555332574.886254                       50                      0.0                      0.0                      0.0                     0.01                     0.05                  1500000                      0.0                     0.01                     0.03                     0.75                   475462                     1.29                     0.08                     0.74                     0.46                      0.0
                41519.085                       24       1555332656.7954144                       50                      0.0                      0.0                      0.0                     0.01                     0.04                  1500000                      0.0                     0.01                     0.03                     0.75                   476157                      1.3                     0.08                     0.76                     0.46                      0.0
               41519.0852                       24       1555332739.3220696                       50                      0.0                      0.0                      0.0                     0.01                     0.05                  1500000                      0.0                     0.01                     0.04                     0.75                   474815                     1.29                     0.08                     0.75                     0.46                      0.0
               41519.0853                       24        1555332821.601175                       50                      0.0                      0.0                      0.0                     0.01                     0.04                  1500000                      0.0                     0.01                     0.03                     0.75                   475814                     1.29                     0.08                     0.75                     0.46                      0.0
               41519.0855                       24       1555332903.5307074                       50                      0.0                      0.0                      0.0                     0.01                     0.04                  1500000                      0.0                     0.01                     0.03                     0.75                   475893                     1.31                     0.08                     0.76                     0.47                      0.0
               41519.0856                       24       1555332986.2557943                       50                      0.0                      0.0                      0.0                     0.01                     0.05                  1500000                      0.0                     0.01                     0.03                     0.75                   475754                     1.28                     0.08                     0.74                     0.46                      0.0
               41519.0857                       24       1555333067.5238922                       50                      0.0                      0.0                      0.0                     0.01                     0.05                  1500000                      0.0                     0.01                     0.03                     0.75                   475787                     1.28                     0.08                     0.74                     0.46                      0.0
               41519.0859                       24       1555333149.1635985                       50                      0.0                      0.0                      0.0                     0.01                     0.05                  1500000                      0.0                     0.01                     0.04                     0.75                   476243                     1.28                     0.08                     0.75                     0.46                      0.0
                 41519.09                       24       1555333230.6102388                       50                      0.0                      0.0                      0.0                     0.01                     0.04                  1500000                      0.0                     0.01                     0.03                     0.75                   475333                      1.3                     0.08                     0.76                     0.46                      0.0
               41519.0901                       24        1555333312.957154                       50                      0.0                      0.0                     0.01                     0.11                     0.45                 12000000                      0.0                      0.1                     0.34                     0.67                  1501827                     3.43                     0.21                     1.97                     1.25                      0.0
          41519.0901                  24   1555333312.957154                  50                 0.0                 0.0                0.01                0.11                0.45            12000000                 0.0                 0.1                0.34                 1.2             1636711                7.38                0.44                4.27                2.67                 0.0
          41519.0901                  24   1555333312.957154                  50                 0.0                 0.0                0.01                0.11                0.45            12000000                 0.0                 0.1                0.34                1.73              667430                1.95                0.12                1.11                0.72                 0.0
               41519.0915                       24       1555334114.5283554                       50                      0.0                      0.0                     0.01                     0.12                     0.47                 12000000                      0.0                      0.1                     0.36                     0.67                  1502622                     3.41                     0.21                     1.95                     1.25                      0.0
          41519.0915                  24  1555334114.5283554                  50                 0.0                 0.0                0.01                0.12                0.47            12000000                 0.0                 0.1                0.36                 1.2             1637784                7.42                0.44                4.32                2.66                 0.0
          41519.0915                  24  1555334114.5283554                  50                 0.0                 0.0                0.01                0.12                0.47            12000000                 0.0                 0.1                0.36                1.73              668010                1.96                0.12                 1.1                0.74                 0.0
               41519.0928                       24        1555334920.252491                       50                      0.0                      0.0                     0.01                     0.11                     0.46                 12000000                      0.0                     0.09                     0.35                     0.67                  1502758                     3.44                     0.21                     1.97                     1.25                      0.0
          41519.0928                  24   1555334920.252491                  50                 0.0                 0.0                0.01                0.11                0.46            12000000                 0.0                0.09                0.35                 1.2             1636223                 7.4                0.44                4.28                2.67                 0.0
          41519.0928                  24   1555334920.252491                  50                 0.0                 0.0                0.01                0.11                0.46            12000000                 0.0                0.09                0.35                1.73              667099                1.95                0.12                 1.1                0.73                 0.0
               41519.0942                       24       1555335723.4198496                       50                      0.0                      0.0                     0.01                     0.11                     0.45                 12000000                      0.0                     0.09                     0.34                     0.67                  1504572                     3.41                     0.21                     1.96                     1.25                      0.0
          41519.0942                  24  1555335723.4198496                  50                 0.0                 0.0                0.01                0.11                0.45            12000000                 0.0                0.09                0.34                 1.2             1637399                7.39                0.44                4.28                2.67                 0.0
          41519.0942                  24  1555335723.4198496                  50                 0.0                 0.0                0.01                0.11                0.45            12000000                 0.0                0.09                0.34                1.73              666725                1.94                0.12                 1.1                0.72                 0.0
               41519.0955                       24        1555336523.528617                       50                      0.0                      0.0                     0.01                     0.11                     0.45                 12000000                      0.0                     0.09                     0.34                     0.67                  1500320                     3.43                     0.21                     1.98                     1.25                      0.0
          41519.0955                  24   1555336523.528617                  50                 0.0                 0.0                0.01                0.11                0.45            12000000                 0.0                0.09                0.34                 1.2             1634456                7.39                0.44                4.27                2.69                 0.0
          41519.0955                  24   1555336523.528617                  50                 0.0                 0.0                0.01                0.11                0.45            12000000                 0.0                0.09                0.34                1.73              666744                1.94                0.12                1.09                0.72                 0.0
               41519.1008                       24       1555337325.4198515                       50                      0.0                      0.0                     0.01                     0.11                     0.45                 12000000                      0.0                      0.1                     0.34                     0.67                  1500951                     3.42                     0.21                     1.97                     1.24                      0.0
          41519.1008                  24  1555337325.4198515                  50                 0.0                 0.0                0.01                0.11                0.45            12000000                 0.0                 0.1                0.34                 1.2             1635592                7.35                0.44                4.27                2.64                 0.0
          41519.1008                  24  1555337325.4198515                  50                 0.0                 0.0                0.01                0.11                0.45            12000000                 0.0                 0.1                0.34                1.73              666889                1.94                0.12                1.09                0.73                 0.0
               41519.1022                       24       1555338124.3333344                       50                      0.0                      0.0                     0.01                     0.11                     0.45                 12000000                      0.0                     0.09                     0.34                     0.67                  1503038                     3.42                     0.21                     1.96                     1.25                      0.0
          41519.1022                  24  1555338124.3333344                  50                 0.0                 0.0                0.01                0.11                0.45            12000000                 0.0                0.09                0.34                 1.2             1638311                7.39                0.43                4.27                2.68                 0.0
          41519.1022                  24  1555338124.3333344                  50                 0.0                 0.0                0.01                0.11                0.45            12000000                 0.0                0.09                0.34                1.73              668419                1.96                0.12                1.11                0.73                 0.0
               41519.1035                       24       1555338926.3021798                       50                      0.0                      0.0                     0.01                     0.11                     0.45                 12000000                      0.0                     0.09                     0.34                     0.67                  1504452                     3.45                     0.21                     1.97                     1.26                      0.0
          41519.1035                  24  1555338926.3021798                  50                 0.0                 0.0                0.01                0.11                0.45            12000000                 0.0                0.09                0.34                 1.2             1639190                 7.4                0.44                4.29                2.67                 0.0
          41519.1035                  24  1555338926.3021798                  50                 0.0                 0.0                0.01                0.11                0.45            12000000                 0.0                0.09                0.34                1.73              667094                1.94                0.12                1.09                0.72                 0.0
               41519.1048                       24        1555339729.268367                       50                      0.0                      0.0                     0.01                     0.11                     0.44                 12000000                      0.0                     0.09                     0.33                     0.67                  1501943                     3.42                     0.21                     1.96                     1.25                      0.0
          41519.1048                  24   1555339729.268367                  50                 0.0                 0.0                0.01                0.11                0.44            12000000                 0.0                0.09                0.33                 1.2             1635763                 7.4                0.44                 4.3                2.67                 0.0
          41519.1048                  24   1555339729.268367                  50                 0.0                 0.0                0.01                0.11                0.44            12000000                 0.0                0.09                0.33                1.73              666918                1.97                0.12                1.11                0.73                 0.0
               41519.1102                       24       1555340531.9376824                       50                      0.0                      0.0                     0.01                     0.11                     0.44                 12000000                      0.0                     0.09                     0.33                     0.67                  1504906                     3.43                     0.21                     1.97                     1.25                      0.0
          41519.1102                  24  1555340531.9376824                  50                 0.0                 0.0                0.01                0.11                0.44            12000000                 0.0                0.09                0.33                 1.2             1639750                7.43                0.44                4.32                2.67                 0.0
          41519.1102                  24  1555340531.9376824                  50                 0.0                 0.0                0.01                0.11                0.44            12000000                 0.0                0.09                0.33                1.73              668472                1.94                0.12                1.09                0.72                 0.0
                41519.113                       24       1555342232.9975865                       50                      0.0                      0.0                      0.0                     0.01                     0.15                  5000000                      0.0                     0.03                     0.11                     0.75                   475930                     9.71                     0.08                     8.12                     1.51                      0.0
                41519.114                       24       1555342832.2460818                       50                      0.0                      0.0                      0.0                     0.01                     0.15                  5000000                      0.0                     0.03                     0.11                     0.75                   475824                     9.72                     0.08                     8.15                     1.49                      0.0
                41519.115                       24       1555343426.4254723                       50                      0.0                      0.0                      0.0                     0.01                     0.15                  5000000                      0.0                     0.03                     0.12                     0.75                   476129                     9.75                     0.08                     8.15                     1.51                      0.0
                 41519.12                       24        1555344022.417404                       50                      0.0                      0.0                      0.0                     0.01                     0.16                  5000000                      0.0                     0.03                     0.12                     0.75                   475077                     9.91                     0.08                     8.32                     1.51                      0.0
                41519.121                       24       1555344628.7348478                       50                      0.0                      0.0                      0.0                     0.01                     0.16                  5000000                      0.0                     0.03                     0.12                     0.75                   475933                     9.93                     0.08                     8.27                     1.58                      0.0
                41519.122                       24       1555345235.5650852                       50                      0.0                      0.0                      0.0                     0.01                     0.15                  5000000                      0.0                     0.03                     0.11                     0.75                   475335                    10.22                     0.08                     8.56                     1.58                      0.0
                41519.123                       24       1555345859.9154322                       50                      0.0                      0.0                      0.0                     0.01                     0.17                  5000000                      0.0                     0.03                     0.13                     0.75                   476032                     10.2                     0.08                     8.56                     1.55                      0.0
               41519.1241                       24        1555346484.331702                       50                      0.0                      0.0                      0.0                     0.01                     0.16                  5000000                      0.0                     0.03                     0.13                     0.75                   476029                    10.12                     0.08                     8.45                     1.58                      0.0
               41519.1251                       24       1555347102.7645373                       50                      0.0                      0.0                      0.0                     0.01                     0.16                  5000000                      0.0                     0.03                     0.12                     0.75                   475778                    10.18                     0.09                     8.53                     1.56                      0.0
               41519.1302                       24       1555347725.2313292                       50                      0.0                      0.0                      0.0                     0.02                     0.15                  5000000                      0.0                     0.03                     0.12                     0.75                   476080                    10.12                     0.09                     8.42                     1.61                      0.0
               41519.1312                       24       1555348343.8485909                       50                      0.0                      0.0                     0.01                     0.12                      1.6                 40000000                     0.01                     0.31                     1.24                     0.67                  1499207                    27.08                     0.21                    22.58                     4.29                      0.0
          41519.1312                  24  1555348343.8485909                  50                 0.0                 0.0                0.01                0.12                 1.6            40000000                0.01                0.31                1.24                 1.2             1634551               59.35                0.46               49.67                9.22                 0.0
          41519.1312                  24  1555348343.8485909                  50                 0.0                 0.0                0.01                0.12                 1.6            40000000                0.01                0.31                1.24                1.73              668042                15.2                0.13               12.59                2.48                 0.0
               41519.1455                       24       1555354548.5254734                       50                      0.0                      0.0                     0.01                     0.12                     1.57                 40000000                     0.01                      0.3                     1.22                     0.67                  1503009                     27.1                     0.22                    22.56                     4.31                      0.0
          41519.1455                  24  1555354548.5254734                  50                 0.0                 0.0                0.01                0.12                1.57            40000000                0.01                 0.3                1.22                 1.2             1636887               59.11                0.45               49.43                9.23                 0.0
          41519.1455                  24  1555354548.5254734                  50                 0.0                 0.0                0.01                0.12                1.57            40000000                0.01                 0.3                1.22                1.73              667072               15.07                0.12               12.46                2.49                 0.0
               41519.1638                       24       1555360730.4444396                       50                      0.0                      0.0                     0.01                     0.12                     1.71                 40000000                     0.01                     0.33                     1.31                     0.67                  1503183                    27.05                     0.22                    22.51                     4.32                      0.0
          41519.1638                  24  1555360730.4444396                  50                 0.0                 0.0                0.01                0.12                1.71            40000000                0.01                0.33                1.31                 1.2             1637012                58.8                0.46               49.15                9.19                 0.0
          41519.1638                  24  1555360730.4444396                  50                 0.0                 0.0                0.01                0.12                1.71            40000000                0.01                0.33                1.31                1.73              665973               15.06                0.12               12.46                2.48                 0.0
               41519.1821                       24       1555366899.2312734                       50                      0.0                      0.0                     0.01                     0.11                     1.67                 40000000                     0.01                     0.31                      1.3                     0.67                  1501616                    27.04                     0.21                    22.51                     4.32                      0.0
          41519.1821                  24  1555366899.2312734                  50                 0.0                 0.0                0.01                0.11                1.67            40000000                0.01                0.31                 1.3                 1.2             1635697                59.0                0.46               49.32                9.22                 0.0
          41519.1821                  24  1555366899.2312734                  50                 0.0                 0.0                0.01                0.11                1.67            40000000                0.01                0.31                 1.3                1.73              666767               14.93                0.13               12.33                2.47                 0.0
               41519.2004                       24       1555373068.0316696                       50                      0.0                      0.0                     0.01                     0.13                     1.68                 40000000                     0.01                      0.3                     1.33                     0.67                  1500966                    27.13                     0.22                     22.6                      4.3                      0.0
          41519.2004                  24  1555373068.0316696                  50                 0.0                 0.0                0.01                0.13                1.68            40000000                0.01                 0.3                1.33                 1.2             1635059               58.99                0.46                49.3                9.23                 0.0
          41519.2004                  24  1555373068.0316696                  50                 0.0                 0.0                0.01                0.13                1.68            40000000                0.01                 0.3                1.33                1.73              667103               15.18                0.13               12.59                2.46                 0.0
               41519.2147                       24       1555379258.3614037                       50                      0.0                      0.0                     0.01                     0.12                     1.51                 40000000                     0.01                      0.3                     1.16                     0.67                  1500878                    27.04                     0.22                     22.5                     4.33                      0.0
          41519.2147                  24  1555379258.3614037                  50                 0.0                 0.0                0.01                0.12                1.51            40000000                0.01                 0.3                1.16                 1.2             1635381               56.84                0.46               47.63                8.75                 0.0
          41519.2147                  24  1555379258.3614037                  50                 0.0                 0.0                0.01                0.12                1.51            40000000                0.01                 0.3                1.16                1.73              667349               14.48                0.12               11.98                2.38                 0.0
               41519.2327                       24       1555385261.4932756                       50                      0.0                      0.0                     0.01                     0.12                     1.53                 40000000                     0.01                      0.3                     1.18                     0.67                  1500159                    25.82                     0.21                    21.52                      4.1                      0.0
          41519.2327                  24  1555385261.4932756                  50                 0.0                 0.0                0.01                0.12                1.53            40000000                0.01                 0.3                1.18                 1.2             1633899               56.12                0.43               46.91                8.77                 0.0
          41519.2327                  24  1555385261.4932756                  50                 0.0                 0.0                0.01                0.12                1.53            40000000                0.01                 0.3                1.18                1.73              667086               14.44                0.12               11.93                2.38                 0.0
               41619.0105                       24       1555391147.0748417                       50                      0.0                      0.0                     0.01                     0.12                     1.49                 40000000                     0.01                     0.29                     1.15                     0.67                  1503337                    25.83                     0.21                    21.49                     4.13                      0.0
          41619.0105                  24  1555391147.0748417                  50                 0.0                 0.0                0.01                0.12                1.49            40000000                0.01                0.29                1.15                 1.2             1638295               56.22                0.44                47.0                8.78                 0.0
          41619.0105                  24  1555391147.0748417                  50                 0.0                 0.0                0.01                0.12                1.49            40000000                0.01                0.29                1.15                1.73              667648               14.38                0.12               11.88                2.38                 0.0
               41619.0243                       24       1555397033.3683813                       50                      0.0                      0.0                     0.01                     0.11                     1.51                 40000000                     0.01                      0.3                     1.16                     0.67                  1501849                    25.75                     0.21                    21.43                     4.11                      0.0
          41619.0243                  24  1555397033.3683813                  50                 0.0                 0.0                0.01                0.11                1.51            40000000                0.01                 0.3                1.16                 1.2             1636037               56.08                0.44               46.83                8.82                 0.0
          41619.0243                  24  1555397033.3683813                  50                 0.0                 0.0                0.01                0.11                1.51            40000000                0.01                 0.3                1.16                1.73              666522               14.48                0.12               11.98                2.38                 0.0
               41619.0421                       24       1555402913.3739202                       50                      0.0                      0.0                     0.01                     0.11                     1.49                 40000000                     0.01                     0.29                     1.15                     0.67                  1502328                    25.74                     0.21                    21.43                     4.11                      0.0
          41619.0421                  24  1555402913.3739202                  50                 0.0                 0.0                0.01                0.11                1.49            40000000                0.01                0.29                1.15                 1.2             1636459               56.18                0.44               46.95                8.79                 0.0
