# First row contains bin centers (theta in degrees), then extra info. All other rows contain wtheta for that bin, then extra info.
# 
                  1.08938                   1.28413                   1.51369                   1.78429                   2.10327                   2.47927                   2.92248                   3.44493                   4.06078                   4.78672                   5.64243                   6.65112                   7.84014                   9.24171                      zbin                      mock
    1.954963139347137e-01     1.937454879652195e-01     1.920404123984365e-01     1.900021017911417e-01     1.874637862865974e-01     1.846582220248920e-01     1.807040054462348e-01     1.757535929666029e-01     1.692813308847616e-01     1.609350740514763e-01     1.505044742946374e-01     1.372881370346892e-01     1.210557419156122e-01     1.018997924489859e-01     7.046273420815703e-01     2.261918180000000e+04
    1.950990917038259e-01     1.933488807945374e-01     1.916000667430212e-01     1.897233750289757e-01     1.871860540515312e-01     1.842851004220242e-01     1.804816774813151e-01     1.756146869099622e-01     1.690417140489766e-01     1.606869922104292e-01     1.502904036965292e-01     1.371801337022954e-01     1.209797842819953e-01     1.018693019937775e-01     7.050539442675106e-01     2.261922410000000e+04
    7.136151727449599e-02     6.881437148765031e-02     6.611523717417864e-02     6.331061172568787e-02     6.016725805153490e-02     5.610473195647405e-02     5.121470504132957e-02     4.600222496833143e-02     4.082437725495134e-02     3.466104302949891e-02     2.775686801058283e-02     2.040840783793760e-02     1.426245909027435e-02     1.073141869603509e-02     1.185931500862051e+00     2.271900480000000e+04
    4.770741493873553e-01     4.712707637868001e-01     4.611411180494025e-01     4.489429181939988e-01     4.340579861067147e-01     4.145467780497355e-01     3.902438098581391e-01     3.636795786202898e-01     3.306973035888289e-01     2.926272187594093e-01     2.520230300256871e-01     2.103671691917413e-01     1.699039215569584e-01     1.327254831332513e-01     1.666809057456592e+00     2.271902490000000e+04
    1.954556474414696e-01     1.935028166893235e-01     1.917522376385514e-01     1.897345891574831e-01     1.873143842178557e-01     1.845182269491583e-01     1.806388546690553e-01     1.757698099445318e-01     1.691586405637154e-01     1.608720543203273e-01     1.504722235021390e-01     1.373650446601408e-01     1.212206286577840e-01     1.020521407551992e-01     7.052049478734698e-01     2.271908550000000e+04
    7.165233912246156e-02     6.898290476965725e-02     6.635031510457932e-02     6.357805885758465e-02     6.043950907917170e-02     5.648860540110816e-02     5.146641281191518e-02     4.634887780825755e-02     4.119300264405772e-02     3.496822080336325e-02     2.789807150191017e-02     2.058239496729273e-02     1.429040616872065e-02     1.080643731002383e-02     1.186688048455113e+00     2.271908550000000e+04
    4.787345876369307e-01     4.724604461796111e-01     4.628798776228997e-01     4.508559987027085e-01     4.358011521096131e-01     4.160841840643843e-01     3.919356574462096e-01     3.648411775795938e-01     3.319509532692694e-01     2.931268237973711e-01     2.524789257746136e-01     2.106880089078683e-01     1.702029081689385e-01     1.327068364507975e-01     1.668171149036756e+00     2.271908550000000e+04
    1.951108809341826e-01     1.933435436951746e-01     1.916804806125209e-01     1.897199824593226e-01     1.872242347197739e-01     1.843215767222016e-01     1.804695440919281e-01     1.756201687309643e-01     1.690269332787608e-01     1.607008975292230e-01     1.503122964098139e-01     1.371462519575679e-01     1.209701454208213e-01     1.019380590368818e-01     7.047640286667696e-01     2.271914170000000e+04
    7.175796260922433e-02     6.895247520811931e-02     6.642668173938078e-02     6.365300913110157e-02     6.061865198048420e-02     5.686492461334750e-02     5.171231761371723e-02     4.645229958548735e-02     4.133123552336486e-02     3.534360067263565e-02     2.833437575675705e-02     2.115403805319876e-02     1.487905885695288e-02     1.122934003607412e-02     1.188403068685763e+00     2.271914170000000e+04
    4.831494410336242e-01     4.770700016370180e-01     4.669289695155187e-01     4.548405811468820e-01     4.396178353803884e-01     4.192248696325356e-01     3.944562015469985e-01     3.673691196644495e-01     3.340860589360792e-01     2.954020490808169e-01     2.543131580826118e-01     2.121804187642760e-01     1.712342878460233e-01     1.334145516797980e-01     1.672042108704756e+00     2.271914170000000e+04
    1.948302178130339e-01     1.930325469559434e-01     1.912690822190302e-01     1.893735168953194e-01     1.868674725746250e-01     1.839130437491031e-01     1.800846195263586e-01     1.752476677089617e-01     1.686586233821888e-01     1.603230690734918e-01     1.499305338924639e-01     1.368091904294545e-01     1.206662243700756e-01     1.015453573120702e-01     7.041798597591552e-01     2.271922190000000e+04
    7.159782963404394e-02     6.892629287578003e-02     6.648229919087541e-02     6.369506272059511e-02     6.059947363354450e-02     5.674009976435109e-02     5.192778881322485e-02     4.677158864912636e-02     4.161128859261553e-02     3.568278666895736e-02     2.878464139066665e-02     2.157525539757220e-02     1.538022672091070e-02     1.179549166032191e-02     1.190277789288742e+00     2.271922190000000e+04
    4.863470242731628e-01     4.792229876032937e-01     4.691328873021275e-01     4.568834398571196e-01     4.411627315411860e-01     4.205630671561728e-01     3.947987346493243e-01     3.669509862840550e-01     3.338131796340641e-01     2.947556526818429e-01     2.537109666623960e-01     2.114961814532970e-01     1.700846023690230e-01     1.320310984360175e-01     1.676375718818329e+00     2.271922190000000e+04
    1.940947969985844e-01     1.923048646131662e-01     1.905678757057000e-01     1.886268351229995e-01     1.861659812597330e-01     1.834980133137981e-01     1.796460826360246e-01     1.747607387976826e-01     1.681833152747914e-01     1.599313672304803e-01     1.495863134188241e-01     1.365786234952056e-01     1.205075321085612e-01     1.015988350291930e-01     7.057578828585162e-01     2.281904370000000e+04
    7.242033835158310e-02     6.967042842553281e-02     6.715311028390239e-02     6.416428460164536e-02     6.097491089095755e-02     5.699667328073784e-02     5.200499212691569e-02     4.693068377072465e-02     4.161858836543309e-02     3.557612895593090e-02     2.861393961754600e-02     2.131109618320918e-02     1.495337856935557e-02     1.140380080086556e-02     1.188993765729421e+00     2.281904370000000e+04
    4.852978519140759e-01     4.793413322186222e-01     4.690836242375936e-01     4.564335192140425e-01     4.413156360793834e-01     4.207122871679642e-01     3.959042811036177e-01     3.683772784714716e-01     3.349613083262171e-01     2.963468627410175e-01     2.550601636378859e-01     2.130303451093081e-01     1.718216395101080e-01     1.337572659236644e-01     1.672229648600327e+00     2.281904370000000e+04
    1.967666997072038e-01     1.949650172170931e-01     1.932437218230649e-01     1.912780431929905e-01     1.887643077193001e-01     1.858525095087962e-01     1.820067700326893e-01     1.771767940331746e-01     1.706216363465811e-01     1.622894493231156e-01     1.518667017706705e-01     1.387299191538070e-01     1.225041249313708e-01     1.033649381325714e-01     7.009853161335584e-01     2.281909300000000e+04
    7.029397773262037e-02     6.774913387368033e-02     6.521354528475824e-02     6.242292590495785e-02     5.926151424286123e-02     5.535037578910439e-02     5.034352542569406e-02     4.519413767361490e-02     4.019013763271813e-02     3.421591332611622e-02     2.729634572422489e-02     2.012462017954497e-02     1.388081731826391e-02     1.024559712866883e-02     1.184293692159748e+00     2.281909300000000e+04
    4.764726218699293e-01     4.704761492782237e-01     4.602723128779576e-01     4.478474398681292e-01     4.335718664841406e-01     4.141598459107561e-01     3.899289061793991e-01     3.632856466306330e-01     3.310582805699019e-01     2.931139999332160e-01     2.530510010820272e-01     2.116507484301774e-01     1.713978306822542e-01     1.337252021088125e-01     1.667602068185938e+00     2.281909300000000e+04
