                  mocknum                  getmock              stack_boxes            push_box2catz             get_ra_dec_z             bin_redshifs              get_randoms                 numrands      push_box2catz_Rands       get_ra_dec_z_Rands       bin_redshifs_Rands                 nthreads               calc_stats                 numtbins                 numrbins                    pimax                     zbin                  numgals              calc_wtheta         wt_galgal_counts       wt_randrand_counts        wt_galrand_counts          wt_counts_to_cf                  calc_xi                  calc_wp
               50319.0827                     0.23                      0.0                      0.0                     0.01                     0.08                     0.13                  4000000                      0.0                     0.03                     0.09                       24        1556886465.376417                       75                       75                      300                      1.2                  3805496                    19.56                     5.01                     5.52                     9.02                      0.0                      0.1                     0.29
               50319.0847                     0.23                      0.0                      0.0                     0.01                     0.08                     0.12                  4000000                      0.0                     0.03                     0.09                       24       1556887677.3088353                       75                       75                      300                      1.2                  3804872                    19.52                     4.96                     5.55                     9.01                      0.0                      0.1                     0.29
               50319.0907                     0.24                      0.0                      0.0                     0.01                     0.09                     0.13                  4000000                      0.0                     0.03                     0.09                       24       1556888887.5096023                       75                       75                      300                      1.2                  3804664                     19.5                     4.95                     5.53                     9.03                      0.0                      0.1                     0.29
               50319.0928                     0.23                      0.0                      0.0                     0.01                     0.09                     0.12                  4000000                      0.0                     0.03                     0.09                       24       1556890096.5066397                       75                       75                      300                      1.2                  3805472                    19.48                      5.0                     5.49                      9.0                      0.0                      0.1                     0.29
               50319.0948                     0.23                      0.0                      0.0                     0.01                     0.09                     0.12                  4000000                      0.0                     0.03                     0.09                       24       1556891303.9761784                       75                       75                      300                      1.2                  3806824                    19.85                     5.13                     5.54                     9.18                      0.0                      0.1                     0.29
               50319.1008                     0.25                      0.0                      0.0                     0.01                     0.09                     0.14                  4000000                      0.0                     0.03                      0.1                       24        1556892534.463595                       75                       75                      300                      1.2                  3804864                    19.79                     5.08                     5.53                     9.18                      0.0                      0.1                     0.29
               50319.1029                     0.23                      0.0                      0.0                     0.01                     0.09                     0.12                  4000000                      0.0                     0.03                     0.09                       24       1556893760.4055562                       75                       75                      300                      1.2                  3803968                    19.46                     4.99                     5.54                     8.94                      0.0                      0.1                     0.29
               50319.1049                     0.23                      0.0                      0.0                     0.01                     0.09                     0.12                  4000000                      0.0                     0.03                     0.09                       24       1556894966.6045256                       75                       75                      300                      1.2                  3806880                     19.7                     5.09                     5.49                     9.12                      0.0                      0.1                     0.29
               50319.1129                     0.15                      0.0                      0.0                      0.0                     0.01                     0.02                   500000                      0.0                      0.0                     0.01                       24       1556897381.1714063                       25                       25                      300                     0.25                   475453                     0.09                     0.02                     0.02                     0.04                      0.0                     0.01                     0.03
               50319.1109                     0.24                      0.0                      0.0                     0.01                     0.08                     0.13                  4000000                      0.0                     0.03                     0.09                       24       1556896187.4871202                       75                       75                      300                      1.2                  3809712                    19.77                     5.13                     5.45                     9.19                      0.0                     0.11                     0.34
          50319.1129                0.15                 0.0                 0.0                 0.0                0.01                0.02              500000                 0.0                 0.0                0.01                  24  1556897434.6279721                  25                  25                 300                0.25              475453                0.09                0.02                0.02                0.04                 0.0                0.01                0.03
                50319.113                     0.23                      0.0                      0.0                     0.01                     0.08                     0.12                  4000000                      0.0                     0.03                     0.09                       24        1556897415.598516                       75                       75                      300                      1.2                  3809376                    19.62                     5.12                     5.47                     9.02                      0.0                      0.1                     0.29
                50319.115                     0.24                      0.0                      0.0                     0.01                     0.08                     0.13                  4000000                      0.0                     0.03                     0.09                       24       1556898631.1553004                       75                       75                      300                      1.2                  3809544                    19.74                     5.08                     5.48                     9.18                      0.0                      0.1                     0.29
                50319.121                     0.24                      0.0                      0.0                     0.01                     0.09                     0.13                  4000000                      0.0                     0.03                     0.09                       24       1556899854.0496047                       75                       75                      300                      1.2                  3800944                    19.78                     5.04                     5.57                     9.17                      0.0                      0.1                     0.29
               50319.1231                     0.23                      0.0                      0.0                     0.01                     0.09                     0.12                  4000000                      0.0                     0.03                     0.09                       24       1556901079.1459289                       75                       75                      300                      1.2                  3807240                    19.71                     5.05                     5.54                     9.13                      0.0                      0.1                     0.29
               50319.1251                     0.23                      0.0                      0.0                     0.01                     0.08                     0.12                  4000000                      0.0                     0.03                     0.09                       24       1556902300.3885775                       75                       75                      300                      1.2                  3807928                     19.6                     5.05                     5.47                     9.08                      0.0                      0.1                     0.29
               50319.1311                     0.23                      0.0                      0.0                     0.01                     0.09                     0.12                  4000000                      0.0                     0.03                     0.09                       24       1556903514.5348933                       75                       75                      300                      1.2                  3808424                    19.81                     5.14                     5.53                     9.14                      0.0                      0.1                     0.29
               50319.1437                     0.19                      0.0                      0.0                      0.0                     0.02                     0.07                    83879                      0.0                     0.01                     0.06                       24        1556908665.360516                       75                       75                      300                     0.46                    26398                     0.01                      0.0                     0.01                      0.0                      0.0                     0.01                     0.04
          50319.1437                0.19                 0.0                 0.0                 0.0                0.02                0.07              395921                 0.0                0.01                0.06                  24   1556908665.360516                  75                  75                 300                0.58              127165                0.18                0.01                 0.1                0.06                 0.0                0.01                0.04
          50319.1437                0.19                 0.0                 0.0                 0.0                0.02                0.07              368150                 0.0                0.01                0.06                  24   1556908665.360516                  75                  75                 300                0.69              113702                 0.2                0.02                0.12                0.06                 0.0                0.01                0.04
          50319.1437                0.19                 0.0                 0.0                 0.0                0.02                0.07              340857                 0.0                0.01                0.06                  24   1556908665.360516                  75                  75                 300                0.81              108045                0.29                0.02                0.18                0.09                 0.0                0.01                0.04
          50319.1437                0.19                 0.0                 0.0                 0.0                0.02                0.07              299097                 0.0                0.01                0.06                  24   1556908665.360516                  75                  75                 300                0.92               96934                0.25                0.02                0.15                0.08                 0.0                0.01                0.04
          50319.1437                0.19                 0.0                 0.0                 0.0                0.02                0.07               12096                 0.0                0.01                0.06                  24   1556908665.360516                  75                  75                 300                1.04                3607                 0.0                 0.0                 0.0                 0.0                 0.0                0.01                0.04
               50319.1439                      0.1                      0.0                      0.0                      0.0                     0.02                     0.07                    83832                      0.0                     0.01                     0.06                       24       1556908746.5449657                       75                       75                      300                     0.46                    26142                     0.02                      0.0                     0.01                      0.0                      0.0                     0.01                     0.04
          50319.1439                 0.1                 0.0                 0.0                 0.0                0.02                0.07              395450                 0.0                0.01                0.06                  24  1556908746.5449657                  75                  75                 300                0.58              127723                0.18                0.01                0.11                0.06                 0.0                0.01                0.04
