                  mocknum                  getmock              stack_boxes            push_box2catz             get_ra_dec_z             bin_redshifs              get_randoms                 numrands      push_box2catz_Rands       get_ra_dec_z_Rands       bin_redshifs_Rands                 nthreads               calc_stats                 numtbins                 numrbins                    pimax                     zbin                  numgals              calc_wtheta         wt_galgal_counts       wt_randrand_counts        wt_galrand_counts          wt_counts_to_cf
          50819.1333                0.14                 0.0                 0.0                 0.0                0.03                 0.1              169566                 0.0                0.01                0.09                  24  1557336844.0727005                  75                  75                 300                 0.7               51551                0.02                 0.0                0.01                0.01                 0.0
          50819.1333                0.14                 0.0                 0.0                 0.0                0.03                 0.1              163005                 0.0                0.01                0.09                  24  1557336844.0727005                  75                  75                 300                0.75               51205                0.02                 0.0                0.01                0.01                 0.0
          50819.1333                0.14                 0.0                 0.0                 0.0                0.03                 0.1              157654                 0.0                0.01                0.09                  24  1557336844.0727005                  75                  75                 300                 0.8               50614                0.02                 0.0                0.01                0.01                 0.0
          50819.1333                0.14                 0.0                 0.0                 0.0                0.03                 0.1              152582                 0.0                0.01                0.09                  24  1557336844.0727005                  75                  75                 300                0.86               47522                0.02                 0.0                0.01                0.01                 0.0
          50819.1333                0.14                 0.0                 0.0                 0.0                0.03                 0.1              147828                 0.0                0.01                0.09                  24  1557336844.0727005                  75                  75                 300                0.91               48866                0.02                 0.0                0.01                0.01                 0.0
          50819.1333                0.14                 0.0                 0.0                 0.0                0.03                 0.1              108505                 0.0                0.01                0.09                  24  1557336844.0727005                  75                  75                 300                0.97               35213                0.01                 0.0                0.01                0.01                 0.0
          50819.1333                0.14                 0.0                 0.0                 0.0                0.03                 0.1                4488                 0.0                0.01                0.09                  24  1557336844.0727005                  75                  75                 300                1.02                1403                 0.0                 0.0                 0.0                 0.0                 0.0
               50819.1334                     0.15                      0.0                      0.0                      0.0                     0.03                      0.1                    57124                      0.0                     0.01                     0.09                       24       1557336869.3556895                       75                       75                      300                     0.48                    17635                     0.01                      0.0                      0.0                      0.0                      0.0
          50819.1334                0.15                 0.0                 0.0                 0.0                0.03                 0.1              180098                 0.0                0.01                0.09                  24  1557336869.3556895                  75                  75                 300                0.53               58311                0.03                 0.0                0.01                0.01                 0.0
          50819.1334                0.15                 0.0                 0.0                 0.0                0.03                 0.1              182145                 0.0                0.01                0.09                  24  1557336869.3556895                  75                  75                 300                0.59               59440                0.02                 0.0                0.01                0.01                 0.0
          50819.1334                0.15                 0.0                 0.0                 0.0                0.03                 0.1              175529                 0.0                0.01                0.09                  24  1557336869.3556895                  75                  75                 300                0.64               53860                0.02                 0.0                0.01                0.01                 0.0
          50819.1334                0.15                 0.0                 0.0                 0.0                0.03                 0.1              169879                 0.0                0.01                0.09                  24  1557336869.3556895                  75                  75                 300                 0.7               51948                0.02                 0.0                0.01                0.01                 0.0
          50819.1334                0.15                 0.0                 0.0                 0.0                0.03                 0.1              163947                 0.0                0.01                0.09                  24  1557336869.3556895                  75                  75                 300                0.75               51380                0.02                 0.0                0.01                0.01                 0.0
          50819.1334                0.15                 0.0                 0.0                 0.0                0.03                 0.1              158173                 0.0                0.01                0.09                  24  1557336869.3556895                  75                  75                 300                 0.8               50568                0.02                 0.0                0.01                0.01                 0.0
          50819.1334                0.15                 0.0                 0.0                 0.0                0.03                 0.1              152240                 0.0                0.01                0.09                  24  1557336869.3556895                  75                  75                 300                0.86               47632                0.02                 0.0                0.01                0.01                 0.0
          50819.1334                0.15                 0.0                 0.0                 0.0                0.03                 0.1              147277                 0.0                0.01                0.09                  24  1557336869.3556895                  75                  75                 300                0.91               48864                0.02                 0.0                0.01                0.01                 0.0
          50819.1334                0.15                 0.0                 0.0                 0.0                0.03                 0.1              108880                 0.0                0.01                0.09                  24  1557336869.3556895                  75                  75                 300                0.97               34944                0.01                 0.0                0.01                 0.0                 0.0
          50819.1334                0.15                 0.0                 0.0                 0.0                0.03                 0.1                4708                 0.0                0.01                0.09                  24  1557336869.3556895                  75                  75                 300                1.02                1413                 0.0                 0.0                 0.0                 0.0                 0.0
               50819.1334                     0.14                      0.0                      0.0                      0.0                     0.03                      0.1                    57219                      0.0                     0.01                     0.09                       24       1557336894.5368392                       75                       75                      300                     0.48                    17503                     0.01                      0.0                      0.0                      0.0                      0.0
          50819.1334                0.14                 0.0                 0.0                 0.0                0.03                 0.1              180905                 0.0                0.01                0.09                  24  1557336894.5368392                  75                  75                 300                0.53               58201                0.02                 0.0                0.01                0.01                 0.0
          50819.1334                0.14                 0.0                 0.0                 0.0                0.03                 0.1              182453                 0.0                0.01                0.09                  24  1557336894.5368392                  75                  75                 300                0.59               59297                0.02                 0.0                0.01                0.01                 0.0
          50819.1334                0.14                 0.0                 0.0                 0.0                0.03                 0.1              175697                 0.0                0.01                0.09                  24  1557336894.5368392                  75                  75                 300                0.64               54050                0.02                 0.0                0.01                0.01                 0.0
          50819.1334                0.14                 0.0                 0.0                 0.0                0.03                 0.1              169664                 0.0                0.01                0.09                  24  1557336894.5368392                  75                  75                 300                 0.7               51616                0.02                 0.0                0.01                0.01                 0.0
          50819.1334                0.14                 0.0                 0.0                 0.0                0.03                 0.1              162968                 0.0                0.01                0.09                  24  1557336894.5368392                  75                  75                 300                0.75               51650                0.02                 0.0                0.01                0.01                 0.0
          50819.1334                0.14                 0.0                 0.0                 0.0                0.03                 0.1              157281                 0.0                0.01                0.09                  24  1557336894.5368392                  75                  75                 300                 0.8               50561                0.02                 0.0                0.01                0.01                 0.0
          50819.1334                0.14                 0.0                 0.0                 0.0                0.03                 0.1              152385                 0.0                0.01                0.09                  24  1557336894.5368392                  75                  75                 300                0.86               47630                0.02                 0.0                0.01                0.01                 0.0
          50819.1334                0.14                 0.0                 0.0                 0.0                0.03                 0.1              147737                 0.0                0.01                0.09                  24  1557336894.5368392                  75                  75                 300                0.91               48759                0.02                 0.0                0.01                0.01                 0.0
          50819.1334                0.14                 0.0                 0.0                 0.0                0.03                 0.1              108945                 0.0                0.01                0.09                  24  1557336894.5368392                  75                  75                 300                0.97               35086                0.01                 0.0                0.01                0.01                 0.0
          50819.1334                0.14                 0.0                 0.0                 0.0                0.03                 0.1                4746                 0.0                0.01                0.09                  24  1557336894.5368392                  75                  75                 300                1.02                1379                 0.0                 0.0                 0.0                 0.0                 0.0
               50819.1335                     0.91                      0.0                      0.0                     0.01                     0.41                     0.47                    15121                      0.0                     0.03                     0.44                       24       1557336966.0513902                       75                       75                      300                     0.48                    14583                      0.0                      0.0                      0.0                      0.0                      0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47               74101                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                0.53               68404                0.01                 0.0                 0.0                 0.0                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              137299                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                0.58              133203                0.02                 0.0                 0.0                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              199642                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                0.63              191318                0.02                0.01                0.01                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              226247                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                0.68              214152                0.02                0.01                0.01                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              230600                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                0.74              216331                0.02                0.01                0.01                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              221932                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                0.79              208860                0.02                0.01                0.01                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              211764                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                0.84              195081                0.02                0.01                0.01                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              204820                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                0.89              195329                0.02                 0.0                0.01                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              195706                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                0.94              193434                0.02                0.01                0.01                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              189006                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                0.99              180221                0.02                 0.0                0.01                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              182526                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                1.05              176273                0.02                 0.0                0.01                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              177213                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                 1.1              168674                0.02                 0.0                 0.0                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              171097                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                1.15              165640                0.02                 0.0                 0.0                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              164926                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                 1.2              157929                0.02                 0.0                 0.0                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              159895                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                1.25              148212                0.02                 0.0                 0.0                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              155610                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                 1.3              144632                0.02                 0.0                 0.0                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              150799                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                1.35              140459                0.02                 0.0                 0.0                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              145861                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                1.41              138127                0.01                 0.0                 0.0                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              141757                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                1.46              131064                0.01                 0.0                 0.0                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              137360                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                1.51              131997                0.01                 0.0                 0.0                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              133690                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                1.56              129984                0.01                 0.0                 0.0                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              129769                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                1.61              125390                0.01                 0.0                 0.0                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47              116180                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                1.66              112979                0.01                 0.0                 0.0                0.01                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47               76596                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                1.72               74983                0.01                 0.0                 0.0                 0.0                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47               36987                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                1.77               35728                 0.0                 0.0                 0.0                 0.0                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47               11356                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                1.82               10750                 0.0                 0.0                 0.0                 0.0                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47                2108                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                1.87                1835                 0.0                 0.0                 0.0                 0.0                 0.0
          50819.1335                0.91                 0.0                 0.0                0.01                0.41                0.47                  32                 0.0                0.03                0.44                  24  1557336966.0513902                  75                  75                 300                1.92                  52                 0.0                 0.0                 0.0                 0.0                 0.0
               50819.1337                     0.93                      0.0                      0.0                     0.01                     0.43                     0.47                    15087                      0.0                     0.03                     0.44                       24       1557337077.2345924                       75                       75                      300                     0.48                    14687                      0.0                      0.0                      0.0                      0.0                      0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47               73921                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                0.53               68559                0.01                 0.0                 0.0                 0.0                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              137666                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                0.58              133623                0.02                 0.0                 0.0                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              200071                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                0.63              191449                0.02                0.01                0.01                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              225982                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                0.68              214649                0.02                0.01                0.01                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              228875                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                0.74              216127                0.02                0.01                0.01                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              222252                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                0.79              208454                0.02                0.01                0.01                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              212600                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                0.84              194996                0.02                 0.0                0.01                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              203799                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                0.89              195123                0.02                0.01                0.01                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              196394                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                0.94              193713                0.02                0.01                0.01                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              190102                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                0.99              180384                0.02                 0.0                0.01                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              183037                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                1.05              176397                0.02                 0.0                0.01                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              176032                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                 1.1              169238                0.02                 0.0                 0.0                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              170247                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                1.15              165795                0.02                 0.0                 0.0                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              165090                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                 1.2              157938                0.02                 0.0                 0.0                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              159881                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                1.25              148203                0.02                 0.0                 0.0                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              155307                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                 1.3              144636                0.02                 0.0                 0.0                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              150638                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                1.35              140414                0.01                 0.0                 0.0                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              145928                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                1.41              137705                0.01                 0.0                 0.0                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              141957                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                1.46              130462                0.01                 0.0                 0.0                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              137696                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                1.51              132395                0.01                 0.0                 0.0                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              134222                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                1.56              129795                0.01                 0.0                 0.0                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              130384                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                1.61              125702                0.01                 0.0                 0.0                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47              116189                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                1.66              113185                0.01                 0.0                 0.0                0.01                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47               76210                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                1.72               74666                0.01                 0.0                 0.0                 0.0                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47               36998                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                1.77               35816                 0.0                 0.0                 0.0                 0.0                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47               11358                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                1.82               10789                 0.0                 0.0                 0.0                 0.0                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47                2051                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                1.87                1860                 0.0                 0.0                 0.0                 0.0                 0.0
          50819.1337                0.93                 0.0                 0.0                0.01                0.43                0.47                  26                 0.0                0.03                0.44                  24  1557337077.2345924                  75                  75                 300                1.92                  48                 0.0                 0.0                 0.0                 0.0                 0.0
               50819.1338                     0.92                      0.0                      0.0                     0.01                     0.42                     0.48                    15246                      0.0                     0.03                     0.44                       24       1557337188.2079668                       75                       75                      300                     0.48                    14613                      0.0                      0.0                      0.0                      0.0                      0.0
          50819.1338                0.92                 0.0                 0.0                0.01                0.42                0.48               72981                 0.0                0.03                0.44                  24  1557337188.2079668                  75                  75                 300                0.53               68191                0.01                 0.0                 0.0                 0.0                 0.0
          50819.1338                0.92                 0.0                 0.0                0.01                0.42                0.48              137460                 0.0                0.03                0.44                  24  1557337188.2079668                  75                  75                 300                0.58              133290                0.02                 0.0                 0.0                0.01                 0.0
          50819.1338                0.92                 0.0                 0.0                0.01                0.42                0.48              199558                 0.0                0.03                0.44                  24  1557337188.2079668                  75                  75                 300                0.63              191324                0.02                0.01                0.01                0.01                 0.0
          50819.1338                0.92                 0.0                 0.0                0.01                0.42                0.48              227205                 0.0                0.03                0.44                  24  1557337188.2079668                  75                  75                 300                0.68              214327                0.02                0.01                0.01                0.01                 0.0
          50819.1338                0.92                 0.0                 0.0                0.01                0.42                0.48              229934                 0.0                0.03                0.44                  24  1557337188.2079668                  75                  75                 300                0.74              216142                0.02                0.01                0.01                0.01                 0.0
          50819.1338                0.92                 0.0                 0.0                0.01                0.42                0.48              221956                 0.0                0.03                0.44                  24  1557337188.2079668                  75                  75                 300                0.79              208760                0.02                0.01                0.01                0.01                 0.0
          50819.1338                0.92                 0.0                 0.0                0.01                0.42                0.48              212844                 0.0                0.03                0.44                  24  1557337188.2079668                  75                  75                 300                0.84              194594                0.02                0.01                0.01                0.01                 0.0
          50819.1338                0.92                 0.0                 0.0                0.01                0.42                0.48              204412                 0.0                0.03                0.44                  24  1557337188.2079668                  75                  75                 300                0.89              194729                0.02                0.01                0.01                0.01                 0.0
          50819.1338                0.92                 0.0                 0.0                0.01                0.42                0.48              196471                 0.0                0.03                0.44                  24  1557337188.2079668                  75                  75                 300                0.94              193591                0.02                0.01                0.01                0.01                 0.0
