                  mocknum                  getmock              stack_boxes            push_box2catz             get_ra_dec_z             bin_redshifs              get_randoms                 numrands      push_box2catz_Rands       get_ra_dec_z_Rands       bin_redshifs_Rands                 nthreads               calc_stats                 numtbins                 numrbins                    pimax                     zbin                  numgals              calc_wtheta         wt_galgal_counts       wt_randrand_counts        wt_galrand_counts          wt_counts_to_cf
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44              589426                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                0.94              193540                0.06                 0.0                0.03                0.02                 0.0
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44              567368                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                0.99              180646                0.06                 0.0                0.03                0.02                 0.0
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44              547723                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                1.05              176742                0.06                 0.0                0.03                0.02                 0.0
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44              529780                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                 1.1              169886                0.05                 0.0                0.03                0.02                 0.0
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44              511027                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                1.15              165905                0.05                 0.0                0.03                0.02                 0.0
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44              496435                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                 1.2              157798                0.05                 0.0                0.03                0.02                 0.0
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44              480697                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                1.25              148330                0.05                 0.0                0.03                0.02                 0.0
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44              466090                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                 1.3              144097                0.05                 0.0                0.03                0.02                 0.0
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44              451525                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                1.35              139989                0.05                 0.0                0.03                0.02                 0.0
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44              437647                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                1.41              137659                0.04                 0.0                0.02                0.02                 0.0
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44              425445                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                1.46              130616                0.04                 0.0                0.02                0.02                 0.0
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44              413210                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                1.51              131915                0.04                 0.0                0.02                0.02                 0.0
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44              401601                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                1.56              129455                0.04                 0.0                0.02                0.02                 0.0
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44              391431                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                1.61              125861                0.04                 0.0                0.02                0.02                 0.0
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44              348886                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                1.66              113060                0.03                 0.0                0.02                0.01                 0.0
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44              228519                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                1.72               75213                0.02                 0.0                0.01                0.01                 0.0
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44              111669                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                1.77               35869                0.01                 0.0                 0.0                 0.0                 0.0
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44               33738                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                1.82               10867                 0.0                 0.0                 0.0                 0.0                 0.0
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44                6455                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                1.87                1816                 0.0                 0.0                 0.0                 0.0                 0.0
          51019.1627                1.91                 0.0                 0.0                0.01                0.44                1.44                 118                 0.0                 0.1                1.32                  24  1557520163.7292097                  50                  50                 300                1.92                  45                 0.0                 0.0                 0.0                 0.0                 0.0
               51019.1631                     1.89                      0.0                      0.0                     0.01                     0.42                     1.44                    45505                      0.0                      0.1                     1.33                       24       1557520379.0218396                       50                       50                      300                     0.48                    14632                     0.01                      0.0                      0.0                      0.0                      0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              220282                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                0.53               68570                0.03                 0.0                0.01                0.01                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              414310                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                0.58              133338                0.05                 0.0                0.03                0.02                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              597520                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                0.63              192045                0.07                0.01                0.04                0.03                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              680009                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                0.68              214485                0.07                0.01                0.04                0.03                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              690387                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                0.74              215712                0.07                 0.0                0.04                0.03                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              665892                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                0.79              208825                0.07                 0.0                0.04                0.03                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              636120                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                0.84              195039                0.06                 0.0                0.03                0.03                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              611476                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                0.89              194901                0.06                 0.0                0.03                0.02                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              589882                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                0.94              193632                0.06                 0.0                0.03                0.03                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              567385                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                0.99              180238                0.06                 0.0                0.03                0.02                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              548037                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                1.05              176281                0.06                 0.0                0.03                0.02                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              529147                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                 1.1              169271                0.05                 0.0                0.03                0.02                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              512540                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                1.15              166323                0.05                 0.0                0.03                0.02                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              495766                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                 1.2              157952                0.05                 0.0                0.03                0.02                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              480976                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                1.25              148132                0.05                 0.0                0.03                0.02                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              464670                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                 1.3              144519                0.05                 0.0                0.03                0.02                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              452068                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                1.35              140131                0.05                 0.0                0.02                0.02                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              439133                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                1.41              138178                0.04                 0.0                0.02                0.02                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              425462                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                1.46              130528                0.04                 0.0                0.02                0.02                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              412815                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                1.51              131732                0.04                 0.0                0.02                0.02                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              401317                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                1.56              129870                0.04                 0.0                0.02                0.02                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              390336                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                1.61              125709                0.04                 0.0                0.02                0.02                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              348678                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                1.66              112924                0.03                 0.0                0.02                0.01                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              228845                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                1.72               75006                0.02                 0.0                0.01                0.01                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44              111526                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                1.77               35813                0.01                 0.0                 0.0                 0.0                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44               33501                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                1.82               10809                 0.0                 0.0                 0.0                 0.0                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44                6324                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                1.87                1813                 0.0                 0.0                 0.0                 0.0                 0.0
          51019.1631                1.89                 0.0                 0.0                0.01                0.42                1.44                  91                 0.0                 0.1                1.33                  24  1557520379.0218396                  50                  50                 300                1.92                  48                 0.0                 0.0                 0.0                 0.0                 0.0
               51019.1634                     5.25                      0.0                      0.0                     0.01                     0.42                     4.81                   150614                     0.01                     0.35                     4.41                       24       1557520795.3629353                       50                       50                      300                     0.48                    14758                     0.03                      0.0                     0.02                     0.01                      0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81              735495                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                0.53               68463                0.16                 0.0                0.13                0.03                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             1381648                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                0.58              133579                0.29                 0.0                0.23                0.06                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             1995443                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                0.63              191888                0.42                 0.0                0.34                0.08                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             2264899                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                0.68              213807                0.47                0.01                0.38                0.09                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             2295990                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                0.74              215700                0.46                0.01                0.37                0.09                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             2215717                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                0.79              208599                0.43                 0.0                0.35                0.08                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             2124910                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                0.84              194999                 0.4                 0.0                0.32                0.07                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             2041414                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                0.89              195088                0.41                 0.0                0.33                0.08                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             1963696                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                0.94              193846                0.39                 0.0                0.31                0.07                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             1896414                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                0.99              180212                0.37                 0.0                0.29                0.07                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             1828439                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                1.05              176704                0.34                 0.0                0.27                0.07                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             1764029                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                 1.1              169422                0.34                 0.0                0.27                0.06                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             1708367                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                1.15              165406                0.33                 0.0                0.26                0.06                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             1652074                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                 1.2              157652                0.32                 0.0                0.26                0.06                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             1600787                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                1.25              147914                0.31                 0.0                0.25                0.06                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             1549803                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                 1.3              144244                 0.3                 0.0                0.24                0.05                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             1505063                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                1.35              140405                0.28                 0.0                0.22                0.05                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             1460960                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                1.41              138291                0.27                 0.0                0.22                0.05                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             1416830                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                1.46              130557                0.26                 0.0                 0.2                0.05                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             1377966                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                1.51              131913                0.25                 0.0                 0.2                0.05                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             1338824                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                1.56              130037                0.24                 0.0                0.19                0.05                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             1301639                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                1.61              125754                0.24                 0.0                0.19                0.05                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81             1160100                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                1.66              112726                0.19                 0.0                0.15                0.04                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81              762673                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                1.72               75165                0.11                 0.0                0.09                0.02                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81              372092                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                1.77               35598                0.04                 0.0                0.03                0.01                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81              112627                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                1.82               10863                0.02                 0.0                0.01                 0.0                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81               21160                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                1.87                1817                 0.0                 0.0                 0.0                 0.0                 0.0
          51019.1634                5.25                 0.0                 0.0                0.01                0.42                4.81                 327                0.01                0.35                4.41                  24  1557520795.3629353                  50                  50                 300                1.92                  41                 0.0                 0.0                 0.0                 0.0                 0.0
               51019.1648                     5.27                      0.0                      0.0                     0.01                     0.42                     4.83                   151490                     0.01                     0.35                     4.43                       24        1557521606.784529                       50                       50                      300                     0.48                    14556                     0.03                      0.0                     0.02                     0.01                      0.0
          51019.1648                5.27                 0.0                 0.0                0.01                0.42                4.83              735655                0.01                0.35                4.43                  24   1557521606.784529                  50                  50                 300                0.53               68440                0.17                 0.0                0.13                0.03                 0.0
          51019.1648                5.27                 0.0                 0.0                0.01                0.42                4.83             1381532                0.01                0.35                4.43                  24   1557521606.784529                  50                  50                 300                0.58              133105                 0.3                 0.0                0.23                0.06                 0.0
          51019.1648                5.27                 0.0                 0.0                0.01                0.42                4.83             1993936                0.01                0.35                4.43                  24   1557521606.784529                  50                  50                 300                0.63              191071                0.44                 0.0                0.36                0.08                 0.0
          51019.1648                5.27                 0.0                 0.0                0.01                0.42                4.83             2265141                0.01                0.35                4.43                  24   1557521606.784529                  50                  50                 300                0.68              214677                0.47                0.01                0.38                0.09                 0.0
          51019.1648                5.27                 0.0                 0.0                0.01                0.42                4.83             2295481                0.01                0.35                4.43                  24   1557521606.784529                  50                  50                 300                0.74              216112                0.45                 0.0                0.36                0.08                 0.0
          51019.1648                5.27                 0.0                 0.0                0.01                0.42                4.83             2217929                0.01                0.35                4.43                  24   1557521606.784529                  50                  50                 300                0.79              208239                0.43                 0.0                0.34                0.08                 0.0
          51019.1648                5.27                 0.0                 0.0                0.01                0.42                4.83             2124172                0.01                0.35                4.43                  24   1557521606.784529                  50                  50                 300                0.84              194756                0.42                0.01                0.34                0.08                 0.0
          51019.1648                5.27                 0.0                 0.0                0.01                0.42                4.83             2039333                0.01                0.35                4.43                  24   1557521606.784529                  50                  50                 300                0.89              195283                 0.4                 0.0                0.33                0.07                 0.0
          51019.1648                5.27                 0.0                 0.0                0.01                0.42                4.83             1964285                0.01                0.35                4.43                  24   1557521606.784529                  50                  50                 300                0.94              194109                0.38                 0.0                 0.3                0.07                 0.0
          51019.1648                5.27                 0.0                 0.0                0.01                0.42                4.83             1893179                0.01                0.35                4.43                  24   1557521606.784529                  50                  50                 300                0.99              179998                0.37                 0.0                 0.3                0.07                 0.0
          51019.1648                5.27                 0.0                 0.0                0.01                0.42                4.83             1825870                0.01                0.35                4.43                  24   1557521606.784529                  50                  50                 300                1.05              176541                0.35                 0.0                0.27                0.07                 0.0
          51019.1648                5.27                 0.0                 0.0                0.01                0.42                4.83             1766645                0.01                0.35                4.43                  24   1557521606.784529                  50                  50                 300                 1.1              168921                0.34                 0.0                0.27                0.06                 0.0
          51019.1648                5.27                 0.0                 0.0                0.01                0.42                4.83             1705123                0.01                0.35                4.43                  24   1557521606.784529                  50                  50                 300                1.15              165733                0.34                 0.0                0.27                0.06                 0.0
          51019.1648                5.27                 0.0                 0.0                0.01                0.42                4.83             1654673                0.01                0.35                4.43                  24   1557521606.784529                  50                  50                 300                 1.2              157696                0.31                 0.0                0.25                0.06                 0.0
          51019.1648                5.27                 0.0                 0.0                0.01                0.42                4.83             1600835                0.01                0.35                4.43                  24   1557521606.784529                  50                  50                 300                1.25              148462                 0.3                 0.0                0.24                0.06                 0.0
          51019.1648                5.27                 0.0                 0.0                0.01                0.42                4.83             1552057                0.01                0.35                4.43                  24   1557521606.784529                  50                  50                 300                 1.3              144868                 0.3                 0.0                0.24                0.06                 0.0
          51019.1648                5.27                 0.0                 0.0                0.01                0.42                4.83             1504360                0.01                0.35                4.43                  24   1557521606.784529                  50                  50                 300                1.35              140097                0.29                 0.0                0.23                0.06                 0.0
          51019.1648                5.27                 0.0                 0.0                0.01                0.42                4.83             1460236                0.01                0.35                4.43                  24   1557521606.784529                  50                  50                 300                1.41              137036                0.27                 0.0                0.21                0.05                 0.0
