# 'bin_[#]' columns contain bin centers (theta in degrees, r in Mpc/h), 'stat_[#]' contain the stat for each bin, others are extra info.

                     mock                     zbin                   zwidth                   Nstack                    Ngals                   Nrands                 statname                    bin_0                    bin_1                    bin_2                    bin_3                    bin_4                    bin_5                    bin_6                    bin_7                    bin_8                    bin_9                   bin_10                   bin_11                   bin_12                   bin_13                   bin_14                   bin_15                   bin_16                   bin_17                   bin_18                   bin_19                   bin_20                   bin_21                   bin_22                   bin_23                   bin_24                   bin_25                   bin_26                   bin_27                   bin_28                   bin_29                   bin_30                   bin_31                   bin_32                   bin_33                   bin_34                   bin_35                   bin_36                   bin_37                   bin_38                   bin_39                   bin_40                   bin_41                   bin_42                   bin_43                   bin_44                   bin_45                   bin_46                   bin_47                   bin_48                   bin_49                   stat_0                   stat_1                   stat_2                   stat_3                   stat_4                   stat_5                   stat_6                   stat_7                   stat_8                   stat_9                  stat_10                  stat_11                  stat_12                  stat_13                  stat_14                  stat_15                  stat_16                  stat_17                  stat_18                  stat_19                  stat_20                  stat_21                  stat_22                  stat_23                  stat_24                  stat_25                  stat_26                  stat_27                  stat_28                  stat_29                  stat_30                  stat_31                  stat_32                  stat_33                  stat_34                  stat_35                  stat_36                  stat_37                  stat_38                  stat_39                  stat_40                  stat_41                  stat_42                  stat_43                  stat_44                  stat_45                  stat_46                  stat_47                  stat_48                  stat_49
               51019.1742                     0.49                     0.18                        0              9.10840e+04              9.41680e+04                   wtheta        0.240480000000000        0.258900000000000        0.278720000000000        0.300060000000000        0.323040000000000        0.347770000000000        0.374400000000000        0.403070000000000        0.433930000000000        0.467150000000000        0.502920000000000        0.541430000000000        0.582880000000000        0.627510000000000        0.675560000000000        0.727290000000000        0.782970000000000        0.842920000000000        0.907460000000000        0.976940000000000        1.051750000000000        1.132270000000000        1.218970000000000        1.312300000000000        1.412780000000000        1.520960000000000        1.637410000000000        1.762780000000000        1.897760000000000        2.043060000000000        2.199490000000000        2.367900000000000        2.549210000000000        2.744390000000000        2.954520000000000        3.180740000000000        3.424280000000000        3.686470000000000        3.968740000000000        4.272610000000000        4.599760000000000        4.951950000000000        5.331100000000000        5.739290000000000        6.178730000000000        6.651820000000000        7.161140000000000        7.709440000000000        8.299740000000000        8.935230000000001        0.192880370136110        0.176095647882217        0.177898016045117        0.163716319788773        0.157830365028592        0.145892242709439        0.145016874094128        0.126590973414655        0.125990555927580        0.115189781466403        0.109890360768327        0.107736853293857        0.091155175663252        0.083905086679486        0.078285548004705        0.063211886246699        0.064045397181828        0.056636014258615        0.051166951719149        0.043415335984239        0.037627640827283        0.033379860810510        0.028879576637517        0.021908311282267        0.018289919300039        0.015829335702111        0.011715082208080        0.010464695593012        0.009254120307291        0.008236970877901        0.009305256907043        0.007137707562979        0.003936772549982        0.003791278513200        0.005274993405388        0.003916620529841        0.003482538294533        0.004968124876581        0.004678752759807        0.004609138732253        0.003023804541638        0.000759467557406       -0.000723767955996       -0.001594682297736       -0.002010147017887        0.000470960929007        0.000680470556044       -0.000343968877789       -0.001683692465081       -0.002950382851916
               51019.1742                     0.66                     0.17                        0              1.75639e+05              1.87433e+05                   wtheta        0.186860000000000        0.201170000000000        0.216570000000000        0.233150000000000        0.251000000000000        0.270220000000000        0.290910000000000        0.313190000000000        0.337170000000000        0.362980000000000        0.390780000000000        0.420700000000000        0.452910000000000        0.487590000000000        0.524920000000000        0.565110000000000        0.608380000000000        0.654960000000000        0.705110000000000        0.759100000000000        0.817220000000000        0.879790000000000        0.947160000000000        1.019680000000000        1.097750000000000        1.181800000000000        1.272290000000000        1.369710000000000        1.474580000000000        1.587490000000000        1.709040000000000        1.839890000000000        1.980770000000000        2.132430000000000        2.295710000000000        2.471480000000000        2.660720000000000        2.864440000000000        3.083770000000000        3.319880000000000        3.574080000000000        3.847730000000000        4.142340000000000        4.459510000000000        4.800970000000000        5.168560000000000        5.564310000000000        5.990350000000000        6.449010000000000        6.942800000000000        0.115507690769252        0.113408475622294        0.108377775846566        0.100162837030406        0.096011286306763        0.091539439178369        0.084444366001313        0.082765551014157        0.073767922576227        0.069351400511399        0.062586677255374        0.063261679615971        0.052270039050234        0.049255488879105        0.046922643663897        0.042241324364893        0.038406668549165        0.037451858660897        0.033003420680561        0.032463339105999        0.027610175060890        0.026383032748640        0.021989417836245        0.020338889994324        0.017477855686125        0.013749042319823        0.010919739403918        0.009573753174694        0.007569271139962        0.006535711151805        0.003739198839628        0.004111169160225        0.004352486262271        0.003774143634071        0.003628509362836        0.003975726096620        0.002504403570150        0.001824376966425        0.002367978852925        0.002581053953790        0.002661804728855        0.001451887227734        0.000788328278085       -0.001443108167101       -0.001918621722122       -0.001426283772896       -0.001151778825492       -0.001373592236629       -0.001126846612887       -0.002012449076389
               51019.1742                     0.84                     0.18                        0              1.60081e+05              1.67917e+05                   wtheta        0.154090000000000        0.165890000000000        0.178590000000000        0.192260000000000        0.206990000000000        0.222830000000000        0.239900000000000        0.258260000000000        0.278040000000000        0.299330000000000        0.322250000000000        0.346920000000000        0.373480000000000        0.402080000000000        0.432860000000000        0.466010000000000        0.501690000000000        0.540100000000000        0.581460000000000        0.625980000000000        0.673910000000000        0.725500000000000        0.781050000000000        0.840860000000000        0.905240000000000        0.974550000000000        1.049170000000000        1.129500000000000        1.215990000000000        1.309090000000000        1.409320000000000        1.517230000000000        1.633400000000000        1.758470000000000        1.893110000000000        2.038060000000000        2.194110000000000        2.362110000000000        2.542970000000000        2.737670000000000        2.947290000000000        3.172960000000000        3.415900000000000        3.677450000000000        3.959020000000000        4.262150000000000        4.588490000000000        4.939820000000000        5.318050000000000        5.725240000000000        0.124885524343463        0.117403629892008        0.109263273153439        0.107557938260653        0.102317026604728        0.097456849958824        0.098351696591026        0.082949104415186        0.080661420661133        0.072935968848882        0.067897064427511        0.065439721229567        0.053063447381518        0.051541709192623        0.044402049545679        0.041298223790130        0.038416167983401        0.030440174079277        0.028767769389278        0.025593231746984        0.022734953170951        0.020268275007040        0.017835321581638        0.017827727471610        0.013594131056790        0.014910145426386        0.010652348157205        0.010169984148319        0.009200301328862        0.007176149043572        0.004621146591524        0.003987753801964        0.003510785917545        0.002795278316617        0.002645015795414        0.002228528691929        0.002195262089489        0.002775225347398        0.001719979001362        0.001650377550691        0.001491969192239       -0.000319270616800        0.001240772149929        0.001713336710982        0.000796415516920       -0.000257647458737       -0.000380410835901       -0.000253567963421       -0.000751993397577       -0.000169931024711
               51019.1742                     1.01                     0.18                        0              4.84800e+04              5.04820e+04                   wtheta        0.134070000000000        0.144340000000000        0.155390000000000        0.167290000000000        0.180100000000000        0.193890000000000        0.208730000000000        0.224710000000000        0.241920000000000        0.260440000000000        0.280380000000000        0.301850000000000        0.324970000000000        0.349850000000000        0.376630000000000        0.405470000000000        0.436520000000000        0.469940000000000        0.505920000000000        0.544660000000000        0.586360000000000        0.631260000000000        0.679590000000000        0.731630000000000        0.787650000000000        0.847950000000000        0.912880000000000        0.982780000000000        1.058030000000000        1.139040000000000        1.226250000000000        1.320140000000000        1.421220000000000        1.530040000000000        1.647190000000000        1.773310000000000        1.909090000000000        2.055260000000000        2.212630000000000        2.382040000000000        2.564430000000000        2.760780000000000        2.972170000000000        3.199740000000000        3.444730000000000        3.708490000000000        3.992430000000000        4.298120000000000        4.627220000000000        4.981510000000000        0.408117659349539        0.384151504545071        0.356293861151058        0.347315573043127        0.336634927852071        0.299250079662417        0.264084210994568        0.253830884240304        0.239633504215134        0.224436268513280        0.181003015435506        0.195530477720533        0.186122990691404        0.159615675772323        0.149207036999840        0.138808230233543        0.130590935984589        0.115090088822216        0.109005352169363        0.101112472241587        0.086649530431024        0.077943228543247        0.069905479704912        0.055118728828340        0.046508839282127        0.048979128224947        0.042362578076885        0.046875733570319        0.034274819468575        0.028637516301249        0.019411992804088        0.011853735226476        0.008904695179562        0.008910677855064        0.006873590256504        0.004772878689714        0.007390605060375        0.009404469126661        0.006786447184432        0.011098259887096        0.008564512252108        0.005071877875696        0.001039679017671       -0.004691695279127       -0.007374287982023       -0.006505282735800       -0.008299114632635       -0.004857622184113       -0.001924213635766       -0.000519127468694
               51019.1742                    0.466       0.5600000023841858                        0              4.75284e+05              5.00000e+05                       xi       25.456060000000001       26.384830000000001       27.347480000000001       28.345250000000000       29.379429999999999       30.451339999999998       31.562349999999999       32.713909999999998       33.907470000000004       35.144590000000001       36.426839999999999       37.755870000000002       39.133400000000002       40.561180000000000       42.041049999999998       43.574919999999999       45.164749999999998       46.812590000000000       48.520550000000000       50.290819999999997       52.125680000000003       54.027490000000000       55.998680000000000       58.041789999999999       60.159450000000000       62.354360000000000       64.629360000000005       66.987369999999999       69.431399999999996       71.964609999999993       74.590239999999994       77.311660000000003       80.132379999999998       83.056010000000001       86.086309999999997       89.227170000000001       92.482619999999997       95.856849999999994       99.354190000000003      102.979129999999998      106.736320000000006      110.630600000000001      114.666960000000003      118.850579999999994      123.186840000000004      127.681319999999999      132.339769999999987      137.168190000000010      142.172770000000014      147.359949999999998        0.146622300148010        0.134641170501709        0.121962785720825        0.114698410034180        0.108247995376587        0.096388578414917        0.090892314910889        0.081187486648560        0.075201988220215        0.066771626472473        0.063955783843994        0.055504679679871        0.048964858055115        0.045296788215637        0.039972901344299        0.036052346229553        0.031608939170837        0.027891278266907        0.024546504020691        0.022656679153442        0.020455598831177        0.016055822372437        0.014130234718323        0.012531757354736        0.011377096176147        0.009535670280457        0.007919430732727        0.007435083389282        0.006360888481140        0.005487799644470        0.005064368247986        0.004648685455322        0.004675865173340        0.003902196884155        0.003152847290039        0.002667307853699        0.003028750419617        0.002903461456299        0.003149867057800        0.003315567970276        0.003560543060303        0.003375530242920        0.002941131591797        0.002392053604126        0.001137018203735        0.000219464302063       -0.000155925750732       -0.000634431838989       -0.001096189022064       -0.001233339309692
               51019.1742                    0.466       0.5600000023841858                        0              4.75284e+05              5.00000e+05                       wp       25.456060000000001       26.384830000000001       27.347480000000001       28.345250000000000       29.379429999999999       30.451339999999998       31.562349999999999       32.713909999999998       33.907470000000004       35.144590000000001       36.426839999999999       37.755870000000002       39.133400000000002       40.561180000000000       42.041049999999998       43.574919999999999       45.164749999999998       46.812590000000000       48.520550000000000       50.290819999999997       52.125680000000003       54.027490000000000       55.998680000000000       58.041789999999999       60.159450000000000       62.354360000000000       64.629360000000005       66.987369999999999       69.431399999999996       71.964609999999993       74.590239999999994       77.311660000000003       80.132379999999998       83.056010000000001       86.086309999999997       89.227170000000001       92.482619999999997       95.856849999999994       99.354190000000003      102.979129999999998      106.736320000000006      110.630600000000001      114.666960000000003      118.850579999999994      123.186840000000004      127.681319999999999      132.339769999999987      137.168190000000010      142.172770000000014      147.359949999999998        7.812952995300293        7.755160331726074        7.008576393127441        7.057642936706543        6.193470954895020        5.914378166198730        5.059504508972168        4.853296279907227        4.595589637756348        4.043769836425781        3.814959526062012        3.420782089233398        2.902650833129883        2.679347991943359        2.430725097656250        2.237105369567871        2.047061920166016        1.760315895080566        1.960659027099609        1.693511009216309        1.549673080444336        1.704525947570801        1.262640953063965        1.358199119567871        1.244187355041504        1.132035255432129        1.039052009582520        0.973463058471680        0.896501541137695        0.885915756225586        0.710535049438477        0.904440879821777        0.956511497497559        0.900006294250488        1.127171516418457        0.968170166015625        0.857949256896973        0.686001777648926        0.833916664123535        0.637149810791016        0.617122650146484        0.400972366333008        0.304913520812988       -0.062191486358643       -0.235140323638916       -0.421035289764404       -0.618553161621094       -0.626492500305176       -0.584185123443604       -0.669300556182861
               51019.1742                     0.49                     0.18                        0              9.14680e+04              9.48150e+04                   wtheta        0.240480000000000        0.258900000000000        0.278720000000000        0.300060000000000        0.323040000000000        0.347770000000000        0.374400000000000        0.403070000000000        0.433930000000000        0.467150000000000        0.502920000000000        0.541430000000000        0.582880000000000        0.627510000000000        0.675560000000000        0.727290000000000        0.782970000000000        0.842920000000000        0.907460000000000        0.976940000000000        1.051750000000000        1.132270000000000        1.218970000000000        1.312300000000000        1.412780000000000        1.520960000000000        1.637410000000000        1.762780000000000        1.897760000000000        2.043060000000000        2.199490000000000        2.367900000000000        2.549210000000000        2.744390000000000        2.954520000000000        3.180740000000000        3.424280000000000        3.686470000000000        3.968740000000000        4.272610000000000        4.599760000000000        4.951950000000000        5.331100000000000        5.739290000000000        6.178730000000000        6.651820000000000        7.161140000000000        7.709440000000000        8.299740000000000        8.935230000000001        0.197644491174977        0.197659401399394        0.196273663207706        0.166242716730160        0.168032451609887        0.145934556665308        0.140960779085323        0.136848322043976        0.128529367145075        0.117970205157921        0.110547858535041        0.104632526942182        0.091925589820685        0.080501135136415        0.081273682065459        0.065794672152464        0.064572154065623        0.057995527582288        0.047620600113935        0.040008517596965        0.037025688817179        0.032861028752577        0.030119412251860        0.026747659377254        0.021987131448486        0.017007393379785        0.015464148110883        0.014618891422440        0.011263853422531        0.012260920358471        0.009173640912971        0.007432343017133        0.005642173274660        0.006595826334940        0.005393335448644        0.004627657178269        0.005628944950035        0.007010469068391        0.005456777922588        0.004549914498547        0.002576509191451        0.001456097160375       -0.000329433628546       -0.001904547604126       -0.003298712375274       -0.000812511755808       -0.000421586763839       -0.000265942289165       -0.001560344837654       -0.004827024941609
               51019.1742                     0.66                     0.17                        0              1.75550e+05              1.87433e+05                   wtheta        0.186860000000000        0.201170000000000        0.216570000000000        0.233150000000000        0.251000000000000        0.270220000000000        0.290910000000000        0.313190000000000        0.337170000000000        0.362980000000000        0.390780000000000        0.420700000000000        0.452910000000000        0.487590000000000        0.524920000000000        0.565110000000000        0.608380000000000        0.654960000000000        0.705110000000000        0.759100000000000        0.817220000000000        0.879790000000000        0.947160000000000        1.019680000000000        1.097750000000000        1.181800000000000        1.272290000000000        1.369710000000000        1.474580000000000        1.587490000000000        1.709040000000000        1.839890000000000        1.980770000000000        2.132430000000000        2.295710000000000        2.471480000000000        2.660720000000000        2.864440000000000        3.083770000000000        3.319880000000000        3.574080000000000        3.847730000000000        4.142340000000000        4.459510000000000        4.800970000000000        5.168560000000000        5.564310000000000        5.990350000000000        6.449010000000000        6.942800000000000        0.132770163714348        0.115747306045616        0.110241788919786        0.098856027021958        0.098308243995900        0.091183190172447        0.085216485871624        0.081912512055778        0.073084899390949        0.070234308856443        0.061390976348856        0.059923607196838        0.055540552231787        0.051585778351839        0.044901972398557        0.040429047611522        0.041165423206477        0.037610831431232        0.035083512356558        0.030457844525405        0.026608138729549        0.023335830955330        0.022607277601251        0.020108958922703        0.016480191216234        0.014338627628408        0.012433588125503        0.010175694905347        0.008831811507264        0.006513476269692        0.005808685869027        0.004479097475105        0.005225378676733        0.003464520336141        0.004553454822477        0.004217683641777        0.003534790314280        0.001570160875711        0.003202924696878        0.003259068211848        0.002998231264207        0.002214774449778        0.000773297612013       -0.001551127801281       -0.001465757582976       -0.001205824198739       -0.000980870161496       -0.000650601022515       -0.000891011826898       -0.001720399056427
               51019.1742                     0.84                     0.18                        0              1.59928e+05              1.67636e+05                   wtheta        0.154090000000000        0.165890000000000        0.178590000000000        0.192260000000000        0.206990000000000        0.222830000000000        0.239900000000000        0.258260000000000        0.278040000000000        0.299330000000000        0.322250000000000        0.346920000000000        0.373480000000000        0.402080000000000        0.432860000000000        0.466010000000000        0.501690000000000        0.540100000000000        0.581460000000000        0.625980000000000        0.673910000000000        0.725500000000000        0.781050000000000        0.840860000000000        0.905240000000000        0.974550000000000        1.049170000000000        1.129500000000000        1.215990000000000        1.309090000000000        1.409320000000000        1.517230000000000        1.633400000000000        1.758470000000000        1.893110000000000        2.038060000000000        2.194110000000000        2.362110000000000        2.542970000000000        2.737670000000000        2.947290000000000        3.172960000000000        3.415900000000000        3.677450000000000        3.959020000000000        4.262150000000000        4.588490000000000        4.939820000000000        5.318050000000000        5.725240000000000        0.131598940619215        0.123017234418749        0.110893098249092        0.109565045501141        0.098222336179288        0.093606411890127        0.087126372532765        0.082463351265460        0.078492037065150        0.069914982674116        0.071445125529968        0.066944297720876        0.055252241631980        0.052824547328468        0.041736335250766        0.039447965256822        0.034140677268898        0.029087396297715        0.024413501071016        0.022956601020541        0.019093217248008        0.016784712160516        0.017152280219465        0.016297760771570        0.013230949050154        0.013461686683599        0.011850605500777        0.008640280826663        0.006848135155371        0.006603353952720        0.005227425288873        0.004480549290473        0.002845274834405        0.002780416461746        0.002514529429428        0.001684426572566        0.001463056602758        0.001848949430435        0.001253123142902        0.001143824229130        0.001564054386728        0.000194221616327        0.000459163868112        0.001058671519458        0.000246391650708       -0.000067363967206       -0.000711038805515        0.000651776725667       -0.000393652741211       -0.000451220861115
               51019.1742                     1.01                     0.18                        0              4.87300e+04              5.01160e+04                   wtheta        0.134070000000000        0.144340000000000        0.155390000000000        0.167290000000000        0.180100000000000        0.193890000000000        0.208730000000000        0.224710000000000        0.241920000000000        0.260440000000000        0.280380000000000        0.301850000000000        0.324970000000000        0.349850000000000        0.376630000000000        0.405470000000000        0.436520000000000        0.469940000000000        0.505920000000000        0.544660000000000        0.586360000000000        0.631260000000000        0.679590000000000        0.731630000000000        0.787650000000000        0.847950000000000        0.912880000000000        0.982780000000000        1.058030000000000        1.139040000000000        1.226250000000000        1.320140000000000        1.421220000000000        1.530040000000000        1.647190000000000        1.773310000000000        1.909090000000000        2.055260000000000        2.212630000000000        2.382040000000000        2.564430000000000        2.760780000000000        2.972170000000000        3.199740000000000        3.444730000000000        3.708490000000000        3.992430000000000        4.298120000000000        4.627220000000000        4.981510000000000        0.408262553676653        0.358685037442451        0.353878592627916        0.322338111322062        0.308573184715817        0.289914886291261        0.261328327782513        0.253223017424218        0.245641303569478        0.219042900176301        0.182185972818400        0.194108346087967        0.164496277935851        0.140020728662109        0.139504156806679        0.122933164187869        0.120561676972381        0.100189656494112        0.092701411903379        0.080759156434825        0.071036292517526        0.069475537200073        0.057537583130763        0.050342314996017        0.035524838094674        0.036480833678331        0.037247762973976        0.031828327071256        0.029739235953262        0.024673874823640        0.018742208028699        0.010308677109995        0.007055126541662        0.009784519143818        0.003203368170934        0.003929153707534        0.008329769261580        0.013412275751740        0.007136700797714        0.008458745567756        0.004993203717157        0.003206658371534        0.000998045046097       -0.002929266744466       -0.007073054563079       -0.006124458818497       -0.006230296291368       -0.002448671927717       -0.003649264235934       -0.000351594842556
