# First row contains bin centers. All other rows contain wtheta for that bin.
# 
                5.2040835                 5.6289105                 6.0884176                 6.5854359                 7.1230274                 7.7045043                 8.3334492                 9.0137370                 9.7495590                10.5454487                11.4063095                12.3374454                13.3445930                14.4339575
    6.156040108153137e-04     5.309086338219738e-04     3.553056286215789e-04     3.079351555652710e-04     2.173719255476277e-04     7.967058125176040e-05    -1.234321406742877e-04     1.732001536195906e-04     2.513986260475260e-04    -2.194738341336479e-05    -2.866958814839554e-05    -2.044488872168606e-04    -5.335838263572279e-04    -9.854084522692400e-04
    5.292346488815070e-04     4.535774557910297e-04     7.709517438447001e-05     1.857080299432465e-04     1.227498654695416e-04     6.697697974231610e-05    -1.605841885480119e-04     1.720213497828807e-04     4.570304638515415e-04     2.904380420873890e-04     1.080126890502387e-04    -2.255821301957545e-04    -4.782110846754291e-04    -9.464241975321921e-04
    6.059774203963637e-04     3.779162805469034e-04     1.037956785284124e-04     4.206018803588657e-04     1.078892071920608e-05    -6.508944997619690e-05    -2.283281886687347e-04     6.528683619533708e-05     4.130033319109912e-04     1.877564332932272e-04    -3.055221365959841e-05    -2.530634994117004e-04    -4.890319393378727e-04    -9.981577322906113e-04
    4.053588118394365e-04     3.048269605074851e-04     1.966368470396707e-04     1.755032521132089e-04    -1.194621337104172e-04    -3.795211171095887e-05    -1.763716570117674e-04     2.580601639840677e-04     4.941704692792602e-04     2.588204786056129e-04     1.331039010829710e-04    -2.048531983288598e-04    -4.247463743614686e-04    -9.323240083860957e-04
    5.988213626107623e-04     3.750789095543227e-04     3.348129206367638e-05     3.321220227006979e-04     1.186719365958700e-04     1.151725775765083e-04     1.020405048830184e-05     3.207160027991580e-04     4.554356915918218e-04     2.478435749510626e-04     1.836642606116720e-04    -1.840215549583658e-04    -3.607057070777075e-04    -9.104477212725199e-04
    5.095214539101985e-04     3.994885500642112e-04     1.318909867242448e-04     2.686343898663178e-04     1.941895433531043e-04    -5.064336908472127e-05    -9.494037333677323e-05     1.923270907696141e-04     3.093468438771778e-04     2.106650612508943e-04     2.661139228100480e-05    -1.760032272110084e-04    -4.184196624722625e-04    -8.740929254822353e-04
    6.249987267914128e-04     3.879591174202572e-04     1.656488273629784e-04     9.042370147771951e-05    -1.399335564805786e-04    -2.003793342576800e-04    -1.884343923947449e-04     1.069852976720784e-04     3.708684712806225e-04     8.413513398543519e-05    -1.852046507990522e-04    -3.320073872214798e-04    -3.919688394546331e-04    -8.831826359767591e-04
    8.041439754462313e-04     4.365239940747496e-04     2.904254711490658e-04     4.243295412612367e-04     2.483422014860877e-04     1.442033701040109e-04    -1.147094613531405e-04     2.238959120583541e-04     4.114768686507012e-04     2.480466373003567e-04     8.078619370431699e-05    -1.005429628246107e-04    -3.828011131005462e-04    -8.952458055620661e-04
    6.132889951904777e-04     5.331550203060571e-04     2.762945188681092e-04     2.567346648331235e-04     5.668009665768980e-05    -7.189226472838984e-05    -2.193950306212504e-04     4.157794383755623e-05     3.694791061423967e-04     1.265855778857219e-04     3.293529749898211e-06    -2.559569095513063e-04    -5.155001747508318e-04    -9.252810023283080e-04
    4.515122470108824e-04     4.371048403965627e-04     1.721356520421951e-04     3.918140774622739e-04     1.254130684339703e-04     4.858864119298279e-05    -2.664090941128555e-04     7.275911766644936e-05     1.238405245930073e-04    -4.703461884091506e-07    -1.234381790670515e-04    -2.533496507763447e-04    -5.187477146724676e-04    -9.697635303664735e-04
    6.451631183650667e-04     4.441017820506291e-04     2.506309145954654e-04     2.738602472932576e-04     6.145081385868664e-05    -6.604532928623914e-05     1.294344668187672e-05     1.586844815287793e-04     3.490052617058107e-04     2.375011206709843e-04    -4.150915157247977e-05    -2.612983117088249e-04    -4.379204168701592e-04    -9.596676358783585e-04
    6.587411959644358e-04     4.075818760021111e-04     2.308899321731105e-04     2.918936219659424e-04     1.676272492306033e-04     9.056171519663205e-05     2.360085556765097e-05     1.870981067419486e-04     3.699531545167397e-04     2.180074632832839e-04     1.410160097543641e-04    -8.826630342190744e-05    -3.979532839627616e-04    -9.244958003152493e-04
    6.597732773276157e-04     3.355132566095210e-04     1.584119898127163e-04     2.909157439299751e-04     1.135435511202209e-04    -7.135576115243134e-05    -6.434874976490693e-05     3.064890746751296e-04     4.325291950269329e-04     2.863435942164867e-04     1.516655963089516e-04    -1.901093084103220e-04    -4.383264608375436e-04    -9.596879952729413e-04
