# Columns labeled with floats contain bin centers (theta in degrees), others are extra info.
# 
                     mock                      zbin                    Nstack                     Ngals                    Nrands                   0.10301                   0.10921                   0.11578                   0.12274                   0.13013                   0.13796                   0.14626                   0.15506                   0.16439                   0.17428                   0.18476                   0.19588                   0.20767                   0.22016                   0.23341                   0.24745                   0.26234                   0.27812                   0.29486                    0.3126                   0.33141                   0.35135                   0.37249                    0.3949                   0.41866                   0.44385                   0.47056                   0.49887                   0.52888                    0.5607                   0.59444                   0.63021                   0.66812                   0.70832                   0.75094                   0.79612                   0.84403                   0.89481                   0.94865                   1.00573                   1.06624                   1.13039                    1.1984                   1.27051                   1.34695                   1.42799                   1.51391                     1.605                   1.70157                   1.80395                   1.91249                   2.02756                   2.14955                   2.27889                     2.416                   2.56137                   2.71548                   2.87886                   3.05208                   3.23571                    3.4304                    3.6368                   3.85561                    4.0876                   4.33354                   4.59428                    4.8707                   5.16376                   5.47445                   5.80384                   6.15304                   6.52326                   6.91574                   7.33185                   7.77299
    4.181909150000000e+04     7.500000000000000e-01     0.000000000000000e+00     4.757650000000000e+05     5.000000000000000e+05     7.892859965300118e-02     6.606084422534626e-02     6.169740313036845e-02     6.345435920115881e-02     5.594685010424073e-02     5.216977331302589e-02     5.424484854789772e-02     5.552093123406766e-02     4.976952131740596e-02     4.955063212089796e-02     4.507672433391223e-02     4.453029499197182e-02     3.817441639050768e-02     3.743730247528849e-02     3.784711906886716e-02     3.510820760124125e-02     3.246523646803293e-02     3.166135668206045e-02     3.024661333469099e-02     3.045392866134288e-02     2.656090169895733e-02     2.377038746716516e-02     2.268194004512299e-02     2.160139948163848e-02     2.112099537523282e-02     1.885496425289482e-02     1.728363201288169e-02     1.571512613751704e-02     1.501204859493046e-02     1.383553569459343e-02     1.188572091292273e-02     9.996633225150656e-03     1.007978617743871e-02     8.909886393337507e-03     6.715187387796609e-03     6.492584221328708e-03     6.615907976603961e-03     5.311466911473950e-03     5.593503089860077e-03     4.074685380685741e-03     3.565314259674065e-03     3.087753737053366e-03     2.240258183596328e-03     2.093256889456571e-03     1.739958697247616e-03     1.299395369773157e-03     1.161532431907662e-03     9.723298163511006e-04     5.300785887439486e-04     5.672842041405105e-04     1.036911827196533e-03     1.311053921511074e-03     8.238872033827670e-04     5.414070010854131e-04     1.177020294415499e-03     6.299012110511841e-04     2.937940929803850e-04     3.412329448791621e-04     5.685161404203597e-05    -1.992548464251112e-04     9.154843656549007e-05    -2.779733163084762e-05     3.420477491192728e-05     2.669114297428438e-04    -2.455931910907932e-04    -3.076042287041537e-04     5.036992389979118e-05    -1.782551400881801e-05    -3.501181745273198e-04    -6.649196248819258e-04    -4.954222834142356e-04    -4.170882942344160e-04    -2.880871610531870e-04    -4.426678989789552e-04    -4.377138155105810e-04
    4.181909160000000e+04     7.500000000000000e-01     0.000000000000000e+00     4.761100000000000e+05     5.000000000000000e+05     7.389335536109405e-02     6.455264111574366e-02     6.491991908182698e-02     6.103951594849284e-02     6.083123885131811e-02     5.477266050698471e-02     5.388008253082395e-02     5.158856780618047e-02     4.635622180862523e-02     4.681184726450238e-02     4.538094378611856e-02     4.036471273104962e-02     4.140398785473999e-02     3.680195682279157e-02     3.395040982574955e-02     3.407217847747502e-02     3.275067933889866e-02     2.802069185711295e-02     2.790430204390084e-02     2.873966846732039e-02     2.510385559785951e-02     2.343818332797748e-02     2.153478555578527e-02     2.050656872703495e-02     1.726000268130990e-02     1.727893959973916e-02     1.545117501121291e-02     1.408312891032431e-02     1.329550081006769e-02     1.246665037864760e-02     9.867602928324622e-03     9.838848438101400e-03     7.809639471768276e-03     7.348147956828957e-03     6.002182943302580e-03     5.581818295324005e-03     6.100880769714173e-03     5.903280850498727e-03     4.707865622056865e-03     3.727385190664620e-03     3.425392837678161e-03     2.919468304047762e-03     2.538002984002859e-03     2.808982303238891e-03     1.587496757413802e-03     1.304907970706662e-03     6.249146978812780e-04     4.455926706280627e-04     5.113449756591234e-04     7.484904442727968e-04     9.153232862137306e-04     8.577176278090183e-04     5.368284255602578e-04     7.413474285468236e-04     8.595595354760670e-04     5.286471415681741e-04     2.967924303300240e-04     2.547181483004698e-04     3.427692758021832e-04    -6.853749975383246e-04    -3.101679397515222e-04    -5.014491972192177e-04    -4.144988631262532e-04    -2.788387139064081e-04    -1.794532382795711e-04    -4.569438710368308e-04     1.362117038847978e-04    -3.249989206868349e-05    -4.337585365132206e-04    -4.792110837671948e-04    -1.256657448240392e-04    -2.296673703905722e-04    -1.102440136216392e-04    -2.957107479091433e-04    -1.655904059935317e-04
    4.181909160000000e+04     7.500000000000000e-01     0.000000000000000e+00     4.751500000000000e+05     5.000000000000000e+05     7.624430640963011e-02     6.813982091304421e-02     6.640134864030052e-02     6.102159443361874e-02     6.143353623217675e-02     5.542847503901575e-02     5.406076544269168e-02     5.238413931754408e-02     4.834325917196374e-02     4.606442629246900e-02     4.061390510903218e-02     4.159453943510168e-02     4.023721965855539e-02     3.925426184251903e-02     3.703372441762755e-02     3.113331227301514e-02     3.120768772876024e-02     3.067220396301716e-02     2.927400191349359e-02     2.696041315925791e-02     2.519633554917106e-02     2.252033131532657e-02     1.975208963216607e-02     2.083257455086914e-02     1.792434110701466e-02     1.751091457899840e-02     1.529540141489998e-02     1.358920839239481e-02     1.342103546018692e-02     1.256185996191929e-02     1.027850873564574e-02     1.094353415099054e-02     8.238311929267484e-03     8.584355123126573e-03     6.477700647192943e-03     6.072501839567332e-03     5.866138836120702e-03     5.318139436749504e-03     3.722414126458173e-03     3.992574620317391e-03     3.391394988827861e-03     2.254214051363849e-03     2.212040759491525e-03     1.853562028426704e-03     1.013563914050415e-03     9.672537761761775e-04     6.265147641338955e-04     1.810413245196107e-04     1.507561025937816e-04     8.362671156113597e-04     7.431094378026050e-04     1.098584307268881e-03     1.195064024238086e-03     8.940585157930295e-04     7.913671637941672e-04     5.120525356116588e-04     4.954385267344999e-04     4.912968381576637e-05    -2.512242049301912e-04    -5.725968501070469e-04     1.680301725096848e-04    -3.150036938597119e-06    -7.243064182289017e-05    -2.518704645429037e-04    -5.414573656111732e-04    -4.120770070864668e-04    -1.117230850994503e-04    -4.108539665809088e-04    -6.201821360854016e-04    -4.517673286003645e-04    -2.851783829682422e-04    -1.368558701704192e-06    -1.261077626729590e-04    -4.496015675078737e-04    -4.005519780897801e-04
    4.181909170000000e+04     7.500000000000000e-01     0.000000000000000e+00     4.761500000000000e+05     5.000000000000000e+05     7.567155500310657e-02     6.938472021931313e-02     6.426984124384193e-02     6.071089711639537e-02     5.910994444730430e-02     5.074234632363701e-02     5.672723122207315e-02     5.503740501558925e-02     4.766510858083838e-02     4.618575267210828e-02     4.430840704934044e-02     4.125906218489261e-02     4.137165267806777e-02     3.799795479872872e-02     3.680488395293907e-02     3.125409859184861e-02     3.251698413568253e-02     2.938417014419933e-02     2.753324782074209e-02     2.783852638346902e-02     2.385591059355349e-02     2.303185148312983e-02     2.101911354130762e-02     1.936424457609213e-02     1.831535432826890e-02     1.712235820477393e-02     1.644167855055674e-02     1.408761062528434e-02     1.396539462819254e-02     1.175181073062393e-02     1.045640317124922e-02     1.007645842833444e-02     8.836479164407907e-03     7.951734646736805e-03     6.791940890993764e-03     6.028074828168984e-03     7.233429683485389e-03     5.150791633157897e-03     5.040079329211592e-03     3.689430192316635e-03     3.829856620987573e-03     2.735059188096970e-03     2.016438075059313e-03     1.556774574531967e-03     1.625498071492952e-03     1.051637844104604e-03     4.330024038252323e-04     2.269564131060455e-04     4.850719493063716e-04     3.898739403588826e-04     7.178887101612036e-04     6.053837689015045e-04     6.415659719925941e-04     7.318062529963562e-04     9.011465174216084e-04     4.360039721776484e-04     5.915569821120159e-04    -8.743967773633686e-06    -6.146809777936780e-06    -4.347854413709404e-04     1.112945275022928e-04    -1.660643232497931e-04     2.652937790107303e-05     3.232664346006374e-04    -2.196166000248648e-05    -4.019081783199414e-04     7.762494560764850e-05    -3.836596702381648e-05    -4.657886948743622e-04    -4.501438396592814e-04    -7.497406066158526e-05    -1.413528934406294e-04    -2.706535038536250e-04    -3.669685778191455e-04    -2.624929039169761e-04
    4.181909170000000e+04     7.500000000000000e-01     0.000000000000000e+00     4.759670000000000e+05     5.000000000000000e+05     7.120706345464933e-02     6.900026573888929e-02     6.534126295524376e-02     6.339456627077945e-02     6.130203005415077e-02     5.567947104314047e-02     5.826765919441550e-02     5.204201581912428e-02     5.159444536322708e-02     4.672527181619992e-02     4.310964901555004e-02     4.150136653878916e-02     3.996565265874538e-02     3.835781934620284e-02     3.472318295164438e-02     3.223766376952563e-02     3.314559554484969e-02     3.207506384070608e-02     3.018668939447578e-02     2.800038023189816e-02     2.569166825417481e-02     2.509432731832105e-02     2.134586817160688e-02     2.003887830855730e-02     2.048212411595567e-02     1.858864990564456e-02     1.595371253806830e-02     1.489439167846637e-02     1.326098237760234e-02     1.205644713454021e-02     1.056282469390052e-02     9.729373154410597e-03     8.681711527858621e-03     7.903813088632481e-03     6.437843141973357e-03     6.549673882628410e-03     5.320172157064383e-03     5.228182840747908e-03     4.222063442220185e-03     3.522858195566939e-03     3.629143403137003e-03     3.091658740201935e-03     2.674766482425340e-03     2.574282365781088e-03     1.511949852955858e-03     1.076999340228124e-03     1.217602601288707e-03     1.748068319398837e-04     4.416295707874944e-04     9.843711110982293e-04     9.925143509612998e-04     6.632713030582508e-04     7.127518741695804e-04     9.323228090453360e-04     9.788374991629939e-04     6.275272951515745e-04     1.360760294139479e-06    -3.435505698452695e-04    -2.890801585214109e-04    -5.658559487176363e-04    -1.683364572031231e-06    -3.493666871958166e-05    -2.235334843048420e-05     1.649499699037140e-04     7.979831130675373e-05    -1.319662131157616e-04    -6.450439003421023e-05    -2.800911892237864e-04    -5.506088055807037e-04    -5.166124129886549e-04    -3.346295943234321e-04    -2.384562869426254e-04    -2.118246415863204e-04    -2.773261742337611e-04    -2.086456010014182e-04
    4.181909170000000e+04     7.500000000000000e-01     0.000000000000000e+00     4.758550000000000e+05     5.000000000000000e+05     7.504818339380306e-02     6.917067111779465e-02     6.087811704319264e-02     6.300122181000219e-02     6.117594141594899e-02     5.893619755538714e-02     5.620384217604424e-02     5.547181374531868e-02     5.082595168156698e-02     4.843208275801305e-02     4.332329123481990e-02     4.301586748766568e-02     4.000283677111716e-02     4.213356250713169e-02     3.603855563876700e-02     3.330556837068589e-02     3.422409244189612e-02     2.925955886835956e-02     2.953601221666189e-02     3.104580814647703e-02     2.602649048574811e-02     2.643105914753365e-02     2.291570794250532e-02     2.060665360223903e-02     1.934228403108782e-02     1.868887637147974e-02     1.585320277918736e-02     1.596433672556943e-02     1.272858626389551e-02     1.329677115588446e-02     1.143572651791838e-02     1.030889252246644e-02     9.302966419893883e-03     7.660552409008185e-03     7.078357893775286e-03     6.731111039627887e-03     6.078966507845989e-03     6.005678590892560e-03     4.584533065583876e-03     3.776574758285777e-03     3.451207399096948e-03     3.249332517684851e-03     2.550410613091310e-03     1.767765792509200e-03     1.375083174170120e-03     3.000002561952108e-04     9.333544601555349e-04     3.700839309062302e-04     1.069388937985904e-05     4.380369154540689e-04     1.025654190261461e-03     8.977049120921638e-04     5.341269903096801e-04     4.691413098776235e-04     7.962999464427203e-04     3.102506762590973e-04     1.977759956314720e-04     1.252043548807598e-04     8.568270079891609e-05    -7.831528420011631e-05     1.670999008863616e-04    -2.090247953875963e-04    -1.724613221757659e-04     1.476574089361491e-04    -7.746340294814024e-05    -3.324831547286160e-04    -2.192236354845529e-04    -4.320962896992254e-04    -3.258481709392633e-04    -3.601693280126054e-04    -1.695121914497674e-04    -2.588679304125325e-04    -1.044193171122969e-04    -1.375644135295533e-04    -2.621636403268120e-04
    4.181909180000000e+04     7.500000000000000e-01     0.000000000000000e+00     4.752870000000000e+05     5.000000000000000e+05     7.491779125332670e-02     7.508655311682362e-02     6.278427359137978e-02     6.874505291589765e-02     6.248176324067461e-02     5.531152148216169e-02     5.592059500165575e-02     5.421724010201494e-02     5.076234717054526e-02     4.690349787005226e-02     4.717020601717437e-02     4.431344094540567e-02     3.943302744535986e-02     3.688491443206722e-02     4.077187379628019e-02     3.448497130818116e-02     3.320090864828600e-02     2.977888569237617e-02     2.951316773103190e-02     2.893034136188914e-02     2.690014579448139e-02     2.409282637974526e-02     2.169435955945409e-02     2.128757697057240e-02     1.885546569327396e-02     1.849757281270198e-02     1.743242363738892e-02     1.418749944429287e-02     1.296286103872204e-02     1.043709588569419e-02     9.025420955808704e-03     1.078768554796876e-02     9.097238159125750e-03     8.409711211908198e-03     6.989855747494909e-03     7.045888748158136e-03     6.963149890686115e-03     5.398520421686565e-03     5.226491487632006e-03     4.350774997363984e-03     3.812556199341548e-03     3.518445298546139e-03     2.434830250581220e-03     2.286663198734207e-03     1.421065678378130e-03     8.269289592117191e-04     1.178511910520329e-03     7.600836435645541e-04     7.789768906842621e-04     5.590599903974439e-04     1.378624081439857e-03     1.529561407790600e-03     9.818197736158941e-04     9.157174383517636e-04     7.997950411826180e-04     3.674123829385988e-04     5.312211036427424e-04     2.725122421575747e-04    -9.929527009127944e-05    -6.724815785949244e-04    -5.207426411545644e-04    -3.994009217637663e-04    -3.780548661726869e-04    -2.721713964160042e-04    -2.511253775606696e-04    -1.969588671730613e-04    -8.437255732823872e-05    -2.073818369790067e-04    -3.732204002893872e-04    -4.348686841683200e-04     8.607434454309072e-06    -1.857883379265038e-04    -1.540245632631721e-04    -2.243347776660557e-04    -3.200819281767127e-04
    4.181909180000000e+04     7.500000000000000e-01     0.000000000000000e+00     4.759620000000000e+05     5.000000000000000e+05     6.863494343687825e-02     7.549992227839750e-02     6.120273382369105e-02     6.588821983368619e-02     5.982512777556546e-02     5.321926081804281e-02     5.263374734333123e-02     5.032356161536168e-02     4.734836498760746e-02     5.116572793990114e-02     4.423560648904464e-02     4.323808043573279e-02     3.978117815407484e-02     3.910661885016702e-02     3.556424465388668e-02     3.280078928849373e-02     3.049802728111109e-02     3.062297719063664e-02     3.194062691654837e-02     3.020575483512867e-02     2.399831521329283e-02     2.471788839036131e-02     2.117321055193932e-02     2.045286139806092e-02     1.918814087069514e-02     1.798594166791174e-02     1.602611383387308e-02     1.312579385050637e-02     1.322548343507905e-02     1.241155431923580e-02     1.154348969650611e-02     1.053170073823136e-02     8.192230182697074e-03     8.398544430069054e-03     7.606886194176586e-03     5.887862443990967e-03     6.365272578181463e-03     5.706895441233262e-03     5.099445833722144e-03     5.233933884982645e-03     3.790224505865945e-03     3.213772968689388e-03     3.388407389944026e-03     3.014138243793177e-03     2.146357523504643e-03     1.918613101524926e-03     1.659195663901204e-03     8.016101933445572e-04     6.120159864661220e-04     4.435341142529174e-04     8.437203291799155e-04     7.114622391636805e-04     1.037848502697549e-03     1.131363802917836e-03     6.871497473288242e-04     3.246609278919690e-04     4.167135261528814e-04    -1.469789471170491e-05    -5.193325494409770e-04    -5.867995997109356e-04    -2.094504627287621e-04    -4.409922312945102e-04    -4.533404114076097e-04     1.245748154689453e-05    -4.372565903658758e-05    -2.516884722620628e-04     9.418407330960487e-05    -6.310772268695521e-05    -2.157356158517877e-04    -2.629450718488812e-04    -2.012352546850857e-04    -7.746671393623713e-05    -1.914932840433904e-04    -2.272670607093972e-04    -1.844012543916242e-04
    4.181909190000000e+04     7.500000000000000e-01     0.000000000000000e+00     4.759090000000000e+05     5.000000000000000e+05     7.454636347489994e-02     7.442947456112194e-02     6.243455579830983e-02     6.412069619355655e-02     5.582705416221614e-02     5.597499254080572e-02     5.471082816821968e-02     5.328607907504886e-02     5.040325376738071e-02     5.020623844543245e-02     4.681181159506914e-02     4.315804749838630e-02     3.757939117663243e-02     4.107056645503134e-02     3.793660666419624e-02     3.328116633883461e-02     3.448172710447064e-02     3.310270994805988e-02     3.084816994892610e-02     2.828675571554622e-02     2.676121312989674e-02     2.463123101793286e-02     2.267260329608792e-02     2.006712938669539e-02     2.039774350306687e-02     1.930373054689713e-02     1.621082901055659e-02     1.445873830780359e-02     1.335982437263625e-02     1.373888835295277e-02     1.231278044797347e-02     1.097922394887442e-02     1.124836036377594e-02     8.918492936354293e-03     8.140856134484854e-03     7.100139171475153e-03     7.721955292302665e-03     6.579715259643597e-03     4.779700086597543e-03     4.975603970292120e-03     4.319876009818261e-03     4.236238528860821e-03     2.875431678548316e-03     2.929932148490542e-03     2.430907879457882e-03     1.205327304360333e-03     7.616375927040925e-04     6.145247542067546e-04     1.224317121450117e-03     6.866799609891813e-04     9.770987975953464e-04     6.720233182512017e-04     7.090214695644188e-04     8.628617471227172e-04     9.520312868167681e-04     6.853612741156253e-04     2.506168045331168e-04    -2.819271290559056e-04    -3.383393943659848e-04    -5.169411784691672e-04    -3.533774415122117e-04    -5.169313381780252e-04    -3.171418642095725e-04    -3.374018167889645e-04    -4.025292439529799e-04    -3.645128062661077e-04    -1.470137354048786e-04    -4.682126477686049e-04    -4.504913103129985e-04    -6.580606501461376e-04    -3.288141743161681e-04    -2.155390898175720e-04    -1.846288547553895e-04    -3.037916617436336e-04    -2.141457904679508e-04
