# Columns labeled with floats contain bin centers (theta in degrees), others are extra info.
# 
                  1.05035                   1.15611                   1.27252                   1.40066                    1.5417                   1.69694                   1.86781                   2.05589                    2.2629                   2.49077                   2.74157                   3.01763                   3.32149                   3.65594                   4.02408                   4.42928                   4.87528                   5.36619                   5.90654                   6.50129                   7.15593                   7.87649                   8.66961                   9.54259                      zbin                      mock
    3.788096474012914e-03     2.766677488900839e-03     2.025523192035908e-03     1.410970164890667e-03     8.612198632689121e-04     1.926769991202292e-04     9.694466479904984e-04     9.139847427832759e-04     7.339085492370291e-04     5.503650063832016e-04     7.759198017488856e-05    -7.304435840939690e-04    -6.477418766099039e-04    -2.928267622248578e-04    -2.040351873894494e-04    -1.730669603862433e-04    -9.416171097901478e-06    -3.281346205228405e-04    -4.624275935125435e-04    -2.197297862557457e-04    -1.781116128406067e-04    -3.750844208305155e-04    -1.127023245362592e-04    -5.136256804327949e-04     7.500000000000000e-01     3.261911550000000e+04
    4.236119008206217e-03     3.040934960019187e-03     1.507529498865276e-03     7.993602780864929e-04     5.805786842390213e-04     3.347273623209636e-04     9.974146338223252e-04     1.153347528346901e-03     1.074587525714806e-03     6.813825727702578e-04     1.276389008766861e-04    -1.817645133940578e-04    -4.964252617668700e-04    -2.843324505029312e-04    -4.318026782942154e-04    -3.607176951037664e-04    -2.262059230288430e-04    -2.662220783356064e-04    -4.915025176006098e-04    -3.512325869631276e-04    -3.160201576665888e-04    -6.371763651931580e-05    -8.252058655361363e-05    -3.065720216876500e-04     7.400000000000000e-01     3.261912090000000e+04
    3.890942139898250e-03     3.373430672783780e-03     2.781596645469581e-03     1.866806103154229e-03     1.318497920477717e-03     9.414354975210544e-04     1.179134188030916e-03     8.718237500260326e-04     1.100259375737291e-03     7.971201889666488e-04     3.542088219096652e-04     6.892437676376742e-05    -5.122101891403363e-04    -2.641716649970890e-04    -8.182819149690308e-05    -4.040538903516650e-04    -2.379989061817151e-04    -2.646643962956199e-04    -2.858298650295375e-04    -3.362641054739038e-04    -4.055916874873616e-04    -3.557150242976810e-04    -2.582878486137180e-04    -3.571345809795880e-04     7.500000000000000e-01     4.031912120000000e+04
    2.877015939637849e-03     2.312325578085393e-03     2.123955806804594e-03     6.980502661985284e-04     5.533249480552705e-04     5.851572631176191e-04     8.429470753545947e-04     6.636004134246178e-04     6.378451064742009e-04     4.232617264473631e-04     4.948531972156817e-04    -3.529986101571915e-04    -3.541556226772035e-04    -2.742772483412722e-04    -2.522076485153226e-04    -4.441683475631896e-04    -3.544238937862836e-04    -3.448985822255681e-04    -4.027591094671504e-04    -4.147289745601860e-04    -2.849137372871744e-04    -4.317272720501270e-05    -1.342569932928185e-04    -3.131215461367479e-04     7.500000000000000e-01     4.031912510000000e+04
    1.082320299594270e-02     9.166793284820415e-03     7.799372809912779e-03     6.361263709836779e-03     5.397838834822777e-03     4.252929654711262e-03     3.356020846118534e-03     2.623997101534005e-03     2.681455331795663e-03     2.377162031440625e-03     1.306902799651089e-03     8.766086230505839e-04     1.195115339252281e-03     9.655741919824157e-04     3.548476761740925e-04     1.298848926500065e-04    -5.202200660243804e-04    -7.104872275607368e-04    -8.101629233802777e-04    -1.054127820320732e-03    -9.734085211922866e-04    -7.707355584323914e-04    -4.615275677954605e-04    -7.089255758811746e-04     6.000000000000000e-01     4.051910100000000e+04
    4.376960611099587e-03     3.271238248507729e-03     2.490456926747220e-03     1.766461915018442e-03     1.370196467155987e-03     1.206352066883518e-03     1.263167302463610e-03     9.158854511575352e-04     5.611783201158405e-04     5.446582280517841e-04     6.023994860387604e-04     2.731578011014674e-04    -1.302368461224278e-04     2.193533013196864e-06    -3.335553872993739e-04    -4.798694741051208e-04    -2.598427615800022e-04    -1.929800605990693e-04    -3.617716045209933e-04    -6.453054992356164e-04    -8.592177796958201e-04    -3.691936598477357e-04    -3.428051692899162e-04    -1.640877068280784e-04     1.000000000000000e+00     4.051910100000000e+04
    1.886535686731970e-03     1.406716677161441e-03     1.572922072660249e-03     1.337709009592361e-03     1.508932631388062e-03     8.108186146972716e-04     7.433062045210586e-04     7.095718175714491e-04     3.182303605621712e-04     2.092850386064379e-04    -2.619141482016608e-04    -9.648308474421934e-04    -7.541152429666251e-04    -5.560846338459049e-04    -4.192976037551548e-04    -4.052617215375465e-04    -6.279644376101992e-06     2.423172650517131e-04     2.113878611112790e-05    -2.222233681264668e-04     1.514867510332641e-06    -2.044874015382165e-04    -2.754536923267496e-04    -1.648119156710981e-04     1.400000000000000e+00     4.051910100000000e+04
    3.290933997522695e-03     3.448899714615090e-03     3.182539840652206e-03     2.508455901688728e-04     7.102546765964515e-04     6.337348337749889e-04    -2.372913540640094e-04    -6.958558687984457e-04    -1.964368605895359e-04    -1.460424529088566e-03    -1.437738426817972e-03    -1.522012744951137e-03    -2.999522615834759e-04     3.785581634842279e-04    -2.260014641296954e-04    -1.125909553313063e-03    -1.739074208978591e-03    -1.118397227178577e-03    -4.021353278299961e-04    -2.968098185049774e-04    -1.694415694402216e-03    -2.543890140872779e-04     1.299543934251545e-03     4.233558476208901e-04     1.800000000000000e+00     4.051910100000000e+04
    1.083663675598730e-02     8.716737922874600e-03     7.232176668103650e-03     6.118047170097052e-03     5.387695579154212e-03     4.087581173441911e-03     3.071699035180521e-03     2.692146624344160e-03     2.583187246987909e-03     1.646181373151815e-03     8.609431637989418e-04     9.892657395383757e-04     1.384756739085921e-03     9.987662014205832e-04     6.300174364029201e-04    -1.600556963494133e-04    -5.673555916597804e-04    -6.834933817580450e-04    -8.085667501577858e-04    -1.062030850302242e-03    -1.019464172396554e-03    -9.846747236876003e-04    -4.764520214529207e-04    -7.163990946312706e-04     6.000000000000000e-01     4.051915190000000e+04
    4.006447662207506e-03     3.047752912108285e-03     2.276944915261803e-03     2.056246037164334e-03     1.430067323113616e-03     1.284191618767639e-03     1.012774563515467e-03     1.020743394589409e-03     5.064024204483628e-04     4.148949046438506e-04     4.754954828643052e-04     2.055523163742879e-04    -2.185536330043023e-04    -1.319934248682827e-04    -1.962862719803577e-04    -2.287417641648786e-04    -1.838642202070563e-04    -1.719784154374060e-04    -3.401538486665844e-04    -6.374602836248714e-04    -8.868719091960205e-04    -4.450953886475137e-04    -2.669348598481880e-04    -1.673440846847225e-04     1.000000000000000e+00     4.051915190000000e+04
    2.399351791900120e-03     1.210214381467045e-03     1.517558605213860e-03     1.374211237424330e-03     1.332772658908319e-03     8.798235428848068e-04     9.196007465395279e-04     1.158380123181224e-03     4.944250600455797e-04     3.813574550183961e-04     9.000190086366467e-05    -3.401618979647819e-04    -5.981760583040044e-04    -6.584131864770212e-04    -6.008574494309069e-04    -7.040051597348120e-04    -1.473314958897717e-04     7.692055516964409e-05    -9.708658605431377e-05    -1.499820917511336e-04     1.099835353040980e-04    -1.455262428394667e-04    -2.664342424478942e-04    -1.473267203433585e-04     1.400000000000000e+00     4.051915190000000e+04
    1.705704726292457e-03     2.030108947655980e-03     3.014714734559335e-03     3.418552369161856e-03     2.263065613754520e-03     2.196554486849580e-03     1.593921783789305e-04    -8.842369773244515e-04    -1.149529630602643e-03    -1.611495001999274e-03    -1.928929243578733e-03    -1.340219714091299e-03    -2.915514610682187e-04     7.819567198791191e-04     3.259469570983185e-04    -4.492621765822230e-04    -2.286375892439136e-03    -1.502460423955830e-03    -3.416037459048008e-04    -7.629360690834064e-04    -1.227055969697978e-03    -3.069229609072497e-04     1.093448835979335e-03     5.533096316236857e-04     1.800000000000000e+00     4.051915190000000e+04
    1.074544107470408e-02     8.077461456815897e-03     7.149421240216659e-03     6.511603473407896e-03     5.296322190508634e-03     4.230234781363317e-03     3.944671388769781e-03     3.337692171144863e-03     2.610257176970829e-03     1.643187006229664e-03     1.183119474451682e-03     7.043217866637261e-04     1.176056960177934e-03     7.930961369773027e-04     6.573309795123600e-04    -1.313127863078734e-05    -4.470571206887698e-04    -5.962398323575527e-04    -8.015081961409336e-04    -1.055777169992340e-03    -9.962639252729514e-04    -8.247362063397412e-04    -5.276485923390760e-04    -5.809114010580125e-04     6.000000000000000e-01     4.051915260000000e+04
    4.789745261761410e-03     3.722189274201928e-03     2.947750405801493e-03     2.251355520559098e-03     1.447145399329767e-03     1.260104761660310e-03     9.570482246137278e-04     8.701089348295064e-04     4.802561001759246e-04     4.230414032440275e-04     3.703757392639944e-04     1.222187943854267e-04    -3.527237523962041e-04    -3.738358795849628e-05    -3.070774991856525e-04    -4.907944718696558e-04    -6.571571295611117e-05    -2.015954982739966e-04    -1.965631172456760e-04    -4.466558706098952e-04    -8.513993498363818e-04    -4.802300658653085e-04    -3.139087173021097e-04    -2.846929793586844e-04     1.000000000000000e+00     4.051915260000000e+04
    1.660718288363775e-03     1.471727266522109e-03     1.132713945870008e-03     1.069797523523047e-03     1.094905719676748e-03     7.675899589035060e-04     7.580737916922378e-04     8.902467651199616e-04     4.659032322216346e-04     1.300918296857800e-04     2.925900601107706e-05    -8.711517255936654e-04    -9.174468077202299e-04    -5.600956708911726e-04    -3.744569331351778e-04    -6.050402891416693e-04    -5.903794933859939e-06     3.125761064884111e-04    -2.398113128361080e-05    -1.513484606428373e-04    -1.164371187888284e-05    -1.885035362791216e-04    -2.300588714801343e-04    -5.916242096646176e-05     1.400000000000000e+00     4.051915260000000e+04
    1.058137624672000e-03     1.806109018277592e-03     2.088567665720283e-03     2.508703889887616e-03     1.339631488544168e-03     6.725107569702841e-04     1.514297618162479e-04    -7.753204418522094e-04    -1.179119179977192e-03    -2.197586737378082e-03    -8.342100138380476e-04    -5.125175058526176e-04    -2.250972828358087e-04     3.302864641581977e-04     1.639732232284063e-04    -6.938439607631251e-04    -1.669850799923615e-03    -1.543841337764007e-03    -7.090573525187524e-04    -4.874437427551347e-04    -1.205617292997405e-03    -1.817874526332919e-04     1.973061195977753e-03     4.835878140406092e-04     1.800000000000000e+00     4.051915260000000e+04
    1.062316403879689e-02     8.661308538605897e-03     7.587267868053036e-03     6.457691899970553e-03     5.110792442545883e-03     4.561289700670936e-03     3.640511667135029e-03     3.352106337783826e-03     2.670980260559475e-03     2.139653024840812e-03     1.251322221462030e-03     1.016260813348510e-03     1.154480699554296e-03     1.120728731381462e-03     7.775722719760555e-04    -9.623413468556182e-05    -5.593822127621743e-04    -8.088970114906162e-04    -1.046005387897526e-03    -1.042140376136313e-03    -1.082140980322806e-03    -8.667131194177087e-04    -4.762897645454820e-04    -7.138414673543696e-04     6.000000000000000e-01     4.051915590000000e+04
    4.646153865757467e-03     3.491000288146023e-03     2.621344085512058e-03     2.081020480848568e-03     1.214096581483632e-03     1.117916864052683e-03     1.260101610642851e-03     8.563688877488575e-04     6.706895523551554e-04     4.415345751773064e-04     3.324593057807881e-04     3.152160256768986e-04    -1.167357960693961e-04     5.677982646266239e-05    -3.567833056638371e-04    -5.160860911122370e-04    -2.982927633427817e-04    -1.295245057921692e-04    -3.966814432551628e-04    -5.939510957634409e-04    -7.859843481199188e-04    -4.676200267285306e-04    -2.741258274187427e-04    -2.019855537076259e-04     1.000000000000000e+00     4.051915590000000e+04
    2.248897266455859e-03     1.934650193319733e-03     1.694756296482642e-03     1.508199455552747e-03     1.380918407560541e-03     1.127591628188318e-03     1.084234775649916e-03     1.001190709000705e-03     4.424569263985468e-04     2.368719517362270e-04    -3.230622913130033e-04    -6.673980781521700e-04    -6.946483366539882e-04    -5.651971715120150e-04    -7.201632871723845e-04    -6.146673003732735e-04    -8.420878725401457e-05     2.024700941134668e-04     1.001533894178443e-05    -1.897080660402162e-04     1.639420784037395e-05    -2.151021907447534e-04    -2.197098383236563e-04    -1.806676510107745e-04     1.400000000000000e+00     4.051915590000000e+04
    1.929860870874115e-03     2.677795931745497e-03     3.079319266012088e-03     3.294626855976799e-03     1.690147169370617e-03     1.714597466609091e-03     5.526693608974047e-04    -7.194961682321280e-04    -3.668802549915702e-04    -1.363953497570457e-03    -1.987597394017217e-03    -1.373889450484813e-03    -7.905789466506307e-04    -1.685827604659690e-04     1.876549364605557e-04    -7.073110994206553e-04    -2.364995737449525e-03    -1.666410283921545e-03    -1.129483075418911e-04    -1.133141310547890e-04    -8.340253598535064e-04     1.073907760693995e-04     1.587871862395916e-03     2.548294800951996e-04     1.800000000000000e+00     4.051915590000000e+04
