# Columns labeled with floats contain bin centers (theta in degrees), others are extra info.
# 
                  2.04198                   2.12769                   2.21701                   2.31008                   2.40705                   2.50809                   2.61337                   2.72308                   2.83738                   2.95649                    3.0806                   3.20991                   3.34466                   3.48506                   3.63135                   3.78379                   3.94262                   4.10813                   4.28057                   4.46026                   4.64749                   4.84258                   5.04587                   5.25768                   5.47838                   5.70835                   5.94798                   6.19766                   6.45782                    6.7289                   7.01137                   7.30569                   7.61236                   7.93191                   8.26488                   8.61182                   8.97332                      9.35                   9.74249                   10.1514                   10.5775                   11.0216                   11.4842                   11.9663                   12.4686                   12.9920                   13.5374                   14.1057                   14.6978                      zbin                      mock
    4.204962654854936e-03     3.869281555101755e-03     4.301261177028280e-03     3.106036615961682e-03     3.209737125546415e-03     2.559126969607479e-03     2.279883368647207e-03     9.458076973139131e-04     3.789270634808008e-04     1.773842128402379e-04     8.778154912913800e-04     1.198972481355565e-03     1.045499534377769e-03     1.041563710526536e-03     3.387556950643137e-04     4.855555743616653e-04     6.513032995032801e-04     4.256264656062745e-04     2.731842478684000e-04     1.712746626342877e-04     2.319068924203179e-04    -4.842763673001579e-04    -4.748585534371021e-04    -4.091583241144598e-04    -6.395774500125325e-04    -7.885785685799505e-04    -8.337973547611124e-04    -1.130881810696723e-03    -1.239489919025319e-03    -1.427571184826352e-03    -1.145383855479385e-03    -1.061667585485235e-03    -9.510311336085879e-04    -1.030868607699535e-03    -6.915367393257852e-04    -3.894081623865043e-04    -5.587582138031713e-04    -6.519874553601185e-04    -6.589097756432613e-04    -5.051033405746581e-04    -3.783515580547606e-04    -4.873302527893540e-04    -5.984075247521434e-04    -7.454196037846736e-04    -5.889425464295872e-04    -2.809637439936328e-04    -2.981002044777606e-04    -2.208928290402745e-04    -2.539448320879773e-04     5.600000000000001e-01     4.051920060000000e+04
    2.153875005699274e-04     1.015228375697250e-04     2.189069542201367e-04     3.967197869913438e-04     4.936263561515799e-05     1.231347278371258e-04     5.177314623676302e-04     4.062936102685845e-04     4.741118643075583e-04     4.248341765731986e-04     3.455500254137714e-04     1.489323335959748e-04     3.300714103690200e-04     8.627640196995508e-05     4.252684334613660e-04     7.304936503742449e-05    -1.876559812294301e-04    -3.339636206898324e-04    -2.854684275193164e-04    -1.193986940702738e-04    -4.294754086164918e-04    -2.021254689066478e-04    -2.139624945092041e-04    -1.815400742680350e-04    -2.829113082470646e-04    -3.800347155226356e-04    -2.677737640533706e-04    -3.960213544039001e-04    -3.168122818058335e-04    -5.566495494726220e-04    -6.014831125088497e-04    -6.803477794478690e-04    -5.183258044038924e-04    -3.278554962191479e-04     1.238157538808497e-04     7.464924558079659e-05    -7.044782340918012e-06     4.857128305161000e-05     1.444416886077512e-04     2.029933875323369e-05     2.211782833618719e-04     2.189012135763247e-04     1.735971026473170e-04    -8.435555589787235e-05     1.656073682889324e-05     6.110902134365574e-05    -4.801904059456610e-05    -7.308542211817412e-05    -2.562357895991562e-04     8.800000000000000e-01     4.051920060000000e+04
    8.428159879539245e-04     6.965817743009113e-04     1.031771494072759e-03     8.835393089670498e-04     7.145346781370218e-04     6.493981369713112e-04     3.072924647248532e-04    -2.364518045525985e-04    -7.231155540507483e-04    -8.115894311241725e-04    -1.141175917325907e-03    -1.444984829734528e-03    -1.515498576984947e-03    -1.426720200155739e-03    -8.532993268784804e-04    -1.040465306497651e-03    -8.791421244972685e-04    -7.997194234198902e-04    -3.850393663491703e-04    -3.624462186791240e-04    -4.483108372671752e-04    -4.305834953914616e-04    -8.482999351328669e-04    -1.022577718395516e-03    -7.662572472152620e-04    -4.317954609517555e-04    -3.481052208791180e-04    -4.291017455905861e-04    -5.529811861495283e-04    -6.876748254720414e-04    -7.397147800621826e-04    -7.405356631263838e-04    -9.579185790007919e-04    -1.072157397719842e-03    -7.140137077985147e-04    -2.562548707333164e-04     1.265546094214765e-04     4.625004768421546e-05     2.551026033419675e-04     7.045719379911380e-04     6.086852311152664e-04     4.443505995518862e-04     3.012049854469054e-04     4.519185614673295e-04     3.127263938399788e-04     1.985349558120587e-04     2.290638773947743e-04    -1.472067434303174e-05    -1.126717396048033e-04     1.200000000000000e+00     4.051920060000000e+04
    1.059096556008360e-03     7.507581792256597e-04     6.426501248118615e-04     5.009507329510670e-04     4.577615178542088e-04     6.208081232759653e-04     3.351738183235170e-04     2.720833082539394e-04     3.439940959817332e-04    -1.921194196843590e-04    -3.144308105686714e-04    -1.679062176257319e-04     9.985842736933067e-05     1.918030300504038e-04     1.542533255310954e-05    -4.073025495879134e-04    -2.978631720481131e-04    -3.568446000279936e-04    -2.246714722247841e-04    -3.194191133259274e-04    -2.616488421679712e-04    -3.266996238825499e-04    -1.992051301312986e-04     1.391628310524387e-04     5.635971467367290e-05    -2.867988318238004e-05    -2.494180342431187e-05    -2.462162106462850e-04    -3.661133315982343e-04    -1.809439014738573e-04    -2.850134164288678e-04    -3.442650747161927e-05     1.157039988018812e-04    -4.756964332220298e-04    -5.794061543854092e-04    -5.030214228687092e-04    -2.510439387554391e-04    -8.096668204747355e-05    -4.561147979444234e-04    -5.997380346982281e-04    -3.547577627465939e-04    -2.618865051462896e-04    -2.354638427776612e-05     1.657240058599332e-04    -2.101135343177448e-04    -2.665447192000156e-04    -1.376839223462478e-04    -4.013478331081993e-04     8.112828943074948e-05     1.520000000000000e+00     4.051920060000000e+04
   -1.268234092874404e-03    -4.376188488804908e-03    -5.620573504646798e-03    -5.307627127767791e-03    -4.845254154876797e-03    -5.895129313814707e-03    -6.610800715012848e-03    -3.224132861532703e-03    -3.440120071153529e-03    -4.452012992156792e-03    -3.379130103273724e-03    -8.553762362975225e-04     8.344316253404418e-04     6.389252701957956e-04     1.271469093700717e-03     1.260707166204572e-04    -1.151938202886025e-03    -2.822260697906100e-03    -2.906371120532949e-03    -3.372142116343691e-03    -4.842922383245225e-03    -4.104150418195150e-03     4.331190498023666e-04     2.139415638562164e-04    -2.153773500981156e-04     1.163727338685398e-03     3.166074094764483e-03     3.532318483701365e-03     6.113684571903811e-04     7.122020285157616e-04    -1.146912474761857e-03    -9.145900828507220e-04     9.300554617843191e-04    -8.964039084269076e-04    -8.853029631784037e-04    -5.058479185777902e-05    -1.386059866800980e-03    -2.516769392343574e-03    -2.432073545775600e-03    -1.768319517803121e-03    -1.081132220871437e-03     1.387148671065176e-03     1.165592840951059e-03     2.217287522605428e-03    -4.412879627352159e-04    -8.653377136771534e-04    -4.919346752107384e-04    -3.233068118462505e-03     1.606171052100248e-03     1.840000000000000e+00     4.051920060000000e+04
    4.477489953439944e-03     4.477574356561945e-03     4.066138943220558e-03     3.045727910102606e-03     3.316018322091698e-03     3.282910792611975e-03     2.583796986466289e-03     1.847345877281307e-03     1.022967570496811e-03     8.650220330936096e-04     1.398285870635971e-03     1.423594673225532e-03     1.153104078796535e-03     1.332186929261382e-03     8.453200491849683e-04     7.651644060579368e-04     6.429603304074869e-04     2.791482302831091e-04    -5.679417116926988e-04    -7.831962112185243e-05     2.042183363896782e-04    -3.593545545586156e-04    -8.794294244322071e-04    -6.069537082531717e-04    -6.177030690367857e-04    -8.367334454854015e-04    -6.517975882586485e-04    -8.128527137374003e-04    -1.084701647790119e-03    -1.227535344915953e-03    -5.607586675106885e-04    -9.779471640649648e-04    -1.132991375121329e-03    -8.644683007520863e-04    -5.414336942229287e-04    -2.813907701808271e-04    -5.770732435861009e-04    -4.315457520549157e-04    -9.371429918746807e-04    -6.723437094554394e-04    -7.150602822715086e-04    -7.179929305070496e-04    -8.079042274050560e-04    -6.825412312404997e-04    -5.598862214234638e-04    -4.025803234036576e-04    -3.812085132397361e-04    -2.341012073631248e-04    -3.687897282230117e-04     5.600000000000001e-01     4.051920190000000e+04
    6.080565905710509e-04     5.711390077196331e-04     3.111285200886693e-04     4.227469353685831e-04     5.415597229075394e-04     4.802315975660307e-04     6.890333577613117e-04     6.834753617993017e-04     5.879603658769053e-04     4.097322343454309e-04     5.995607964588527e-04     4.744457850127750e-04     2.455881104473340e-04     4.315627817233680e-04     3.285481727558913e-04     2.829654738955669e-05    -1.471274461499786e-04    -4.383298028083050e-04    -4.840153757527212e-04    -5.626971920550730e-04    -7.245312952684650e-04    -4.008223899321939e-04    -5.141422974295294e-04    -3.602925699851085e-04    -3.147715903245184e-04    -1.431166779826097e-04    -5.056281407576069e-06    -2.883987863938046e-04    -4.044263780144528e-04    -3.899361088648442e-04    -5.142667188332207e-04    -5.285424234811087e-04    -3.432630002656527e-04    -4.721052617980944e-04    -9.939367903906407e-05    -3.079006018609659e-05    -2.094178595414399e-05     1.472111133369805e-04     1.896599978794978e-04     4.015318090661883e-05     2.681422641586729e-04     1.374652873536561e-04     1.900657860519140e-04     1.358566662423312e-05     7.077786946377739e-05     5.385605455891757e-05     3.180617800205017e-06    -9.044537911579139e-05    -2.643295958497188e-04     8.800000000000000e-01     4.051920190000000e+04
    1.065977933406054e-03     9.005673983863124e-04     9.642261065885466e-04     8.302215110251748e-04     8.690426148089798e-04     5.869252666567286e-04     2.598114408692495e-04    -2.520195454654121e-04    -5.006608087702480e-04    -6.410055912695264e-04    -1.393031601091825e-03    -1.702707893836386e-03    -1.663248242842585e-03    -1.530597439013188e-03    -1.132489992042080e-03    -9.425492028768591e-04    -6.964330766849214e-04    -8.416053007073748e-04    -2.796129797921056e-04    -4.165609261601209e-04    -4.603810397466047e-04    -2.500701345316170e-04    -7.717606795997518e-04    -8.162375984402215e-04    -8.515710065944695e-04    -3.258064377327940e-04    -3.376359988772489e-04    -2.521825406402924e-04    -4.974306024558210e-04    -6.263817905008260e-04    -7.802152832000587e-04    -7.129811781846455e-04    -8.867511910290164e-04    -9.465179736143306e-04    -6.370965288455236e-04    -2.008915855466956e-04     7.408224471890585e-06     1.849167091912369e-04     4.746387683632685e-04     7.475263880086175e-04     5.646808986395823e-04     5.635525976822915e-04     3.549850810817469e-04     3.715992148244100e-04     7.491317083856982e-05     2.475669101707362e-04     1.088197234855493e-04    -1.408268163651966e-04    -1.054892426364635e-04     1.200000000000000e+00     4.051920190000000e+04
    9.239693448842985e-04     2.900937665305212e-04     2.694388215003536e-04     3.217036023171922e-04     1.201274403609768e-04     3.869230026759848e-04     1.129685888255584e-04     1.806325969083649e-04     1.678117625425387e-04     1.215092853944576e-04    -3.592030745831345e-04    -4.653495846389907e-04     2.005287123140546e-04     3.551482390589768e-04     1.872482768883979e-04    -3.218274072946458e-04    -1.924161955698138e-04    -2.900171592958247e-04    -5.063406948760490e-04    -3.066648315924271e-04    -1.614676072739267e-04    -4.156064873887295e-04    -3.925240157539630e-04    -3.235196575937329e-04    -1.758664721487967e-04     1.491064621573846e-04     2.065319464788558e-04     1.230683700376592e-04     6.823274714434656e-05    -1.397480368823578e-05    -2.576977778984156e-04    -2.028487298067013e-04    -1.151917799041935e-04    -2.663690982234246e-04    -3.948166436448931e-04    -6.724896955891684e-04    -2.607529147790005e-04    -1.364609879653071e-04    -2.833340486525186e-04    -3.288540145018640e-04    -2.355168230221379e-04    -3.459574732011618e-04    -3.741857842134880e-05     1.643556416188035e-04    -1.432567252759679e-04    -1.959064827568122e-04    -1.303047209040510e-05    -2.683483824543660e-04    -3.781826478301378e-05     1.520000000000000e+00     4.051920190000000e+04
